form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00249359,SB29.9810,,,CAN,,Ashley McLaughlin for Mayor,Ashley,,,,11931 Avenue of Peace,,Linndale,OH,44135,P2024,,2023-04-12,350.00,,,011,,,,,,,,,,,,,,,,,,,
SB29,C00249359,SB29.9822,,,CCM,Committee to Retain Matt Burke,,,,,,13108 Granger Road,,Garfield Heights,OH,44125,P2024,,2023-05-10,250.00,,,011,,,,,,,,,,,,,,,,,,,
SB29,C00249359,SB29.9827,,,COM,Friends for the Future of Garfield Heights,,,,,,12910 Carpenter Rd,,Garfield Heights,OH,44125,P2024,,2023-05-10,150.00,,,011,,,,,,,,,,,,,,,,,,,
SB29,C00249359,SB29.9843,,,CCM,Friends of Joe DeMio,,,,,,19996 Abigail Lane,,Strongsville,OH,44149,P2024,,2023-06-22,500.00,,,011,,,,,,,,,,,,,,,,,,,
SB29,C00249359,SB29.9812,,,COM,Friends of Judge Michelle Earley,,,,,,P O Box 14154,,Cleveland,OH,44114,,,2023-04-05,250.00,,,011,,,,,,,,,,,,,,,,,,,
SB29,C00249359,SB29.9831,,,COM,Friends of Kelly M Zacharias,,,,,,5546 Pearl Rd,,Parma,OH,44129,P2024,,2023-05-10,150.00,,,011,,,,,,,,,,,,,,,,,,,
SB29,C00249359,SB29.9818,,,CCM,Friends of Larry Antoskiewicz,,,,,,12271 Eagle Nest Drive,,N Roylaton,OH,44133,P2024,,2023-05-10,500.00,,,011,,,,,,,,,,,,,,,,,,,
SB29,C00249359,SB29.9816,,,CCM,Friends of Mastroianni,,,,,,7263 Maplewood Rd,,Parma,OH,44130,P2024,,2023-04-21,300.00,,,011,,,,,,,,,,,,,,,,,,,
SB29,C00249359,SB29.9819,,,CCM,Friends of Michael O'Malley,,,,,,6710 Brookside Drive,,Cleveland,OH,44144,P2024,,2023-05-10,250.00,,,011,,,,,,,,,,,,,,,,,,,
SB29,C00249359,SB29.9839,,,CCM,Friends of Nickie J Antonio,,,,,,1305 Belle Ave,,Lakewood,OH,44107,P2024,,2023-06-02,250.00,,,011,,,,,,,,,,,,,,,,,,,
SB29,C00249359,SB29.9820,,,CAN,,Friends to Elect Palmisano,Stephanie,,,,6423 Olde York Road,,Parma Heights,OH,44130,P2024,,2023-05-10,250.00,,,011,,,,,,,,,,,,,,,,,,,
SB29,C00249359,SB29.9845,,,ORG,Keybank,,,,,,Playhouse Square Branch,,Cleveland,OH,44114,,,2023-04-30,300.00,,,001,,,,,,,,,,,,,,,,,,,
SB29,C00249359,SB29.9844,,,ORG,Keybank,,,,,,Playhouse Square Branch,,Cleveland,OH,44114,,,2023-06-30,3.50,,,001,,,,,,,,,,,,,,,,,,,
SB29,C00249359,SB29.9842,,,CAN,,Team Marnecheck,Paul,,,,13811 Oakbrook Drive #312,,North Royalton,OH,44133,P2024,,2023-06-13,200.00,,,011,,,,,,,,,,,,,,,,,,,
