form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00525600,500071471,,,CCM,Alsobrooks For Senate,,,,,,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,P2024,,2023-11-02,5000.00,0.00,Contribution,,C00840017,,,Alsobrooks,Angela,,,,S,MD,00,,,,,,,,
SB23,C00525600,500071472,,,CCM,Bowman For Congress,,,,,,81 Pondfield Rd,Ste D351,Bronxville,NY,107083818,P2024,,2023-12-13,5000.00,0.00,Contribution,,C00709196,,,Bowman,Jamal,,,,H,NY,16,,,,,,,,
SB23,C00525600,500071481,,,PAC,DRC Of New York State,,,,,,7627 S Grove Rd,,Franklinville,NY,147379613,O2023,2023 Contribution,2023-07-20,5000.00,0.00,Contribution,,C00810432,DRC Of New York State,,,,,,,,,,,,,,,,,
SB23,C00525600,500071474,,,CCM,Lisa Blunt Rochester For Senate,,,,,,PO Box 9767,,Wilmington,DE,198090767,G2024,,2023-12-12,5000.00,0.00,Contribution,,C00843391,,,Blunt Rochester,Lisa,,,,S,DE,00,,,,,,,,
SB23,C00525600,500071475,,,CCM,Mondaire For Congress,,,,,,499 S Capitol St SW,Ste 407,Washington,DC,200034016,P2024,,2023-12-05,5000.00,0.00,Contribution,,C00711150,,,Jones,Mondaire,,,,H,NY,17,,,,,,,,
SB23,C00525600,500071482,,,PTY,New York State Democratic Committee,,,,,,64 Beaver St,Ste 210,New York,NY,100042508,O2023,2023 Contribution,2023-07-05,5000.00,0.00,Contribution,,C00143230,New York State Democratic Committee,,,,,,,,,,,,,,,,,
SB23,C00525600,500071476,,,CCM,Suozzi For Congress,,,,,,PO Box 669,,Glen Cove,NY,115420669,O2024,Special General,2023-12-13,5000.00,0.00,Contribution,,C00607200,,,Suozzi,Thomas,,,,H,NY,03,,,,,,,,
SB23,C00525600,500071477,,,CCM,Tammy Baldwin For Senate,,,,,,PO Box 696,,Madison,WI,537010696,P2024,,2023-09-28,5000.00,0.00,Contribution,,C00326801,,,Baldwin,Tammy,,,,S,WI,,,,,,,,,
SB23,C00525600,500071478,,,CCM,Tammy Baldwin For Senate,,,,,,PO Box 696,,Madison,WI,537010696,G2024,,2023-12-20,5000.00,0.00,Contribution,,C00326801,,,Baldwin,Tammy,,,,S,WI,,,,,,,,,
SB23,C00525600,500071479,,,CCM,Whitehouse For Senate,,,,,,PO Box 40280,,Providence,RI,029400280,P2024,,2023-09-29,5000.00,0.00,Contribution,,C00410803,,,WHITEHOUSE,SHELDON,,,,,RI,,,,,,,,,
SB23,C00525600,500071480,,,CCM,Whitehouse For Senate,,,,,,PO Box 40280,,Providence,RI,029400280,G2024,,2023-12-20,5000.00,0.00,Contribution,,C00410803,,,WHITEHOUSE,SHELDON,,,,,RI,,,,,,,,,
