form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00825034,500424815,,,PTY,ALASKA DEMOCRATIC PARTY,,,,,,PO Box 240207,,Anchorage,AK,995240207,G2024,,2024-10-20,15000.00,0.00,Transfer,,C00191247,,,,,,,,,,,,,,,,,,
SB22,C00825034,500424816,,,PTY,ALASKA DEMOCRATIC PARTY,,,,,,PO Box 240207,,Anchorage,AK,995240207,G2024,,2024-10-22,23000.00,0.00,Transfer,,C00191247,,,,,,,,,,,,,,,,,,
SB22,C00825034,500424817,,,PTY,ALASKA DEMOCRATIC PARTY,,,,,,PO Box 240207,,Anchorage,AK,995240207,G2024,,2024-10-24,6000.00,0.00,Transfer,,C00191247,,,,,,,,,,,,,,,,,,
SB22,C00825034,500424818,,,PTY,ALASKA DEMOCRATIC PARTY,,,,,,PO Box 240207,,Anchorage,AK,995240207,G2024,,2024-11-05,25000.00,0.00,Transfer,,C00191247,,,,,,,,,,,,,,,,,,
SB22,C00825034,500424819,,,ORG,CACHE PAC,,,,,,6129 Long Meadow Rd,,Mclean,VA,221012312,G2024,,2024-10-20,16000.00,0.00,Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00825034,500424821,,,ORG,CACHE PAC,,,,,,6129 Long Meadow Rd,,Mclean,VA,221012312,G2024,,2024-10-22,6000.00,0.00,Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00825034,500424822,,,ORG,CACHE PAC,,,,,,6129 Long Meadow Rd,,Mclean,VA,221012312,G2024,,2024-10-24,2500.00,0.00,Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00825034,500424823,,,ORG,CACHE PAC,,,,,,6129 Long Meadow Rd,,Mclean,VA,221012312,G2024,,2024-11-04,18500.00,0.00,Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00825034,500424824,,,CCM,MARY PELTOLA FOR ALASKA,,,,,,PO Box 210014,,Anchorage,AK,995210014,G2024,,2024-10-20,78000.00,0.00,Transfer,,C00812388,,,PELTOLA,MARY,,,,,,,,,,,,,,
SB22,C00825034,500424825,,,CCM,MARY PELTOLA FOR ALASKA,,,,,,PO Box 210014,,Anchorage,AK,995210014,G2024,,2024-10-22,9000.00,0.00,Transfer,,C00812388,,,PELTOLA,MARY,,,,,,,,,,,,,,
SB22,C00825034,500424826,,,CCM,MARY PELTOLA FOR ALASKA,,,,,,PO Box 210014,,Anchorage,AK,995210014,G2024,,2024-10-24,34000.00,0.00,Transfer,,C00812388,,,PELTOLA,MARY,,,,,,,,,,,,,,
SB22,C00825034,500424827,,,CCM,MARY PELTOLA FOR ALASKA,,,,,,PO Box 210014,,Anchorage,AK,995210014,G2024,,2024-11-01,88000.00,0.00,Transfer,,C00812388,,,PELTOLA,MARY,,,,,,,,,,,,,,
SB22,C00825034,500424828,,,CCM,MARY PELTOLA FOR ALASKA,,,,,,PO Box 210014,,Anchorage,AK,995210014,G2024,,2024-11-04,37500.00,0.00,Transfer,,C00812388,,,PELTOLA,MARY,,,,,,,,,,,,,,
