form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00040998,32296392,,,CCM,Jared Moskowitz For Congress,,,,,,PO Box 8784,,Coral Springs,FL,33065,P2023,,2024-10-31,-2500.00,0.00,,011,C00807628,Jared Moskowitz For Congress,H2FL22171,Moskowitz,Jared,,,,H,FL,23,,,,,,,X,Re-designation on 10/31/2024
SB23,C00040998,32297510,,,PAC,RAZOR PAC,,,,,,1110 Trinity Drive,,Alexandria,VA,22314,,,2024-10-17,5000.00,0.00,,011,C00493361,,,,,,,,,,,,,,,,,,
SB23,C00040998,32297511,,,PAC,NorCal Water Jobs Liberty PAC,,,,,,9458 Treelake Rd.,,Granite Bay,CA,95746,,,2024-10-17,2500.00,0.00,,011,C00576249,,,,,,,,,,,,,,,,,,
SB23,C00040998,32297512,,,PAC,VERN PAC,,,,,,22780 Indian Creek Drive,Suite 100,Dulles,VA,20166,,,2024-10-17,5000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00040998,32297513,,,PAC,Fight On PAC,,,,,,P.O. Box 811,,Marion,IA,52302,,,2024-10-17,5000.00,0.00,,011,C00762328,,,,,,,,,,,,,,,,,,
SB23,C00040998,32297514,,,PAC,Gem State PAC,,,,,,1140 South Allante Avenue,,Boise,ID,83709,,,2024-10-17,2500.00,0.00,,011,C00729897,,,,,,,,,,,,,,,,,,
SB23,C00040998,32297515,,,CCM,Jonathan Jackson For Congress,,,,,,PO Box 15333,,Chicago,IL,60615,G2024,,2024-10-17,2500.00,0.00,,011,C00802603,Jonathan Jackson For Congress,H2IL01349,Jackson,Jonathan,,Rep.,,H,IL,01,,,,,,,,
SB23,C00040998,32297516,,,CCM,Robin Kelly For Congress,,,,,,P.O. Box 3411,,Chicago,IL,60654,G2024,,2024-10-17,2500.00,0.00,,011,C00539866,Robin Kelly For Congress,H2IL02172,Kelly,Robin,,Rep.,,H,IL,02,,,,,,,,
SB23,C00040998,32297517,,,CCM,Quigley For Congress,,,,,,2652 N Southport Avenue,Unit E,Chicago,IL,60614,G2024,,2024-10-17,2500.00,0.00,,011,C00457556,Quigley For Congress,H0IL05096,Quigley,Michael,,Rep.,,H,IL,05,,,,,,,,
SB23,C00040998,32297518,,,CCM,Friends Of Raja For Congress,,,,,,PO Box 681202,,Schaumburg,IL,60168,G2024,,2024-10-17,2500.00,0.00,,011,C00575092,Friends Of Raja For Congress,H6IL08147,Krishnamoorthi,Raja,,Rep.,,H,IL,08,,,,,,,,
