form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00399444,B-49914,,,CCM,Amish for Arizona,,,,,,2944 N Manor Dr E,,Phoenix,AZ,85014,G2024,,2024-08-22,1000.00,1000.00,Contribution,011,C00836502,Amish for Arizona,H4AZ01194,Shah,Amish,,,,H,AZ,00,,,,,,,,
SB23,C00399444,B-49952,,,CCM,Baccam for Iowa,,,,,,P.O. Box 930,,Des Moines,IA,50304,G2024,,2024-08-30,1000.00,1000.00,Contribution,011,C00856021,Baccam for Iowa,H4IA03172,Baccam,Lanon,,,,H,IA,03,,,,,,,,
SB23,C00399444,B-49908,,,CCM,Elissa Slotkin for Michigan,,,,,,P.o. Box 4145,,East Lansing,MI,48826,G2024,,2024-08-22,2000.00,2000.00,Contribution,011,,Elissa Slotkin for Congress,H8MI08102,Slotkin,Elissa,,,,H,MI,07,,,,,,,,
SB23,C00399444,B-50053,,,CCM,Engel for Arizona,,,,,,PO Box 40721,,Tucson,AZ,85717,G2024,,2024-09-30,1000.00,1000.00,Contribution,011,C00773820,Engel for Arizona,H2AZ02311,Engel,Kirsten,,,,H,AZ,06,,,,,,,,
SB23,C00399444,B-49950,,,CCM,Friends of Janelle Stelson,,,,,,PO Box 41,,Lemoyne,PA,17043,G2024,,2024-08-30,1000.00,1000.00,Contribution,011,C00852368,Friends of Janelle Stelson,H4PA10104,Stelson,Janelle,,,,H,PA,10,,,,,,,,
SB23,C00399444,B-49946,,,CCM,Gabe Vasquez for Congress,,,,,,Drawer L,,Mesilla,NM,88046,G2024,,2024-08-29,2500.00,2500.00,Contribution,011,C00789404,Gabe Vasquez for Congress,H2NM02191,Vasquez,Gabriel,,,,H,NM,02,,,,,,,,
SB23,C00399444,B-49910,,,CCM,Gallego for Arizona,,,,,,PO Box 1710,,Phoenix,AZ,85001,G2024,,2024-08-22,2000.00,2000.00,Contribution,011,C00558627,Gallego for Arizona,H4AZ07043,Gallego,Ruben,,,,H,AZ,03,,,,,,,,
SB23,C00399444,B-50047,,,CCM,George Whitesides for Congress,,,,,,P.o. Box 221776,,Newhall,CA,91322,G2024,,2024-09-27,2500.00,3500.00,Contribution,011,C00834028,George Whitesides for Congress,H4CA27111,Whitesides,George,,,,H,CA,27,,,,,,,,
SB23,C00399444,B-50087,,,PAC,Harris Victory Fund,,,,,,P.O. Box 96663,,Washington,DC,20077,G2024,,2024-09-16,20000.00,20000.00,Contribution,011,,Kamala Harris for the People,P00009423,Harris,Kamala,D.,,,P,,00,,,,,,,,
SB23,C00399444,B-49948,,,CCM,Janelle Bynum for Congress,,,,,,"10121 SE Sunnyside Rd., #300",,Clackamas,OR,97015,G2024,,2024-08-30,1000.00,1000.00,Contribution,011,C00843425,Janelle Bynum for Congress,H4OR05304,Bynum,Janelle,,,,H,,00,,,,,,,,
SB23,C00399444,B-49912,,,CCM,Kristen for Michigan,,,,,,PO Box 854,,Bay City,MI,48707,G2024,,2024-08-22,1000.00,1000.00,Contribution,011,C00864207,Kristen for Michigan,H4MI08218,Kristen,McDonald,Rivet,,,H,MI,08,,,,,,,,
SB23,C00399444,B-49954,,,CCM,Missy for Congress,,,,,,PO Box 55418,,Virginia Beach,VA,23471,G2024,,2024-08-30,1000.00,1000.00,Contribution,011,C00849836,Missy for Congress,H4VA02060,Cotter Smasal,Missy,,,,H,,00,,,,,,,,
SB23,C00399444,B-49916,,,CCM,Vargas for Congress,,,,,,PO Box 746,,Boystown,NE,68010,G2024,,2024-08-22,1000.00,1000.00,Contribution,011,C00784371,Vargas for Congress,H2NE02132,Vargas,Anthony,'tony',,,H,NE,02,,,,,,,,
