form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00520973,SB23.11871,,,CCM,BALDERSON FOR CONGRESS,,,,,,4679 WINTERSET DR,,COLUMBUS,OH,43220,P2024,,2023-07-26,2000.00,,FEDERAL CONTRIBUTION,,C00662650,BALDERSON FOR CONGRESS,H8OH12180,BALDERSON,TROY,,,,H,OH,12,,,,,,,,
SB23,C00520973,SB23.11897,,,CCM,BANKS FOR SENATE,,,,,,PO BOX 11431,,FORT WAYNE,IN,46858,P2024,,2023-12-31,874.76,,FEDERAL CONTRIBUTION: IN-KIND,,C00577999,BANKS FOR SENATE,S4IN00196,BANKS,JAMES E. HON.,,,,S,IN,00,,,,,,,X,
SB23,C00520973,SB23.11877,,,CCM,BEATTY FOR CONGRESS,,,,,,222 EAST TOWN STREET,SUITE 2W,COLUMBUS,OH,43215,P2024,,2023-08-10,2500.00,,FEDERAL CONTRIBUTION,,C00507368,BEATTY FOR CONGRESS,H2OH03125,BEATTY,JOYCE,,,,H,OH,03,,,,,,,,
SB23,C00520973,SB23.11869,,,CCM,BUCSHON FOR CONGRESS,,,,,,PO BOX 250,,NEWBURGH,IN,47629,P2024,,2023-07-14,1000.00,,FEDERAL CONTRIBUTION,,C00468256,BUCSHON FOR CONGRESS,H0IN08114,BUCSHON,LARRY D,,,,H,IN,08,,,,,,,,
SB23,C00520973,SB23.11875,,,CCM,CAREY FOR CONGRESS,,,,,,PO BOX 190,,FAIRFAX STATION,VA,22039,P2024,,2023-07-26,1500.00,,FEDERAL CONTRIBUTION,,C00671271,CAREY FOR CONGRESS,H2OH15228,CAREY,MIKE,,,,H,OH,15,,,,,,,,
SB23,C00520973,SB23.11889,,,CCM,CITIZENS FOR TURNER,,,,,,120 W 2ND STREET,SUITE 1510,DAYTON,OH,45402,P2024,,2023-12-04,2000.00,,FEDERAL CONTRIBUTION,,C00373001,CITIZENS FOR TURNER,H2OH03067,TURNER,MICHAEL R,,,,H,OH,10,,,,,,,,
SB23,C00520973,SB23.11887,,,CCM,CLARKE FOR CONGRESS,,,,,,PO BOX 250200,,BROOKLYN,NY,11225,P2024,,2023-11-13,2500.00,,FEDERAL CONTRIBUTION,,C00415331,CLARKE FOR CONGRESS,H4NY11138,CLARKE,YVETTE  D.,,,,H,NY,09,,,,,,,,
SB23,C00520973,SB23.11879,,,PTY,DCCC,,,,,,"430 SOUTH CAPITOL STREET, SE",2ND FLOOR,WASHINGTON,DC,20003,,,2023-08-10,1000.00,,FEDERAL CONTRIBUTION,,C00000935,,,,,,,,,,,,,,,,,,
SB23,C00520973,SB23.11865,,,CCM,EMILIA SYKES FOR CONGRESS,,,,,,P.O. BOX 1347,,AKRON,OH,44309,P2024,,2023-07-13,2500.00,,FEDERAL CONTRIBUTION,,C00801274,EMILIA SYKES FOR CONGRESS,H2OH13264,SYKES,EMILIA,,,,H,OH,13,,,,,,,,
SB23,C00520973,SB23.11884,,,CCM,FRIENDS OF DAVE JOYCE,,,,,,9856 ARCHER LN,,DUBLIN,OH,43017,P2024,,2023-09-28,3000.00,,FEDERAL CONTRIBUTION,,C00527457,FRIENDS OF DAVE JOYCE,H2OH14064,JOYCE,DAVID P,,,,H,OH,14,,,,,,,,
SB23,C00520973,SB23.11867,,,CCM,GREG PENCE FOR CONGRESS,,,,,,PO BOX 275,,TAYLORSVILLE,IN,47280,P2024,,2023-07-14,1500.00,,FEDERAL CONTRIBUTION,,C00658401,GREG PENCE FOR CONGRESS,H8IN06129,PENCE,GREGORY J.,,,,H,IN,06,,,,,,,,
SB23,C00520973,SB23.11886,,,CCM,HOUCHIN FOR CONGRESS,,,,,,PO BOX 234,,SALEM,IN,47167,P2024,,2023-10-19,1000.00,,FEDERAL CONTRIBUTION,,C00800649,HOUCHIN FOR CONGRESS,H6IN09143,HOUCHIN,ERIN,,,,H,IN,09,,,,,,,,
SB23,C00520973,SB23.11873,,,CCM,JOHNSON FOR CONGRESS,,,,,,PO BOX 906,,MARIETTA,OH,45750,P2024,,2023-07-26,2000.00,,FEDERAL CONTRIBUTION,,C00476820,JOHNSON FOR CONGRESS,H0OH06189,JOHNSON,BILL,,,,H,OH,06,,,,,,,,
SB23,C00520973,SB23.11874,,,CCM,LATTA FOR CONGRESS,,,,,,PO BOX 106,,BOWLING GREEN,OH,43402,P2024,,2023-07-26,2500.00,,FEDERAL CONTRIBUTION,,C00438697,LATTA FOR CONGRESS,H8OH05036,LATTA,ROBERT EDWARD,,,,H,OH,05,,,,,,,,
SB23,C00520973,SB23.11881,,,COM,OHIO GRASSROOTS VICTORY FUND,,,,,,600 PENNSYLVANIA AVE SE,#15180,WASHINGTON,DC,20003,,,2023-09-27,1000.00,,FEDERAL CONTRIBUTION,,C00578609,,,,,,,,,,,,,,,,,,
SB23,C00520973,SB23.11870,,,CCM,ROBIN KELLY FOR CONGRESS,,,,,,PO BOX 101199,,CHICAGO,IL,60610,P2024,,2023-07-25,500.00,,FEDERAL CONTRIBUTION,,C00539866,ROBIN KELLY FOR CONGRESS,H2IL02172,KELLY,ROBIN,,,,H,IL,02,,,,,,,,
SB23,C00520973,SB23.11883,,,PAC,VALUE IN ELECTING WOMEN POLITICAL ACTION COMMITTEE,,,,,,228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,,,2023-09-27,3000.00,,FEDERAL CONTRIBUTION,,C00327189,,,,,,,,,,,,,,,,,,
