form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00324780,SB23.6245,,,CAN,,AMISH FOR ARIZONA,AMISH,,,,2944 N MANOR DR E,,PHOENIX,AZ,85014,,,2024-07-22,1000.00,,contribution,011,,,H4AZ01194,AMISH FOR ARIZONA,AMISH,,,,H,AZ,01,,,,,,,,
SB23,C00324780,SB23.6246,,,CAN,,BRIAN FITZPATRICK FOR ALL OF U,BRIAN,,,,PO BOX 939,,LANGHORNE,PA,19047,,,2024-07-22,1500.00,,contribution,011,,,H4AZ01194,AMISH FOR ARIZONA,AMISH,,,,H,AZ,01,,,,,,,,
SB23,C00324780,SB23.6248,,,CAN,,DR. RAUL RUIZ FOR CONGRESS,RAUL,,,,PO BOX 3433,,PALM DESERT,CA,92261,,,2024-07-22,5000.00,,contribution,011,,,H4AZ01194,AMISH FOR ARIZONA,AMISH,,,,H,AZ,01,,,,,,,,
SB23,C00324780,SB23.6247,,,CAN,,DR JOYCE FOR CONGRESS,JOHN,,,,1002 LOGAN BLVD,STE 114 #237,ALTOONA,PA,16602,,,2024-07-22,5000.00,,contribution,011,,,H4AZ01194,AMISH FOR ARIZONA,AMISH,,,,H,AZ,01,,,,,,,,
SB23,C00324780,SB23.6249,,,CAN,,FRIENDS TO ELECT ,DR. GREG MURPHY TO C,,,,PO BOX 1131,,GREENVILLE,NC,27835,,,2024-07-22,2500.00,,contribution,011,,,H4AZ01194,AMISH FOR ARIZONA,AMISH,,,,H,AZ,01,,,,,,,,
SB23,C00324780,SB23.6250,,,CAN,,JOSH HARDER FOR ,CONGRESS,,,,PO BOX 4220,,MANTECA,CA,95337,,,2024-07-22,1500.00,,contribution,011,,,H4AZ01194,AMISH FOR ARIZONA,AMISH,,,,H,AZ,01,,,,,,,,
SB23,C00324780,SB23.6251,,,PAC,KAINE FOR VIRGINIA,,,,,,1751 POTOMAC GREENS DRIVE,,ALEXANDRIA,VA,22314,,,2024-07-22,5000.00,,contribution,011,,,H4AZ01194,AMISH FOR ARIZONA,AMISH,,,,H,AZ,01,,,,,,,,
SB23,C00324780,SB23.6254,,,CAN,,KANSANS FOR MARSHALL,ROGER,,,,PO BOX 1588,,GREAT BEND,KS,67530,,,2024-09-03,5000.00,,contribution,011,,,S0KS00315,KANSANS FOR MARSHALL,ROGER,,,,H,KS,01,,,,,,,,
SB23,C00324780,SB23.6252,,,CAN,,SCOTT PETERS FOR CONGRESS,SCOTT,,,,PO BOX 22074,,SAN DIEGO,CA,92192,,,2024-07-22,1500.00,,contribution,011,,,H4AZ01194,AMISH FOR ARIZONA,AMISH,,,,H,AZ,01,,,,,,,,
SB23,C00324780,SB23.6255,,,CAN,,TEXANS FOR RONNY JACKSON,RONNY,,,,PO BOX 53058,,AMARILLO,TX,79159,,,2024-09-03,2500.00,,contribution,011,,,S0KS00315,KANSANS FOR MARSHALL,ROGER,,,,H,KS,01,,,,,,,,
SB23,C00324780,SB23.6253,,,CAN,,TONY CARDENAS FOR CONGRESS,TONY,,,,122 C ST NW,STE 360,WASHINGTON,DC,20001,,,2024-07-22,1500.00,,contribution,011,,,H4AZ01194,AMISH FOR ARIZONA,AMISH,,,,H,AZ,01,,,,,,,,
