form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00770297,SB21B.4797,,,CCM,American Express Card Member Services,,,,,,PO Box 96001,,Los Angeles,CA,90096,,,2023-08-30,597.80,,Credit Card Payment: See Itemization Below,,,,,,,,,,,,,,,,,,,,
SB21B,C00770297,SB21B.4797.0,SB21B.4797,SB21B,CCM,American Express Card Member Services,,,,,,PO Box 96001,,Los Angeles,CA,90096,,,2023-08-30,597.80,,Memership Fees,,,,,,,,,,,,,,,,,,,X,
SB21B,C00770297,SB21B.4799,,,CCM,American Express Card Member Services,,,,,,PO Box 96001,,Los Angeles,CA,90096,,,2023-10-31,870.75,,Credit Card Processing Fees: See Memo,,,,,,,,,,,,,,,,,,,,
SB21B,C00770297,SB21B.4799.0,SB21B.4799,SB21B,CCM,American Airlines,,,,,,PO Box 619616,,DFW Airport,TX,75261,,,2023-10-31,870.75,,Airfare,,,,,,,,,,,,,,,,,,,X,
SB21B,C00770297,SB21B.4800,,,CCM,American Express Card Member Services,,,,,,PO Box 96001,,Los Angeles,CA,90096,,,2023-12-02,8806.08,,Credit Card Processing Fees: See Memo,,,,,,,,,,,,,,,,,,,,
SB21B,C00770297,SB21B.4800.0,SB21B.4800,SB21B,CCM,Avis Car Rental,,,,,,6 Sylvan Way,,Parsippany,NJ,07054,,,2023-10-02,458.69,,Travel Expense,,,,,,,,,,,,,,,,,,,X,
SB21B,C00770297,SB21B.4800.1,SB21B.4800,SB21B,CCM,Bistro Don Giovanni,,,,,,4110 Howard Ln.,,Napa,CA,94558,,,2023-12-02,1422.03,,Catering,,,,,,,,,,,,,,,,,,,X,
SB21B,C00770297,SB21B.4800.2,SB21B.4800,SB21B,CCM,Bouchon Bistro,,,,,,6534 Washington St.,,Yountville,CA,94599,,,2023-12-02,249.03,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00770297,SB21B.4800.3,SB21B.4800,SB21B,CCM,David Arthur Vineyard,,,,,,210 Long Ranch Rd.,,Helena,CA,94574,,,2023-12-02,2515.40,,Catering,,,,,,,,,,,,,,,,,,,X,
SB21B,C00770297,SB21B.4800.4,SB21B.4800,SB21B,CCM,Marimoto Napa,,,,,,610 Main St.,,Napa,CA,94559,,,2023-12-02,449.97,,Catering,,,,,,,,,,,,,,,,,,,X,
SB21B,C00770297,SB21B.4800.5,SB21B.4800,SB21B,CCM,Round Pond Estate,,,,,,875 Rutherford Rd.,,Rutherford,CA,94573,,,2023-12-02,3544.34,,Catering,,,,,,,,,,,,,,,,,,,X,
SB21B,C00770297,SB21B.4801,,,ORG,Anedot,,,,,,1920 McKinney Ave,7th Fl.,Dallas,TX,75201,,,2023-10-31,20.30,,Online Processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00770297,SB21B.4802,,,CCM,Brinkmann's,,,,,,226 Railroad Ave,,Sayville,NY,11782,,,2023-07-10,378.70,,Sign Installation Expense,,,,,,,,,,,,,,,,,,,,
SB21B,C00770297,SB21B.4805,,,ORG,Cafe Joelle,,,,,,25 Main St.,,Sayville,NY,11782,,,2023-07-10,162.51,,Food/Beverage,,,,,,,,,,,,,,,,,,,,
SB21B,C00770297,SB21B.4810,,,ORG,Congressional Liquor,,,,,,404 First St SE,,Washington,DC,20003,,,2023-10-25,206.15,,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00770297,SB21B.4817,,,ORG,Huckaby Davis Lisker,,,,,,228 S. Wahsington St.,#115,Alexandria,VA,22314,,,2023-07-11,1025.50,,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00770297,SB21B.4819,,,ORG,Huckaby Davis Lisker,,,,,,228 S. Wahsington St.,#115,Alexandria,VA,22314,,,2023-10-24,1239.00,,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00770297,SB21B.4820,,,CCM,Inglenook,,,,,,1991 St. Helena Hwy.,,Rutherford,CA,94573,,,2023-11-03,3674.57,,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00770297,SB21B.4822,,,CCM,Love Makota,,,,,,200 Massachusetts Ave NW,Ste. 150,Washington,DC,20001,,,2023-09-27,691.02,,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00770297,SB21B.4828,,,CCM,Ritz Carlton,,,,,,1 Lincoln Rd.,,Miami Beach,FL,33139,,,2023-10-31,588.70,,Lodging,,,,,,,,,,,,,,,,,,,,
SB21B,C00770297,SB21B.4831,,,ORG,Siptequilia.com,,,,,,346 NW Alice Ave,,Stuart,FL,34994,,,2023-07-25,464.05,,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00770297,SB21B.4837,,,CCM,The Oar Seafood,,,,,,264 West Ave,,Patchogue,NY,11772,,,2023-08-14,986.76,,Catering,,,,,,,,,,,,,,,,,,,,
