form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00007922,500127954,,,CCM,Adam for Colorado,,,,,,PO Box 371,,Woody Creek,CO,816560371,G2024,,2024-09-09,5000.00,0.00,Contribution,011,C00805275,,,Frisch,Adam,,,,H,CO,03,,,,,,,,
SB23,C00007922,500127950,,,CCM,Adam Smith For Congress Committee,,,,,,PO Box 578,,Renton,WA,980570578,G2024,,2024-09-09,5000.00,0.00,Contribution,011,C00304709,,,Smith,Adam,,Rep.,,H,WA,09,,,,,,,,
SB23,C00007922,500128329,,,CCM,Amigos de Pablo Jose,,,,,,PO Box 9022347,,San Juan,PR,009022347,G2024,,2024-09-17,5000.00,0.00,Contribution,011,C00831487,,,Hernandez Rivera,Pablo Jose,,,,H,PR,01,,,,,,,,
SB23,C00007922,500128497,,,CCM,Angie Craig for Congress,,,,,,PO Box 22116,,Eagan,MN,551220116,G2024,,2024-09-20,4000.00,0.00,Contribution,011,C00575209,,,Craig,Angela,Dawn,,,H,MN,02,,,,,,,,
SB23,C00007922,500128324,,,CCM,April McClain Delaney for Congress,,,,,,PO Box 83940,,Gaithersburg,MD,208833940,G2024,,2024-09-17,5000.00,0.00,Contribution,011,C00854471,,,McClain Delaney,April,,,,H,MD,06,,,,,,,,
SB23,C00007922,500127958,,,CCM,Bonamici For Congress,,,,,,PO Box 1632,,Beaverton,OR,970751632,G2024,,2024-09-09,5000.00,0.00,Contribution,011,C00500421,,,Bonamici,Suzanne,,Rep.,,H,OR,01,,,,,,,,
SB23,C00007922,500120026,,,CCM,Bonamici For Congress,,,,,,PO Box 1632,,Beaverton,OR,970751632,P2024,,2024-09-11,-2500.00,0.00,Voided Check from 10/20/2023,011,C00500421,,,Bonamici,Suzanne,,Rep.,,H,OR,01,,,,,,,,
SB23,C00007922,500127956,,,CCM,Brittany Pettersen for Colorado,,,,,,PO Box 150887,,Lakewood,CO,802150887,G2024,,2024-09-09,4000.00,0.00,Contribution,011,C00637215,,,Pettersen,Brittany,Louise,,,H,CO,07,,,,,,,,
SB23,C00007922,500127957,,,CCM,Caraveo for Congress,,,,,,PO Box 953,,Eastlake,CO,806140953,G2024,,2024-09-09,5000.00,0.00,Contribution,011,C00787788,,,Caraveo,Yadira,,,,H,CO,08,,,,,,,,
SB23,C00007922,500128331,,,CCM,Cisneros for Congress,,,,,,PO Box 1153,,Covina,CA,917220153,G2024,,2024-09-17,2500.00,0.00,Contribution,011,C00850420,,,Cisneros,Gilbert,,,,H,CA,31,,,,,,,,
SB23,C00007922,500127944,,,CCM,Citizens To Elect Rick Larsen,,,,,,PO Box 326,,Everett,WA,982060326,G2024,,2024-09-09,5000.00,0.00,Contribution,011,C00345546,,,Larsen,Rick,,Rep.,,H,WA,02,,,,,,,,
SB23,C00007922,500127947,,,CCM,Conroy for Congress,,,,,,PO Box 906,,Spokane,WA,992100906,G2024,,2024-09-09,5000.00,0.00,Contribution,011,C00849794,,,Conroy,Carmela,,,,H,WA,05,,,,,,,,
SB23,C00007922,500128322,,,PAC,Corey Campbell,,,,,,510 Grassfork Ct S,,Wanatah,IN,463909554,,,2024-09-16,-5000.00,0.00,Voided Check from 7/18/2024,011,,Corey Campbell,,,,,,,,,,,,,,,,,Delegate
SB23,C00007922,500127946,,,CCM,Dan Newhouse for Congress,,,,,,PO Box 10949,,Yakima,WA,989091949,G2024,,2024-09-09,5000.00,0.00,Contribution,011,C00559393,,,Newhouse,Dan,,,,H,WA,04,,,,,,,,
SB23,C00007922,500127943,,,CCM,DelBene For Congress,,,,,,PO Box 477,,Kirkland,WA,980830477,G2024,,2024-09-09,5000.00,0.00,Contribution,011,C00459099,,,DelBene,Suzan,K,,,H,WA,01,,,,,,,,
SB23,C00007922,500127952,,,CCM,Diana Degette For Congress,,,,,,PO Box 61337,,Denver,CO,802068337,G2024,,2024-09-09,5000.00,0.00,Contribution,011,C00311639,,,DeGette,Diana,,Rep.,,H,CO,01,,,,,,,,
SB23,C00007922,500127949,,,CCM,Dr. Kim Schrier for Congress,,,,,,PO Box 2728,,Issaquah,WA,980270125,G2024,,2024-09-09,5000.00,0.00,Contribution,011,C00652628,,,Schrier,Kim,,Dr.,,H,WA,08,,,,,,,,
SB23,C00007922,500127948,,,CCM,Emily Randall for Congress,,,,,,PO Box 1883,,Port Orchard,WA,983660680,G2024,,2024-09-09,5000.00,0.00,Contribution,011,C00857094,,,Randall,Emily,,,,H,WA,06,,,,,,,,
SB23,C00007922,500128496,,,CCM,Fedorchak for ND,,,,,,PO Box 2422,,Bismarck,ND,585022422,G2024,,2024-09-20,5000.00,0.00,Contribution,011,C00869370,,,Fedorchak,Julie,,,,H,ND,01,,,,,,,,
SB23,C00007922,500128650,,,CCM,Gabe Amo for Congress,,,,,,PO Box 40457,,Providence,RI,029400457,G2024,,2024-09-26,2500.00,0.00,Contribution,011,C00838060,,,Amo,Gabriel,F,,,H,RI,01,,,,,,,,
SB23,C00007922,500128649,,,CCM,George Latimer for Congress,,,,,,PO Box 789,,White Plains,NY,106020789,G2024,,2024-09-26,5000.00,0.00,Contribution,011,C00859041,,,Latimer,George,,,,H,NY,16,,,,,,,,
SB23,C00007922,500128675,,,CCM,Gillibrand For Senate,,,,,,PO Box 150516,,Brooklyn,NY,112150516,G2024,,2024-09-26,5000.00,0.00,Contribution,011,C00413914,,,Gillibrand,Kirsten,Elizabeth,Sen.,,S,NY,,,,,,,,,
SB23,C00007922,500127955,,,CCM,Jason Crow for Congress,,,,,,8547 E Arapahoe Rd,Unit J Pmb 543,Greenwood Village,CO,801121430,G2024,,2024-09-09,5000.00,0.00,Contribution,011,C00637363,,,Crow,Jason,,,,H,CO,06,,,,,,,,
