form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00007922,500127838,,,ORG,Deepika Mehta LLC,,,,,,7513 Spring Lake Dr,Apt B1,Bethesda,MD,208176521,G2024,,2024-09-02,420.00,2024-09-12,219814.29,Actual Cost for Design Services As Disclosed on 9/4 48-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F,,,2024-10-20,
SE,C00007922,500127916,,,ORG,Kelly Press,,,,,,1701 Cabin Branch Dr,,Cheverly,MD,207853820,G2024,,2024-09-06,727.00,2024-09-06,219814.29,Printing - Stickers,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F,,,2024-10-20,
SE,C00007922,500128250,,,ORG,Kelly Press,,,,,,1701 Cabin Branch Dr,,Cheverly,MD,207853820,G2024,,2024-08-18,1118.00,2024-09-12,219814.29,Payment for Production and Shipping of Stickers As Disclosed on 8/19 48-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F,,,2024-10-20,
SE,C00007922,500127936,,,ORG,Mosaic,,,,,,4801 Viewpoint Pl,,Hyattsville,MD,207811100,G2024,,2024-09-05,6054.18,2024-09-09,219814.29,Actual Cost for Production and Shipping of Rally Signs As Disclosed on 9/20 48-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F,,,2024-10-20,
SE,C00007922,500128453,,,ORG,Mosaic,,,,,,4801 Viewpoint Pl,,Hyattsville,MD,207811100,G2024,,2024-09-18,33673.76,2024-09-20,219814.29,Actual Cost for Production and Shipping of Yard Signs As Disclosed on 9/20 48-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F,,,2024-10-20,
SE,C00007922,500130162,,,ORG,Mosaic,,,,,,4801 Viewpoint Pl,,Hyattsville,MD,207811100,P2024,,2024-06-22,90.15,2024-09-27,22480.59,Payment and Actual Cost for Shipping of Yard Signs,004,,S,P80000722,Biden,Joseph,,,,P,,,Sabitoni,Michael,F,,,2024-10-20,
SE,C00007922,500127835,,,ORG,"San FranStitchCo, Inc.",,,,,,624 Portal St,Ste A,Cotati,CA,949313069,G2024,,2024-09-02,16518.59,2024-09-06,219814.29,Partial Payment and Actual Cost for T-Shirts As Disclosed on 9/4 48-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F,,,2024-10-20,
SE,C00007922,500128501,,,ORG,"San FranStitchCo, Inc.",,,,,,624 Portal St,Ste A,Cotati,CA,949313069,G2024,,2024-09-27,10017.00,2024-09-20,219814.29,Production of T-Shirts,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F,,,2024-10-20,
SE,C00007922,500130053,,,ORG,"San FranStitchCo, Inc.",,,,,,624 Portal St,Ste A,Cotati,CA,949313069,G2024,,2024-09-02,136679.85,2024-09-20,219814.29,Partial Payment and Actual Cost for T-Shirts As Disclosed on 9/4 48-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F,,,2024-10-20,
SE,C00007922,500128698,,,ORG,"San FranStitchCo, Inc.",,,,,,624 Portal St,Ste A,Cotati,CA,949313069,G2024,,2024-09-27,277.24,,219814.29,Estimated Cost for Shipping of T-Shirts,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F,,,2024-10-20,X,*
SE,C00007922,500128689,,,ORG,"San FranStitchCo, Inc.",,,,,,624 Portal St,Ste A,Cotati,CA,949313069,G2024,,2024-09-25,10138.13,2024-09-30,219814.29,Payment and Actual Cost for Shipping of T-Shirts As Disclosed on 9/27 48-Hr Report,004,,S,P80000722,Harris,Kamala,,,,P,,,Sabitoni,Michael,F,,,2024-10-20,
