form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00432260,SB21B.11147,,,ORG,Authorize.NET,,,,,,808 East Utah Valley Dr.,,American Fork,UT,84003,,,2023-11-02,149.90,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.11149,,,ORG,"FatLab, LLC",,,,,,1732 1st Ave.,#24150,New York,NY,10128,,,2023-11-17,390.00,,website maintenance,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.11150,,,ORG,FedEx,,,,,,PO Box 371461,,Pittsburgh,PA,152507461,,,2023-11-01,478.25,,express mail,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.11151,,,ORG,FedEx,,,,,,PO Box 371461,,Pittsburgh,PA,152507461,,,2023-11-07,173.90,,express mail,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.11152,,,ORG,FedEx,,,,,,PO Box 371461,,Pittsburgh,PA,152507461,,,2023-11-14,311.38,,express mail,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.11153,,,ORG,FedEx,,,,,,PO Box 371461,,Pittsburgh,PA,152507461,,,2023-11-21,70.46,,express mail,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.11158,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2023-11-03,1.77,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.11155,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2023-11-06,8.64,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.11156,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2023-11-13,7.57,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.11159,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2023-11-24,15.57,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.11157,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2023-11-27,632.73,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.11154,,,ORG,Truist Bank,,,,,,214 N Tryon St.,,Charlotte,NC,282021078,,,2023-11-21,93.39,,bank fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.11148,,,ORG,Truist Merchant Services,,,,,,PO Box 2394,,Omaha,NE,68103,,,2023-11-10,24.95,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
