form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00664664,SB23.6203,,,CCM,Citizens for Destin Hall,,,,,,606 College Ave SW,,Lenoir,NC,28645,,,2024-02-05,6400.00,,Fundraising,003,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6164,,,CCM,Committee to Elect Benton Sawrey,,,,,,86 Riverglade Dr.,,Clayton,NC,27527,,,2024-02-16,6400.00,,Fundraising,003,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6170,,,CCM,Committee to Elect Brenden Jones,,,,,,PO Box 1,,Tabor City,NC,28463,,,2024-02-05,6400.00,,Fundraising,003,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6173,,,CCM,Committee to elect Matthew Winslow,,,,,,"300 N. Salisbury Street, Rm. 411",,Raleigh,NC,27603,,,2024-02-05,4000.00,,Fundraising,003,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6154,,,CCM,Committee to Elect McNeely for NC House,,,,,,191 New Sterling Road,,Stony Point,NC,28678,,,2024-01-16,2000.00,,Fundraising,003,,Committee to Elect McNeely for NC House,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6160,,,CCM,Committee to Elect Michael Lee,,,,,,"300 N. Salisbury Street, Rm. 523",,Raleigh,NC,27603,,,2024-01-16,6400.00,,Fundraising,003,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6151,,,CCM,Dave Boliek for Auditor,,,,,,PO Box 97275,,Raleigh,NC,27624,,,2024-01-16,2000.00,,Fundraising,003,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6150,,,CCM,Dean Arp for NC House,,,,,,PO Box 1511,,Monoe,NC,28111,,,2024-01-16,6400.00,,Fundraising,003,,Dean Arp for NC House,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6176,,,CCM,John Bell Committee,,,,,,501 Holland Hill Drive,,Goldsboro,NC,27530,,,2024-02-05,4000.00,,Fundraising,003,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6166,,,CCM,Kevin Crutchfield for House,,,,,,"300 N. Salisbury Street, Rm. 531",,Raleigh,NC,27603,,,2024-01-16,2000.00,,Fundraising,003,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6168,,,CCM,Kyle Hall Committee,,,,,,PO Box 2024,,King,NC,27021,,,2024-02-05,4000.00,,Fundraising,003,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6171,,,CCM,Larry Strickland Campaign,,,,,,PO Box 700,,Pine Level,,27568,,,2024-02-05,1000.00,,Fundraising,003,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6158,,,CCM,Larry W. Potts for NC House,,,,,,373 Waitman Rd,,Lexington,NC,27296,,,2024-01-16,5000.00,,Fundraising,003,,Tricia Cotham Committee,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6162,,,CCM,Mark Hollo for NC Senate,,,,,,"300 N. Salisbury Street, Rm. 639",,Raleigh,NC,27603,,,2024-01-16,2000.00,,Fundraising,003,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6204,,,CCM,Michael H Wray for State House,,,,,,PO Box 904,,Gaston,NC,27832,,,2024-02-21,5000.00,,Fundraising,003,,,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6155,,,CCM,Tricia Cotham Committee,,,,,,434 Fayetteville St,Ste 2020,Raleigh,NC,27601,,,2024-01-16,6400.00,,Fundraising,003,,Tricia Cotham Committee,,,,,,,,,,,,,,,,,
SB23,C00664664,SB23.6175,,,CCM,Tyson for NC House,,,,,,2301 Grace Avenue,,New Bern,NC,28562,,,2024-02-05,4000.00,,Fundraising,003,,,,,,,,,,,,,,,,,,,
