form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00377143,500415261,,,ORG,American Express,,,,,,PO Box 297885,,Fort Lauderdale,FL,33329,,,2024-10-15,5000.00,0.00,Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB23,C00377143,500414780,500415261,SB23,PAC,Congressional Black Caucus PAC,,,,,,413 New Jersey Ave SE,,Washington,DC,200034007,,,2024-10-15,5000.00,0.00,2024 Contribution,011,C00147512,Congressional Black Caucus PAC,,,,,,,,,,,,,,,,X,*
SB23,C00377143,500415212,,,ORG,American Express,,,,,,PO Box 297885,,Fort Lauderdale,FL,33329,,,2024-10-03,4000.00,0.00,Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB23,C00377143,500414763,500415212,SB23,CCM,Sanford Bishop for Congress,,,,,,PO Box 909,,Columbus,GA,319020909,G2024,,2024-10-03,2000.00,0.00,Contribution,011,C00266940,,,Bishop,Sanford,,,,H,GA,02,,,,,,,X,*
SB23,C00377143,500414768,500415212,SB23,CCM,April McClain Delaney for Congress,,,,,,PO Box 83940,,Gaithersburg,MD,208833940,G2024,,2024-10-03,2000.00,0.00,Contribution,011,C00854471,,,Delaney,April,McClain,,,H,MD,06,,,,,,,X,*
SB23,C00377143,500415254,,,ORG,American Express,,,,,,PO Box 297885,,Fort Lauderdale,FL,33329,,,2024-10-10,3000.00,0.00,Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB23,C00377143,500414778,500415254,SB23,CCM,Mondaire for Congress,,,,,,PO Box 873,,Sleepy Hollow,NY,105910873,G2024,,2024-10-10,3000.00,0.00,Contribution,011,C00711150,,,Jones,Mondaire,,,,H,NY,17,,,,,,,X,*
SB23,C00377143,500414757,,,ORG,American Express,,,,,,PO Box 297885,,Fort Lauderdale,FL,33329,,,2024-10-01,2000.00,0.00,Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB23,C00377143,500414755,500414757,SB23,CCM,Herb Conaway for Congress,,,,,,PO Box 493,,Willingboro,NJ,080460493,G2024,,2024-10-01,2000.00,0.00,Contribution,011,C00859496,,,Conaway,Herb,,,MD,H,NJ,03,,,,,,,X,*
SB23,C00377143,500415269,,,ORG,American Express,,,,,,PO Box 297885,,Fort Lauderdale,FL,33329,,,2024-10-15,2500.00,0.00,Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB23,C00377143,500414795,500415269,SB23,CCM,John Avlon for Congress,,,,,,PO Box 1200,,Sag Harbor,NY,119630039,G2024,,2024-10-15,2500.00,0.00,Contribution,011,C00870568,,,Avlon,John,,,,H,NY,01,,,,,,,X,*
