form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00364471,SB23.11923,,,CCM,ANDY OGLES FOR CONGRESS,,,,,,29 PUBLIC SQUARE,,COLUMBIA,TN,38401,P2024,,2023-11-16,1000.00,,,,C00811844,ANDY OGLES FOR CONGRESS,H2TN05446,OGLES,ANDY,,,,H,TN,05,,,,,,,,
SB23,C00364471,SB23.11910,,,CCM,ANGIE CRAIG FOR CONGRESS,,,,,,P.O. BOX 22116,,EAGAN,MN,55122,P2024,,2023-10-23,2500.00,,,,C00575209,ANGIE CRAIG FOR CONGRESS,H6MN02131,CRAIG,ANGELA DAWN,,,,H,MN,02,,,,,,,,
SB23,C00364471,SB23.11906,,,CCM,BOB CASEY FOR SENATE INC,,,,,,700 13TH STREET NW,SUITE 600,WASHINGTON,DC,20005,P2024,,2023-09-18,2500.00,,,,C00431056,BOB CASEY FOR SENATE INC,S6PA00217,CASEY,ROBERT P JR,,,,S,PA,00,,,,,,,,
SB23,C00364471,SB23.11898,,,CCM,BURCHETT FOR CONGRESS,,,,,,PO BOX 51345,,KNOXVILLE,TN,37950,P2024,,2023-07-10,2500.00,,,,C00652149,BURCHETT FOR CONGRESS,H8TN02119,BURCHETT,TIM,,,,H,TN,02,,,,,,,,
SB23,C00364471,SB23.11928,,,PAC,CITIZENS TO ELECT RICK LARSEN,,,,,,PO BOX 326,,EVERETT,WA,98206,P2024,,2023-12-05,2500.00,,,,,,H0WA02080,LARSEN,RICK,,,,H,WA,02,,,,,,,,
SB23,C00364471,SB23.11907,,,CCM,Cohen for Congress,,,,,,349 KENILWORTH,,MEMPHIS,TN,38112,P2024,,2023-09-18,2500.00,,,,C00300038,Cohen for Congress,H6TN09068,COHEN,STEPHEN IRA,,,,H,TN,09,,,,,,,,
SB23,C00364471,SB23.11908,,,CCM,COMER FOR CONGRESS,,,,,,PO BOX 338,,TOMPKINSVILLE,KY,42167,P2024,,2023-09-18,2500.00,,,,C00588764,COMER FOR CONGRESS,H6KY01110,COMER,JAMES,,,,H,KY,01,,,,,,,,
SB23,C00364471,SB23.11926,,,CCM,DIANA FOR CONGRESS,,,,,,PO BOX 7208,,KINGSPORT,TN,37664,P2024,,2023-11-16,2000.00,,,,C00741090,DIANA FOR CONGRESS,H0TN01118,HARSHBARGER,DIANA,,,,H,TN,01,,,,,,,,
SB23,C00364471,SB23.11909,,,PAC,FEENSTRA FOR CONGRESS,,,,,,641 2ND ST,,HULL,IA,51239,P2024,,2023-09-18,1000.00,,,,,,H0IA04145,FEENSTRA,RANDALL,,,,H,IA,04,,,,,,,,
SB23,C00364471,SB23.11918,,,PAC,FRIENDS OF DICK DURBIN,,,,,,PO BOX 1949,,SPRINGFIELD,IL,62705,P2024,,2023-11-07,2500.00,,,,,,S6IL00151,DURBIN,RICHARD J,,,,S,IL,00,,,,,,,,
SB23,C00364471,SB23.11897,,,CCM,FRIENDS OF SHERROD BROWN,,,,,,PO BOX 76187,Suite 800,WASHINGTON,DC,20013,P2024,,2023-07-10,2500.00,,,,C00264697,FRIENDS OF SHERROD BROWN,S6OH00163,BROWN,SHERROD,,,,S,OH,00,,,,,,,,
SB23,C00364471,SB23.11927,,,CCM,GARAMENDI FOR CONGRESS,,,,,,1050 17TH ST NW STE 590,,WASHINGTON,DC,20036,P2024,,2023-11-16,1000.00,,,,C00462697,GARAMENDI FOR CONGRESS,H0CA10149,GARAMENDI,JOHN,,,,H,CA,03,,,,,,,,
SB23,C00364471,SB23.11931,,,CCM,GRAVES FOR CONGRESS,,,,,,2345 GRAND BLVD,STE 2400,KANSAS CITY,MO,64108,P2024,,2023-12-14,2000.00,,,,C00359034,GRAVES FOR CONGRESS,H0MO06073,GRAVES,SAMUEL B JR 'SAM',,,,H,MO,06,,,,,,,,
SB23,C00364471,SB23.11901,,,CCM,JASON SMITH FOR CONGRESS,,,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,63702,P2024,,2023-08-21,2500.00,,,,C00541862,JASON SMITH FOR CONGRESS,H4MO08162,SMITH,JASON T,,,,H,MO,08,,,,,,,,
SB23,C00364471,SB23.11914,,,CCM,JEFFRIES FOR CONGRESS,,,,,,PO BOX 65322,,WASHINGTON,DC,20035,P2024,,2023-10-23,2500.00,,,,C00503052,JEFFRIES FOR CONGRESS,H2NY10092,JEFFRIES,HAKEEM,,,,H,NY,08,,,,,,,,
SB23,C00364471,SB23.11919,,,CCM,JOHN ROSE FOR TENNESSEE,,,,,,PO BOX 2404,,COOKEVILLE,TN,38502,P2024,,2023-11-07,2500.00,,,,C00652743,JOHN ROSE FOR TENNESSEE,H8TN06094,ROSE,JOHN W.,,,,H,TN,06,,,,,,,,
SB23,C00364471,SB23.11920,,,CCM,MORGAN MCGARVEY FOR CONGRESS,,,,,,PO BOX 5324,,LOUISVILLE,KY,40255,P2024,,2023-11-07,2500.00,,,,C00791392,MORGAN MCGARVEY FOR CONGRESS,H2KY03206,MCGARVEY,MORGAN,,,,H,KY,03,,,,,,,,
SB23,C00364471,SB23.11900,,,CCM,SIMPSON FOR CONGRESS,,,,,,1487 PARKWAY DRIVE,,BLACKFOOT,ID,83221,P2024,,2023-08-21,1000.00,,,,C00331397,SIMPSON FOR CONGRESS,H8ID02064,SIMPSON,MICHAEL,,,,H,ID,02,,,,,,,,
SB23,C00364471,SB23.11905,,,CCM,TAMMY BALDWIN FOR SENATE,,,,,,P.O. Box 696,,Madison,WI,53701,P2024,,2023-09-18,1000.00,,,,C00326801,TAMMY BALDWIN FOR SENATE,S2WI00219,BALDWIN,TAMMY,,,,S,WI,00,,,,,,,,
SB23,C00364471,SB23.11913,,,CCM,TAMMY FOR ILLINOIS,,,,,,PO BOX 10793,,CHICAGO,IL,60610,P2028,,2023-10-23,2500.00,,,,C00574889,TAMMY FOR ILLINOIS,S6IL00292,DUCKWORTH,L. TAMMY,,,,S,IL,00,,,,,,,,
SB23,C00364471,SB23.11930,,,PAC,TEAM HAGERTY,,,,,,4515 HARDING PIKE,STE 110,NASHVILLE,TN,37205,P2024,,2023-12-05,2500.00,,,,,,S0TN00169,HAGERTY,BILL,,,,S,TN,00,,,,,,,,
SB23,C00364471,SB23.11940,,,PAC,THOMAS MASSIE FOR CONGRESS,,,,,,PO BOX 1444,,FLORENCE,KY,41022,P2024,,2023-12-18,1000.00,,,,,,H2KY04121,MASSIE,THOMAS H.,,,,H,KY,04,,,,,,,,
SB23,C00364471,SB23.11895,,,CCM,WICKER FOR SENATE,,,,,,PO BOX 64,,JACKSON,MS,39205,P2024,,2023-07-07,2000.00,,,,C00443218,WICKER FOR SENATE,S8MS00196,WICKER,ROGER SEN.,F,,,S,MS,00,,,,,,,,
