form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00834226,500100096,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-20,3339.70,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500100310,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-27,3960.68,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500100695,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-31,1992.81,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500100696,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-03,766.13,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500100699,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-05,199.48,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500100782,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-10,13.08,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500100918,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-17,8.10,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500100693,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Ste 1450,Washington,DC,200061281,,,2024-10-29,259.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500101292,,,ORG,Blue Wave Political Partners LLC,,,,,,401 2Nd Ave S,Ste 303,Seattle,WA,981042862,G2024,,2024-11-21,8680.02,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500100697,,,ORG,Democracy Engine LLC,,,,,,2125 14Th St NW,,Washington,DC,200094464,,,2024-11-04,39.80,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500100698,,,ORG,Democracy Engine LLC,,,,,,2125 14Th St NW,,Washington,DC,200094464,,,2024-11-04,15.71,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500100700,,,ORG,Elias Law Group,,,,,,250 Massachusetts Ave NW,Ste 400,Washington,DC,200015825,,,2024-10-30,541.45,0.00,Legal Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500101291,,,CCM,ELISSA SLOTKIN FOR MICHIGAN,,,,,,PO Box 4145,,East Lansing,MI,488264145,G2024,,2024-11-14,2256.22,0.00,Staff Time Allocations,,C00834218,,,SLOTKIN,ELISSA,,,,S,MI,00,,,,,,,,
SB21B,C00834226,500100917,,,ORG,"NGP VAN, Inc.",,,,,,655 15Th St NW,Ste 650,Washington,DC,200055738,,,2024-11-14,100.00,0.00,Software Rental,,,,,,,,,,,,,,,,,,,,
