form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00455683,EB3053,,,ORG,Bank Of America,,,,,,299 Ocean Ave.,,Laguna Beach,CA,92651,,,2024-02-15,359.39,,Credit Card Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3054,,,ORG,Bank Of America,,,,,,299 Ocean Ave.,,Laguna Beach,CA,92651,,,2024-02-15,29.95,,Monthly Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3036,,,ORG,ActBlue,,,,,,PO  Box 382110,,Cambridge,MA,022382110,,,2024-02-18,1.39,,Credit Card Processing Fee,003,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3038,,,ORG,ActBlue,,,,,,PO  Box 382110,,Cambridge,MA,022382110,,,2024-02-25,2.18,,Credit Card Processing Fee,003,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3040,,,ORG,ActBlue,,,,,,PO  Box 382110,,Cambridge,MA,022382110,,,2024-02-29,6.33,,Credit Card Processing Fee,003,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3042,,,ORG,ActBlue,,,,,,PO  Box 382110,,Cambridge,MA,022382110,,,2024-03-03,2.00,,Credit Card Processing Fee,003,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3044,,,ORG,ActBlue,,,,,,PO  Box 382110,,Cambridge,MA,022382110,,,2024-03-10,3.77,,Credit Card Processing Fee,003,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3060,,,ORG,Bank Of America,,,,,,299 Ocean Ave.,,Laguna Beach,CA,92651,,,2024-03-11,194.99,,Credit Card Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3046,,,ORG,ActBlue,,,,,,PO  Box 382110,,Cambridge,MA,022382110,,,2024-03-17,4.97,,Credit Card Processing Fee,003,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3048,,,ORG,ActBlue,,,,,,PO  Box 382110,,Cambridge,MA,022382110,,,2024-03-24,0.79,,Credit Card Processing Fee,003,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00455683,EB3050,,,ORG,ActBlue,,,,,,PO  Box 382110,,Cambridge,MA,022382110,,,2024-03-31,9.49,,Credit Card Processing Fee,003,C00401224,,,,,,,,,,,,,,,,,,
