form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00386029,EB94526,,,PAC,Jay Costa for State Senate,,,,,,314 Newport Road,,Pittsburgh,PA,15221,,,2023-12-01,500.00,,,011,,Jay Costa for State Senate,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94529,,,PAC,Beshear Inaugural 2023,,,,,,250 W Main St.,,Lexington,KY,40507,,,2023-12-04,20000.00,,,011,,Beshear Inaugural 2023,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94528,,,PAC,"Elect Cleve Dunn, Jr. Campaign Fund",,,,,,13815 House of Lancaster Drive,,Baton Rouge,LA,70816,,,2023-12-04,500.00,,,011,,"Elect Cleve Dunn, Jr. Campaign Fund",,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94527,,,PAC,Melanie Miles Campaign,,,,,,2801 Ruth St,,Houston,TX,77004,,,2023-12-04,1000.00,,,011,,Melanie Miles Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94531,,,PAC,Texans for Dade,,,,,,P.O. Box 848,,Nederland,TX,77627,,,2023-12-05,3000.00,,,011,,Texans for Dade,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94532,,,PAC,Neilson for the Northeast,,,,,,P.O. Box 6054,,Pala,PA,19114,,,2023-12-06,2000.00,,,011,,Neilson for the Northeast,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94533,,,PAC,Committee to Elect Jefferson Moss,,,,,,1668 Aspen Circle,,Saratoga Springs,UT,84045,,,2023-12-07,750.00,,,011,,Committee to Elect Jefferson Moss,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94535,,,PAC,Cory Maloy for Utah House,,,,,,283 East 500 North,,Lehi,UT,84043,,,2023-12-07,750.00,,,011,,Cory Maloy for Utah House,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94534,,,PAC,Wayne Harper for Utah Senate,,,,,,2094 Surrey Cir,,Taylorsville,UT,84129,,,2023-12-07,1000.00,,,011,,Wayne Harper for Utah Senate,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB94536,,,PAC,Yvonne Davis Campaign,,,,,,P.O. Box 763368,,Dallas,TX,75376,,,2023-12-08,2500.00,,,011,,Yvonne Davis Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
