form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00710848,500666334,,,ORG,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-05-05,296.25,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00710848,500666336,,,ORG,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-05-12,1975.00,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00710848,500666335,,,ORG,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-05-19,395.00,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00710848,500666337,,,ORG,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-05-26,2172.50,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00710848,500666339,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-04-26,65.25,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00710848,500666338,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-05-24,31.75,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00710848,500663863,,,ORG,"Beth A. Dindas Consulting, LLC",,,,,,50 Monument Sq,Apt 402,Portland,ME,041015611,,,2024-04-02,5000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00710848,500666340,,,ORG,"Beth A. Dindas Consulting, LLC",,,,,,50 Monument Sq,Apt 402,Portland,ME,041015611,,,2024-05-02,5000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00710848,500666341,,,ORG,"Beth A. Dindas Consulting, LLC",,,,,,50 Monument Sq,Apt 402,Portland,ME,041015611,,,2024-05-29,5000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00710848,500663861,,,ORG,Democratic Majority For Israel,,,,,,1023 31St St NW,Ste 530,Washington,DC,200074458,,,2024-04-16,31474.04,0.00,"Staff Salaries, Rent and Fundraising Expenses",,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00710848,500663862,,,ORG,Democratic Majority For Israel,,,,,,1023 31St St NW,Ste 530,Washington,DC,200074458,,,2024-04-16,19059.93,0.00,"Staff Salaries, Rent and Fundraising Expenses",,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00710848,500666342,,,ORG,JL Research,,,,,,312 11Th Ave,Apt 7D,New York,NY,100011229,,,2024-04-24,1125.00,0.00,Research Consulting,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00710848,500663864,,,ORG,The Mellman Group,,,,,,1023 31St St NW,Fl 5,Washington,DC,200074458,,,2024-04-03,43600.00,0.00,Polling,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00710848,500666347,,,ORG,The Mellman Group,,,,,,1023 31St St NW,Fl 5,Washington,DC,200074458,,,2024-04-17,40900.00,0.00,Polling,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00710848,500666346,,,ORG,The Mellman Group,,,,,,1023 31St St NW,Fl 5,Washington,DC,200074458,,,2024-04-23,26700.00,0.00,Polling,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00710848,500666345,,,ORG,The Mellman Group,,,,,,1023 31St St NW,Fl 5,Washington,DC,200074458,,,2024-05-03,19750.00,0.00,Polling,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00710848,500666344,,,ORG,The Mellman Group,,,,,,1023 31St St NW,Fl 5,Washington,DC,200074458,,,2024-05-15,19300.00,0.00,Polling,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00710848,500666343,,,ORG,The Mellman Group,,,,,,1023 31St St NW,Fl 5,Washington,DC,200074458,,,2024-05-21,1320.00,0.00,Polling,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
