form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00772848,VSG1EA3AWT2,,,CCM,Becca Balint for Vermont,,,,,,PO Box 291,,Burlington,VT,054020291,G2024,,2023-06-20,3000.00,0.00,Contribution Refund,,C00797175,,,Balint,Rebecca,,,,H,VT,00,,,,,,,,
SB23,C00772848,VSG1EA3AWX6,,,CCM,Becca Balint for Vermont,,,,,,PO Box 291,,Burlington,VT,054020291,G2024,,2023-06-20,2000.00,0.00,Contribution,,C00797175,,,Balint,Rebecca,,,,H,VT,00,,,,,,,,
SB23,C00772848,VSG1EA3AWG3,,,PAC,Courage PAC,,,,,,PO Box 291,,Burlington,VT,054020291,,,2023-06-23,5000.00,0.00,Contribution,,C00836304,Courage PAC,,,,,,,,,,,,,,,,,
SB23,C00772848,VSG1EA3AWY4,,,PAC,Inland Empire Strikes PAC,,,,,,PO Box 15320,,Washington,DC,200030320,,,2023-06-20,5000.00,0.00,Contribution,,C00547356,Inland Empire Strikes PAC,,,,,,,,,,,,,,,,,
SB23,C00772848,VSG1EA3AWH1,,,PAC,Justice League PAC,,,,,,65 Pine Ave,# 348,Long Beach,CA,908024718,,,2023-06-23,5000.00,0.00,Contribution,,C00823773,Justice League PAC,,,,,,,,,,,,,,,,,
SB23,C00772848,VSG1EA3AWZ2,,,CCM,Lisa Blunt Rochester for Senate,,,,,,PO Box 9767,,Wilmington,DE,198090767,P2024,,2023-06-28,5000.00,0.00,Contribution,,C00843391,,,Rochester,Lisa,Blunt,,,S,DE,,,,,,,,,
SB23,C00772848,VSG1EA3AX00,,,CCM,Lisa Blunt Rochester for Senate,,,,,,PO Box 9767,,Wilmington,DE,198090767,G2024,,2023-06-28,5000.00,0.00,Contribution,,C00843391,,,Rochester,Lisa,Blunt,,,S,DE,,,,,,,,,
SB23,C00772848,VSG1EA38PC4,,,CCM,Lofgren for Congress,,,,,,1346 The Alameda,# 7-380,San Jose,CA,951262699,P2024,,2023-03-31,5000.00,0.00,Contribution,,C00289603,,,Lofgren,Zoe,,,,H,CA,18,,,,,,,,
SB23,C00772848,VSG1EA38PD2,,,CCM,Lofgren for Congress,,,,,,1346 The Alameda,# 7-380,San Jose,CA,951262699,G2024,,2023-03-31,3000.00,0.00,Contribution,,C00289603,,,Lofgren,Zoe,,,,H,CA,18,,,,,,,,
SB23,C00772848,VSG1EA39KV2,,,CCM,Lofgren for Congress,,,,,,1346 The Alameda,# 7-380,San Jose,CA,951262699,G2024,,2023-04-21,2000.00,0.00,Contribution,,C00289603,,,Lofgren,Zoe,,,,H,CA,18,,,,,,,,
SB23,C00772848,VSG1EA3AWV0,,,CCM,Robert Garcia for Congress,,,,,,65 Pine Ave,# 348,Long Beach,CA,908024718,G2024,,2023-06-20,3000.00,0.00,Contribution,,C00797795,,,Garcia,Robert,,,,H,CA,42,,,,,,,,
SB23,C00772848,VSG1EA3AWW8,,,CCM,Robert Garcia for Congress,,,,,,65 Pine Ave,# 348,Long Beach,CA,908024718,G2024,,2023-06-20,2000.00,0.00,Contribution,,C00797795,,,Garcia,Robert,,,,H,CA,42,,,,,,,,
