form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00556860,EB1434,,,PAC,"Ashby for Senate 2026, Angelique",,,,,,1020 12th Street,,Sacramento,CA,95814,,,2024-02-14,1000.00,,Contribution to non-federal committee,011,,"Ashby for Senate 2026, Angelique",,,,,,,,,,,,,,,,,
SB29,C00556860,EB1435,,,PAC,"Bonta for Assembly 2024, Mia",,,,,,"1414 K Street, Suite 250",,Sacramento,CA,95814,,,2024-02-14,1000.00,,Contribution to non-federal committee,011,,"Bonta for Assembly 2024, Mia",,,,,,,,,,,,,,,,,
SB29,C00556860,EB1446,,,PAC,California Young Democrats PAC,,,,,,"249 East Ocean Blvd., #814",,Long Beach,CA,90802,,,2024-03-15,2500.00,,Contribution to Non-Federal Committee,011,,California Young Democrats PAC,,,,,,,,,,,,,,,,,
SB29,C00556860,EB1444,,,ORG,Emerge California,,,,,,"1624 Franklin Street, Suite 1001",,Oakland,CA,94612,,,2024-03-08,500.00,,Payment to IRC 527 organization,012,,,,,,,,,,,,,,,,,,,
SB29,C00556860,EB1445,,,PAC,Feminist Democrats of Sacramento PAC,,,,,,"1700 Tribute Road, Suite 201",,Sacramento,CA,95815,,,2024-03-12,-400.00,,Void Check,011,,Feminist Democrats of Sacramento PAC,,,,,,,,,,,,,,,,,
SB29,C00556860,EB1436,,,PAC,"Gonzalez for Senate 2024, Lena",,,,,,"1414 K Street, Suite 250",,Sacramento,CA,95814,,,2024-02-14,1000.00,,Contribution to non-federal committee,011,,"Gonzalez for Senate 2024, Lena",,,,,,,,,,,,,,,,,
SB29,C00556860,EB1433,,,PAC,"McGuire Ballot Measure Committee, Progress for California Senator Mike",,,,,,"921 11th Street, Suite 904",,Sacramento,CA,95814,,,2024-02-14,1000.00,,Contribution to non-federal committee,011,,"McGuire Ballot Measure Committee, Progress for California Senator Mike",,,,,,,,,,,,,,,,,
SB29,C00556860,EB1439,,,PAC,PrivacyPAC: Naral Pro-Choice California,,,,,,"555 Capitol Mall, Suite 400",,Sacramento,CA,95814,,,2024-02-20,500.00,,Contribution to Non-Federal Committee,011,,PrivacyPAC: Naral Pro-Choice California,,,,,,,,,,,,,,,,,
SB29,C00556860,EB1437,,,PAC,"Smallwood-Cuevas for Senate 2026, Lola",,,,,,"1017 L Street, Suite 360",,Sacramento,CA,95814,,,2024-02-14,1000.00,,Contribution to non-federal committee,011,,"Smallwood-Cuevas for Senate 2026, Lola",,,,,,,,,,,,,,,,,
SB29,C00556860,EB1438,,,PAC,"Wiener for State Senate 2024, Re-elect Scott",,,,,,312 Clay Street Suite 300,,Oakland,CA,94607,,,2024-02-14,1000.00,,Contribution to non-federal committee,011,,"Wiener for State Senate 2024, Re-elect Scott",,,,,,,,,,,,,,,,,
