form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00545780,500076295,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,G2024,,2024-05-08,3575.20,0.00,Credit Card Payment - See Below if Itemized,,,,,,,,,,,,,,,,,,,,
SB21B,C00545780,500076294,500076295,SB21B,ORG,Alaska Airlines,,,,,,PO Box 68900,,Seattle,WA,981680900,G2024,,2024-05-08,3575.20,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00545780,500076293,,,ORG,Benesys Inc,,,,,,1220 SW Morrison St,Ste 300,Portland,OR,972052299,G2024,,2024-05-08,1.92,0.00,Accounting Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00545780,500076299,,,ORG,Benesys Inc,,,,,,1220 SW Morrison St,Ste 300,Portland,OR,972052299,G2024,,2024-05-29,171.16,0.00,Accounting Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00545780,500076296,,,ORG,Blue Wave Political Partners LLC,,,,,,401 2Nd Ave S,Ste 303,Seattle,WA,981042862,G2024,,2024-05-16,2225.00,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00545780,500076297,,,ORG,Blue Wave Political Partners LLC,,,,,,401 2Nd Ave S,Ste 303,Seattle,WA,981042862,G2024,,2024-05-16,2225.00,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00545780,500076298,,,ORG,Blue Wave Political Partners LLC,,,,,,401 2Nd Ave S,Ste 303,Seattle,WA,981042862,G2024,,2024-05-16,1987.50,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00545780,500076289,,,PAC,PLUMBERS AND STEAMFITTERS LOCAL 598 POLITICAL ACTION COMMITTEE (PIPE TRADES 598 PAC),,,,,,1328 Road 28,,Pasco,WA,993013933,G2024,,2024-05-01,700.00,0.00,Auto Reimbursement,,C00545780,,,,,,,,,,,,,,,,,,
SB21B,C00545780,500076290,,,PAC,PLUMBERS AND STEAMFITTERS LOCAL 598 POLITICAL ACTION COMMITTEE (PIPE TRADES 598 PAC),,,,,,1328 Road 28,,Pasco,WA,993013933,G2024,,2024-05-01,2500.00,0.00,Overhead Allocation,,C00545780,,,,,,,,,,,,,,,,,,
SB21B,C00545780,500076291,,,PAC,PLUMBERS AND STEAMFITTERS LOCAL 598 POLITICAL ACTION COMMITTEE (PIPE TRADES 598 PAC),,,,,,1328 Road 28,,Pasco,WA,993013933,G2024,,2024-05-01,10533.77,0.00,Wage Reimbursement: Seth Worley 50%,,C00545780,,,,,,,,,,,,,,,,,,
SB21B,C00545780,500076292,,,PAC,PLUMBERS AND STEAMFITTERS LOCAL 598 POLITICAL ACTION COMMITTEE (PIPE TRADES 598 PAC),,,,,,1328 Road 28,,Pasco,WA,993013933,G2024,,2024-05-01,210.38,0.00,Bookkeeping Reimbursement,,C00545780,,,,,,,,,,,,,,,,,,
SB21B,C00545780,500076288,,,ORG,US Bank,,,,,,425 Walnut St,Fl 5,Cincinnati,OH,452023944,G2024,,2024-05-31,125.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
