form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002766,19402944,,,CCM,Connolly For Congress,,,,,,PO Box 563,,Merrifield,VA,22116,P2024,,2023-02-02,5000.00,0.00,Contribution,011,C00445452,Connolly For Congress,H8VA11062,Connolly,Gerald,E.,Rep.,,H,VA,11,,,,,,,,Contribution
SB23,C00002766,19402945,,,PAC,Getting Stuff Done PAC,,,,,,PO Box 7586,,Phoenix,AZ,85011,,,2023-02-02,5000.00,0.00,Contribution,011,C00571182,,S8AZ00197,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,19407268,,,CCM,McClellan For Congress,,,,,,660 Pennsylvania Avenue,Suite 202,Washington,DC,20003,S2023,Special-General2023,2023-02-10,5000.00,0.00,Contribution,011,C00829812,McClellan For Congress,H4VA04066,McClellan,Jennifer,,,,H,VA,04,,,,,,,,Contribution
SB23,C00002766,19414299,,,CCM,Marc Veasey Congressional Campaign Committee,,,,,,PO Box 50084,,Fort Worth,TX,76105,G2022,,2023-02-13,-5000.00,0.00,Voided Check from 7/6/2022,011,C00506832,Marc Veasey Congressional Campaign Committee,H2TX33073,Veasey,Marc,,Rep.,,H,TX,33,,,,,,,,Voided Check from 7/6/2022
SB23,C00002766,19414302,,,CCM,Booker For Kentucky,,,,,,PO Box 4369,,Louisville,KY,40204,G2022,,2023-02-13,-2500.00,0.00,Voided Check from 8/11/2022,011,C00783274,Booker For Kentucky,S0KY00420,Booker,Charles,,,,S,KY,,,,,,,,,Voided Check from 8/11/2022
SB23,C00002766,19414960,,,CCM,Stanton For Congress,,,,,,4340 E Indian School Road,Suite 21-518,Phoenix,AZ,85018,P2024,,2023-02-14,5000.00,0.00,Contribution,011,C00657304,Stanton For Congress,H8AZ09040,Stanton,Greg,,,,H,AZ,04,,,,,,,,Contribution
SB23,C00002766,19414961,,,CCM,Stanton For Congress,,,,,,4340 E Indian School Road,Suite 21-518,Phoenix,AZ,85018,G2024,,2023-02-14,5000.00,0.00,Contribution,011,C00657304,Stanton For Congress,H8AZ09040,Stanton,Greg,,,,H,AZ,04,,,,,,,,Contribution
SB23,C00002766,19438578,,,CCM,Ted Lieu for Congress,,,,,,777 S. Figueroa Street,Suite 4050,Los Angeles,CA,90017,P2024,,2023-02-16,5000.00,0.00,Contribution,011,C00556506,Ted Lieu for Congress,H4CA33119,Lieu,Ted,,,,H,CA,36,,,,,,,,Contribution
SB23,C00002766,19439103,,,CCM,Scanlon For Congress,,,,,,c/o Next Level Partners,PO Box 15320,Washington,DC,20003,P2024,,2023-02-21,2500.00,0.00,Contribution,011,C00669358,Scanlon For Congress,H8PA07200,Scanlon,Mary,,Rep.,,H,PA,05,,,,,,,,Contribution
SB23,C00002766,19439122,,,CCM,Martin Heinrich For Senate,,,,,,P.O. Box 25763,,Albuquerque,NM,87125,P2024,,2023-02-21,2500.00,0.00,Contribution,011,C00434563,Martin Heinrich For Senate,S2NM00088,Heinrich,Martin,T.,Sen.,,S,NM,,,,,,,,,Contribution
SB23,C00002766,19439612,,,CCM,Friends Of Rosa DeLauro,,,,,,340 Orange Street,,New Haven,CT,06511,C2024,Convention2024,2023-02-23,1000.00,0.00,Contribution,011,C00238865,Friends Of Rosa DeLauro,H0CT03072,DeLauro,Rosa,L.,,,H,CT,03,,,,,,,,Contribution
SB23,C00002766,19439613,,,COM,Hoyer's Majority Fund,,,,,,"1032 15th Street, NW",Suite 247,Washington,DC,20005,,,2023-02-23,5000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,19439632,,,CCM,Friends Of Rosa DeLauro,,,,,,340 Orange Street,,New Haven,CT,06511,C2024,Convention2024,2023-02-24,1000.00,0.00,Contribution,011,C00238865,Friends Of Rosa DeLauro,H0CT03072,DeLauro,Rosa,L.,,,H,CT,03,,,,,,,,Contribution
SB23,C00002766,19440163,,,CCM,Mark Takano For Congress,,,,,,PO Box 5214,,Riverside,CA,92517,P2024,,2023-02-28,5000.00,0.00,Contribution,011,C00498667,Mark Takano For Congress,H2CA43245,Takano,Mark,,,,H,CA,39,,,,,,,,Contribution
SB23,C00002766,19446837,,,CCM,Peters for Michigan,,,,,,PO BOX 32072,,DETROIT,MI,48244,P2026,,2023-02-28,1000.00,0.00,Contribution,011,C00437889,Peters for Michigan,,PETERS,GARY,,,,S,MI,,,,,,,,,Contribution
SB23,C00002766,19446838,,,CCM,Gillibrand for Senate,,,,,,PO Box 150516,,Brooklyn,NY,11215,P2024,,2023-02-28,1000.00,0.00,Contribution,011,C00413914,Gillibrand for Senate,,Gillibrand,Kirsten,,,,S,NY,,,,,,,,,Contribution
SB23,C00002766,19446839,,,COM,Booker Victory Fund,,,,,,"600 Pennsylvania Avenue, SE",#15180,Washington,DC,20003,,,2023-02-28,2500.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
