form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00798355,500071710,,,ORG,Enterprise Rent-A-Car,,,,,,600 Corporate Park Dr,,Saint Louis,MO,631054204,,,2023-09-28,5.95,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500072810,,,ORG,American Airlines,,,,,,1 Skyview Dr,,Fort Worth,TX,761551801,,,2023-08-29,277.80,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500071520,,,ORG,Dilworth Paxson LLP,,,,,,PO Box 825921,,Philadelphia,PA,191825921,,,2023-11-15,989.00,0.00,Legal Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500071980,,,ORG,"ChatterBlast Media, LLC",,,,,,1315 Walnut St,Ste 800,Philadelphia,PA,191074730,,,2023-12-11,7000.00,0.00,Digital Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500072801,,,ORG,"EveryAction, Inc.",,,,,,655 15th St NW,Ste 650,Washington,DC,200055738,,,2023-12-28,1396.19,0.00,Database Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500072811,,,ORG,American Airlines,,,,,,1 Skyview Dr,,Fort Worth,TX,761551801,,,2023-08-29,277.80,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500071971,,,ORG,"Spotlight Strategies, LLC",,,,,,910 S Mills Ave,,Orlando,FL,328061309,,,2023-08-03,2500.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500071981,,,ORG,BerlinRosen,,,,,,15 Maiden Ln,Ste 1600,New York,NY,100385111,,,2023-09-06,750.00,0.00,Graphic Design,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500073191,,,ORG,Break Something,,,,,,1380 Monroe St NW,Ste 409,Washington,DC,200103452,,,2023-10-02,1000.00,0.00,In-Kinded Texting,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00798355,500071702,,,IND,,Patano,Frances,,,,610 S Delhi St,,Philadelphia,PA,191471923,,,2023-07-12,1000.00,0.00,Communications Consulting,,,,,,,,,,,,,,,,,,,,
