form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00135855,SB23.11854,,,CCM,AUGUST PFLUGER FOR CONGRESS,,,,,,PO BOX 3530,,SAN ANGELO,TX,76902,G2024,,2024-05-09,5000.00,,PAC Political contribution,011,C00719294,AUGUST PFLUGER FOR CONGRESS,H0TX11230,PFLUGER,AUGUST LEE II,,,,H,TX,11,,,,,,,,
SB23,C00135855,SB23.11849,,,CCM,CRAIG GOLDMAN FOR CONGRESS,,,,,,PO BOX 100039,,FORT WORTH,TX,76185,R2024,Runoff,2024-04-22,5000.00,,PAC Political Contribution,011,C00855528,CRAIG GOLDMAN FOR CONGRESS,H4TX12065,GOLDMAN,CRAIG,,,,H,TX,12,,,,,,,,
SB23,C00135855,SB23.11855,,,CCM,CRAMER FOR SENATE,,,,,,PO BOX 396,,BISMARCK,ND,58502,P2024,,2024-06-04,4000.00,,PAC Political contribution,011,C00504704,CRAMER FOR SENATE,S8ND00120,CRAMER,KEVIN MR.,,,,S,ND,00,,,,,,,,
SB23,C00135855,SB23.11856,,,CCM,CRAMER FOR SENATE,,,,,,PO BOX 396,,BISMARCK,ND,58502,G2024,,2024-06-04,1000.00,,PAC Political contribution,011,C00504704,CRAMER FOR SENATE,S8ND00120,CRAMER,KEVIN MR.,,,,S,ND,00,,,,,,,,
SB23,C00135855,SB23.11860,,,CCM,GUTHRIE FOR CONGRESS,,,,,,PO BOX 22401,,LOUISVILLE,KY,40252,G2024,,2024-06-04,5000.00,,PAC Political Contribution,011,C00445023,GUTHRIE FOR CONGRESS,H8KY02031,GUTHRIE,S. BRETT HON.,,,,H,KY,02,,,,,,,,
SB23,C00135855,SB23.11886,,,CCM,JAKE ELLZEY FOR CONGRESS,,,,,,1005 CONGRESS AVENUE,SUITE 400,AUSTIN,TX,78701,G2024,,2024-06-07,5000.00,,PAC Political Contribution,011,C00770438,JAKE ELLZEY FOR CONGRESS,H8TX06266,ELLZEY,JOHN KEVIN SR.,,,,H,TX,06,,,,,,,,
SB23,C00135855,SB23.11861,,,CCM,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE,,,,,,PO BOX 50084,,FORT WORTH,TX,76105,G2024,,2024-06-04,2000.00,,PAC Political contribution,011,C00506832,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE,H2TX33073,VEASEY,MARC ALLISON,,,,H,TX,33,,,,,,,,
SB23,C00135855,SB23.11851,,,CCM,TONY GONZALES FOR CONGRESS,,,,,,PO BOX 700442,,SAN ANTONIO,TX,78270,R2024,Runoff,2024-04-25,5000.00,,PAC Political Contribution,011,C00706614,TONY GONZALES FOR CONGRESS,H0TX35015,GONZALES,ERNEST ANTHONY TONY,,,II,H,TX,23,,,,,,,,
SB23,C00135855,SB23.11850,,,CCM,VICENTE GONZALEZ FOR CONGRESS,,,,,,PO BOX 6270,,BROWNSVILLE,TX,78523,P2024,,2024-04-24,-2500.00,,Void- PAC Political contribution 12/21/23 Will not reissue,011,C00592659,VICENTE GONZALEZ FOR CONGRESS,H6TX15162,GONZALEZ,VICENTE,,,,H,TX,34,,,,,,,,
SB23,C00135855,SB23.11864,,,CCM,VICENTE GONZALEZ FOR CONGRESS,,,,,,PO BOX 6270,,BROWNSVILLE,TX,78523,G2024,,2024-06-07,2500.00,,PAC Political Contribution,011,C00592659,VICENTE GONZALEZ FOR CONGRESS,H6TX15162,GONZALEZ,VICENTE,,,,H,TX,34,,,,,,,,
SB23,C00135855,SB23.11852,,,CCM,WESTERMAN FOR CONGRESS,,,,,,PO BOX 21097,,HOT SPRINGS,AR,71903,G2024,,2024-05-01,2500.00,,PAC Political Contribution,011,C00548180,WESTERMAN FOR CONGRESS,H4AR04048,WESTERMAN,BRUCE,,,,H,AR,04,,,,,,,,
SB23,C00135855,SB23.11853,,,CCM,WESTERMAN FOR CONGRESS,,,,,,PO BOX 21097,,HOT SPRINGS,AR,71903,G2024,,2024-05-09,1000.00,,PAC Political Contribution,011,C00548180,WESTERMAN FOR CONGRESS,H4AR04048,WESTERMAN,BRUCE,,,,H,AR,04,,,,,,,,
