form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00829929,500065320,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-01,5022.31,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00829929,500065321,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-04,2566.36,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00829929,500064891,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-23,3560.95,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00829929,500064892,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-21,4792.81,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00829929,500065743,,,CCM,Rosen for Nevada,,,,,,PO Box 46110,,Las Vegas,NV,891146110,,,2024-10-25,33843.85,0.00,Salary and Benefits,,C00606939,,,Rosen,Jacky,,,,S,NV,00,,,,,,,,
SB21B,C00829929,500065963,,,ORG,"Fulkerson, Kennedy & Company",,,,,,660 Pennsylvania Ave SE,Ste 201,Washington,DC,200034365,,,2024-11-25,2714.51,0.00,Travel and Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00829929,500065673,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-18,3.95,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00829929,500066255,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-05,197.50,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00829929,500066256,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-12,7664.98,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00829929,500065317,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-25,3067.41,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00829929,500065737,,,ORG,"NGP VAN, Inc.",,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2024-11-21,100.00,0.00,Software Subscription,,,,,,,,,,,,,,,,,,,,
SB21B,C00829929,500066237,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,,,2024-11-21,2435.70,0.00,Credit Card Payment - See Below if Itemized,,,,,,,,,,,,,,,,,,,,
SB21B,C00829929,500066240,500066237,SB21B,ORG,Grand Sierra Resort and Casino,,,,,,2500 E 2nd St,,Reno,NV,895951200,,,2024-11-21,49.13,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00829929,500066241,500066237,SB21B,ORG,Grand Sierra Resort and Casino,,,,,,2500 E 2nd St,,Reno,NV,895951200,,,2024-11-21,154.58,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00829929,500066242,500066237,SB21B,ORG,Grand Sierra Resort and Casino,,,,,,2500 E 2nd St,,Reno,NV,895951200,,,2024-11-21,278.59,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00829929,500066243,500066237,SB21B,ORG,The Beverly Theater,,,,,,515 S 6th St,,Las Vegas,NV,891016917,,,2024-11-21,449.40,0.00,Venue Rental,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00829929,500066244,500066237,SB21B,ORG,WBPNV LLC,,,,,,8918 Manalang Rd,,Las Vegas,NV,891230623,,,2024-11-21,1500.00,0.00,Photography Services,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00829929,500065187,,,ORG,MBA Consulting Group,,,,,,611 Pennsylvania Ave SE,# 143,Washington,DC,200034303,,,2024-11-01,9713.57,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00829929,500065318,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-27,1105.07,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00829929,500065148,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,Lbby 2,New York,NY,100018400,,,2024-10-29,130.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00829929,500065319,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-30,2377.93,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
