form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00687848,EB2168,,,PAC,"Garcia for Assembly 2024, Robert",,,,,,"1400 North Harbor Blvd., Suite 550",,Fullerton,CA,92835,,,2024-01-26,2750.00,,Contribution to Non-Federal Committee,011,,"Garcia for Assembly 2024, Robert",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2169,,,PAC,"Hernandez for San Bernadino County District 1 Supervisor 2024, Marcus",,,,,,13740 Winewood Street,,Victorville,CA,92392,,,2024-01-26,1000.00,,Contribution to Non-Federal Committee,011,,"Hernandez for San Bernadino County District 1 Supervisor 2024, Marcus",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2200,,,PAC,"Johnson for Board of Education 2024, David",,,,,,"1400 North Harbor Blvd., Suite 550",,Fullerton,CA,92835,,,2024-02-05,1000.00,,Contribution to Non-Federal Committee,011,,"Johnson for Board of Education 2024, David",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2201,,,PAC,"Mendoza for OC Board of Education 2024, Beatriz",,,,,,"1903 East First Street, #394",,Santa Ana,CA,92705,,,2024-02-05,1000.00,,Contribution to Non-Federal Committee,011,,"Mendoza for OC Board of Education 2024, Beatriz",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2204,,,PAC,Orange County Young Democrats State,,,,,,"249 East Ocean Blvd., Suite 685",,Long Beach,CA,90802,,,2024-02-07,500.00,,Contribution to Non-Federal Committee,011,,Orange County Young Democrats State,,,,,,,,,,,,,,,,,
SB29,C00687848,EB2170,,,PAC,"Ortega for Assembly 2024, Ricardo",,,,,,"16633 Ventura Blvd., Suite 1008",,Encino,CA,91436,,,2024-01-26,1000.00,,Contribution to Non-Federal Committee,011,,"Ortega for Assembly 2024, Ricardo",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2171,,,PAC,"Ortiz for City Council Ward 7, 2024, Dr. Treasure",,,,,,3488 N. Mountain View Avenue,,San Bernardino,CA,92405,,,2024-01-26,2000.00,,Contribution to Non-Federal Committee,011,,"Ortiz for City Council Ward 7, 2024, Dr. Treasure",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2160,,,ORG,Planned Parenthood of Orange and San Bernardino Counties' Community Action Fund,,,,,,700 South Tustin Street,,Orange,CA,92866,,,2024-01-08,2500.00,,Intermediary for Contribution Made to a Non-Federal Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00687848,EB2191,,,ORG,Planned Parenthood of Orange and San Bernardino Counties' Community Action Fund,,,,,,700 South Tustin Street,,Orange,CA,92866,,,2024-01-08,500.00,,Intermediary for contribution made to Women for American Values and Ethics PAC (A/K/A WAVE PAC),,,,,,,,,,,,,,,,,,,,
SB29,C00687848,BB187EB2191,EB2191,SB29,COM,Women for American Values and Ethics Political Action Committie (A/K/A WAVE PAC),,,,,,"2525 Ocean Blvd., Suite A-2",,Newport Beach,CA,92625,,,2024-01-08,500.00,,Contribution,011,,Women for American Values and Ethics Political Action Committie (A/K/A WAVE PAC),,,,,,,,,,Planned Parenthood of Orange and San Bernardino Counties' Community Action Fund,700 South Tustin Street,,Orange,CA,92866,X,
SB29,C00687848,EB2172,,,PAC,"Quirk-Silva for Assembly 2024, Sharon",,,,,,"2646 DuPont Drive, Suite 60-174",,Irvine,CA,92612,,,2024-01-26,2750.00,,Contribution to Non-Federal Committee,011,,"Quirk-Silva for Assembly 2024, Sharon",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2173,,,PAC,"Reyes for Senate 2024, Eloise",,,,,,"1700 Tribute Road, Suite 201",,Sacramento,Ca,95815,,,2024-01-26,2750.00,,Contribution to Non-Federal Committee,011,,"Reyes for Senate 2024, Eloise",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2174,,,PAC,"Shaughnessy for San Bernardino City Council Ward 3 2024, Christian",,,,,,145 West Jackson Road,,San Bernardino,CA,92408,,,2024-01-26,2000.00,,Contribution to Non-Federal Committee,011,,"Shaughnessy for San Bernardino City Council Ward 3 2024, Christian",,,,,,,,,,,,,,,,,
SB29,C00687848,EB2202,,,PAC,"Watkins for Orange County Board of Education 2024, Nancy",,,,,,"1400 North Harbor Blvd., Suite 550",,Fullerton,CA,92835,,,2024-02-05,1000.00,,Contribution to Non-Federal Committee,011,,"Watkins for Orange County Board of Education 2024, Nancy",,,,,,,,,,,,,,,,,
