form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00433680,500361402,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,G2024,,2024-06-16,59.25,0.00,Credit card processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00433680,500361404,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,G2024,,2024-06-23,98.75,0.00,Credit card processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00433680,500361403,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,G2024,,2024-06-30,19.75,0.00,Credit card processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00433680,500361388,,,ORG,Blue Summit Solutions,,,,,,9374 E 60Th Ave,,Denver,CO,802382347,G2024,,2024-06-20,2500.00,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00433680,500361389,,,ORG,Chraca Friedman Group,,,,,,220 7Th St NE,,Washington,DC,200026076,G2024,,2024-06-07,5000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00433680,500361390,,,ORG,First Interstate Bank,,,,,,PO Box 30918,,Billings,MT,591160918,G2024,,2024-06-07,24.50,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00433680,500361391,,,ORG,First Interstate Bank,,,,,,PO Box 30918,,Billings,MT,591160918,G2024,,2024-06-14,0.72,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00433680,500361392,,,ORG,First Interstate Bank,,,,,,PO Box 30918,,Billings,MT,591160918,G2024,,2024-06-17,9.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00433680,500361393,,,ORG,First Interstate Bank,,,,,,PO Box 30918,,Billings,MT,591160918,G2024,,2024-06-26,24.50,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00433680,500361394,,,ORG,First Interstate Bank,,,,,,PO Box 30918,,Billings,MT,591160918,G2024,,2024-06-28,17.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00433680,500361395,,,ORG,First Interstate Bank,,,,,,PO Box 30918,,Billings,MT,591160918,G2024,,2024-06-28,24.50,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00433680,500361401,,,ORG,Lodge At Whitefish,,,,,,1380 Wisconsin Ave,,Whitefish,MT,599373338,G2024,,2024-06-06,20145.25,0.00,PAC Catering/meals,,,,,,,,,,,,,,,,,,,,
SB21B,C00433680,500361399,,,ORG,Mastercard,,,,,,PO Box 31616,,Billings,MT,591071616,G2024,,2024-06-13,25.00,0.00,Credit Card Payment,,,,,,,,,,,,,,,,,,,,
SB21B,C00433680,500354427,,,ORG,"NGP VAN, Inc.",,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2024-06-05,200.00,0.00,Fundraising and Compliance Software,,,,,,,,,,,,,,,,,,,,
