form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21b,C00131185,87556945,,,ORG,COMMUNICATIONS CORPORATION OF AMERICA,,,,,,13129 Airpark Dr. Ste. 120,,Elkwood,VA,22718,,,2023-07-12,10945.21,0.00,Fundraising for PAC - Printing of direct mail,001,,,,,,,,,,,,,,,,,,,Fundraising for PAC - Printing of direct mail
SB21b,C00131185,87556950,,,ORG,Southwest Publishing & Mailing Corporation,,,,,,4000 SE Adams Street,,Topeka,KS,666091481,,,2023-07-12,8503.41,0.00,Fundraising for PAC - Mailing of direct mail,001,,,,,,,,,,,,,,,,,,,Fundraising for PAC - Mailing of direct mail
SB21b,C00131185,87556951,,,ORG,MEMBERSHIP MARKETING PARTNERS,,,,,,"11250 WAPLES MILL ROAD,  SUITE 310",,FAIRFAX,VA,22030,,,2023-07-12,12300.00,0.00,Fundraising for PAC - Creation of direct mail,001,,,,,,,,,,,,,,,,,,,Fundraising for PAC - Creation of direct mail
SB21b,C00131185,87556956,,,ORG,Baker Botts LLP,,,,,,PO Box 301251,,Dallas,TX,753031251,,,2023-07-12,1960.00,0.00,Fundraising for PAC - Legal advice,001,,,,,,,,,,,,,,,,,,,Fundraising for PAC - Legal advice
SB21b,C00131185,87558970,,,ORG,COMMUNICATIONS CORPORATION OF AMERICA,,,,,,13129 Airpark Dr. Ste. 120,,Elkwood,VA,22718,,,2023-07-13,-10945.21,0.00,Void - COMMUNICATIONS CORPORATION OF AMERICA,001,,,,,,,,,,,,,,,,,,,Void - COMMUNICATIONS CORPORATION OF AMERICA
SB21b,C00131185,87653934,,,ORG,COMMUNICATIONS CORPORATION OF AMERICA,,,,,,13129 Airpark Dr. Ste. 120,,Elkwood,VA,22718,,,2023-07-13,10945.21,0.00,Fundraising for PAC - Printing of direct mail,001,,,,,,,,,,,,,,,,,,,Fundraising for PAC - Printing of direct mail
SB21b,C00131185,87653935,,,ORG,BANK OF AMERICA,,,,,,31 W PATRICK STREET,,FREDERICK,MD,21701,,,2023-07-31,1771.23,0.00,Fundraising for PAC - Bank Service Fees,001,,,,,,,,,,,,,,,,,,,Fundraising for PAC - Bank Service Fees
SB21b,C00131185,87653936,,,ORG,INTERNAL REVENUE SERVICE,,,,,,INCOME TAX DIVISION,,OGDEN,UT,84201,,,2023-07-25,800.00,0.00,Federal Income Tax,001,,,,,,,,,,,,,,,,,,,Federal Income Tax
SB21b,C00131185,87654556,,,ORG,DC OFFICE OF TAX AND REVENUE,,,,,,UNINCORPORATED BUSINESS ESTIMATED,P.O. BOX 96019,WASHINGTON,DC,200906019,,,2023-07-25,400.00,0.00,State Income Tax,001,,,,,,,,,,,,,,,,,,,State Income Tax
SB21b,C00131185,87655079,,,ORG,U. S. POSTMASTER,,,,,,EAST PATRICK STREET,,FREDERICK,MD,21701,,,2023-07-13,1515.04,0.00,Fundraising for PAC - Postage of direct mail,001,,,,,,,,,,,,,,,,,,,Fundraising for PAC - Postage of direct mail
