form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00868026,SE.4109,,,ORG,Ampersand- Evansville,,,,,,7501 Wisconsin Ave,Suite 800 East,Bethesda,MD,20814,P2024,,2024-02-07,33318.00,,110145.00,TV Ad,,C00868026,S,H4IN08249,MESSMER,MARK MR.,,,,H,08,IN,Bopp,James,,,Jr.,2024-04-15,
SE,C00868026,SE.4111,,,ORG,Ampersand- Indianapolis,,,,,,7501 Wisconsin Ave,Suite 800 East,Bethesda,MD,20814,P2024,,2024-02-07,6388.00,,116533.00,TV ad,,C00868026,S,H4IN08249,MESSMER,MARK MR.,,,,H,08,IN,Bopp,James,,,Jr.,2024-04-15,
SE,C00868026,SE.4114,,,ORG,Ampersand- Terre Haute,,,,,,7501 Wisconsin Ave.,Suite 800 East,Bethesda,MD,20814,P2024,,2024-02-07,29037.00,,145570.00,TV ad,,C00868026,S,H4IN08249,MESSMER,MARK MR.,,,,H,08,IN,Bopp,James,,,Jr.,2024-04-15,
SE,C00868026,SE.4101,,,ORG,EEVV-TV,,,,,,477 Carpenter St.,,Evansville,IN,47708,P2024,,2024-02-07,3392.00,,3392.00,Television Ad,,C00868026,S,H4IN08249,MESSMER,MARK MR.,,,,H,08,IN,Bopp,James,,,Jr.,2024-04-15,
SE,C00868026,SE.4199,,,ORG,Henry Archer Strategy Group LLC,,,,,,775 East Keenland Court,,Bloomington,IN,47401,P2024,,2024-03-13,15222.35,2024-03-07,287380.35,Mailing,,C00868026,S,H4IN08249,MESSMER,MARK MR.,,,,H,08,IN,Bopp,James,,,Jr.,2024-04-15,
SE,C00868026,SE.4174,,,ORG,Maverick Media and Consulting,,,,,,460 Rolling Woods Drive,,Martinsville,IN,46151,P2024,,2024-02-07,16000.00,,272158.00,Radio and TV production and related services,,C00868026,S,H4IN08249,MESSMER,MARK MR.,,,,H,08,IN,Bopp,James,,,Jr.,2024-04-15,
SE,C00868026,SE.4147,,,ORG,TheTradeDesk,,,,,,42 N Chestnut St,,Ventura,CA,93001,P2024,,2024-02-07,40850.00,,256158.00,Digital Ads,,C00868026,S,H4IN08249,MESSMER,MARK MR.,,,,H,08,IN,Bopp,James,,,Jr.,2024-04-15,
SE,C00868026,SE.4183,,,ORG,Tractor Beam Digital,,,,,,8465 Keystone Crossing,Suite 115,Indianapolis,IN,46240,P2024,,2024-03-10,46250.00,,379297.40,Digital advertising,,C00868026,S,H4IN08249,MESSMER,MARK MR.,,,,H,08,IN,Bopp,James,,,Jr.,2024-04-15,
SE,C00868026,SE.4203,,,ORG,Vision Direct,,,,,,2222 Enterprise Park Pl.,,Indianapolis,IN,46218,P2024,,2024-03-20,15222.35,2024-03-07,302602.70,Mailing,,C00868026,S,H4IN08249,MESSMER,MARK MR.,,,,H,08,IN,Bopp,James,,,Jr.,2024-04-15,
SE,C00868026,SE.4211,,,ORG,Vision Direct,,,,,,2222 Enterprise Park Pl.,,Indianapolis,IN,46218,P2024,,2024-04-11,15222.35,2024-03-07,317825.05,Future Mailing,,C00868026,S,H4IN08249,MESSMER,MARK MR.,,,,H,08,IN,Bopp,James,,,Jr.,2024-04-15,
