form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00742205,SE.19418,,,ORG,Scale to Win,,,,,,13742 Harper Street,,Santa Ana,CA,92703,G2024,,,8821.70,2024-08-02,8821.70,Dialer,,C00742205,S,P00009423,HARRIS,KAMALA,,,,P,,,Rodgers,Jeff,,,,2024-10-14,
SE,C00742205,SE.19694,,,ORG,Scale to Win,,,,,,13742 Harper Street,,Santa Ana,CA,92703,G2024,,2024-09-01,605.60,2024-09-30,13068.41,Dialer,,C00742205,S,P00009423,HARRIS,KAMALA,,,,P,,,Rodgers,Jeff,,,,2024-10-14,
SE,C00742205,SE.19720,,,ORG,Scale to Win,,,,,,13742 Harper Street,,Santa Ana,CA,92703,G2024,,2024-09-02,245.87,2024-09-30,13333.03,Dialer,,C00742205,S,P00009423,HARRIS,KAMALA,,,,P,,,Rodgers,Jeff,,,,2024-10-14,
SE,C00742205,SE.19721,,,ORG,Scale to Win,,,,,,13742 Harper Street,,Santa Ana,CA,92703,G2024,,2024-09-03,254.75,2024-09-30,13587.78,Dialer,,C00742205,S,P00009423,HARRIS,KAMALA,,,,P,,,Rodgers,Jeff,,,,2024-10-14,
SE,C00742205,SE.19722,,,ORG,Scale to Win,,,,,,13742 Harper Street,,Santa Ana,CA,92703,G2024,,2024-09-08,308.17,2024-09-30,13895.95,Dialer,,C00742205,S,P00009423,HARRIS,KAMALA,,,,P,,,Rodgers,Jeff,,,,2024-10-14,
SE,C00742205,SE.19723,,,ORG,Scale to Win,,,,,,13742 Harper Street,,Santa Ana,CA,92703,G2024,,2024-09-09,124.54,2024-09-30,14020.49,Dialer,,C00742205,S,P00009423,HARRIS,KAMALA,,,,P,,,Rodgers,Jeff,,,,2024-10-14,
SE,C00742205,SE.19724,,,ORG,Scale to Win,,,,,,13742 Harper Street,,Santa Ana,CA,92703,G2024,,2024-09-11,237.82,2024-09-30,14258.31,Dialer,,C00742205,S,P00009423,HARRIS,KAMALA,,,,P,,,Rodgers,Jeff,,,,2024-10-14,
SE,C00742205,SE.19725,,,ORG,Scale to Win,,,,,,13742 Harper Street,,Santa Ana,CA,92703,G2024,,2024-09-15,337.79,2024-09-30,14596.10,Dialer,,C00742205,S,P00009423,HARRIS,KAMALA,,,,P,,,Rodgers,Jeff,,,,2024-10-14,
SE,C00742205,SE.19726,,,ORG,Scale to Win,,,,,,13742 Harper Street,,Santa Ana,CA,92703,G2024,,2024-09-16,142.32,2024-09-30,14738.42,Dialer,,C00742205,S,P00009423,HARRIS,KAMALA,,,,P,,,Rodgers,Jeff,,,,2024-10-14,
SE,C00742205,SE.19727,,,ORG,Scale to Win,,,,,,13742 Harper Street,,Santa Ana,CA,92703,G2024,,2024-09-18,359.66,2024-09-30,15098.08,Dialer,,C00742205,S,P00009423,HARRIS,KAMALA,,,,P,,,Rodgers,Jeff,,,,2024-10-14,
