form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00467431,SB23.I101797,,,CCM,AMODEI FOR NEVADA,,,,,,503 N DIVISION ST.,,CARSON CITY,NV,89703,P2024,,2024-04-04,5000.00,,CONTRIBUTION TO COMMITTEE,,C00496760,,H2NV02395,AMODEI,MARK ,EUGENE ,,,H,NV,02,  ,,,,,,,
SB23,C00467431,SB23.I101796,,,CCM,CAPTAIN HIGGINS FOR CONGRESS,,,,,,P.O. BOX 61747,,LAFAYETTE,LA,70596,P2024,,2024-04-04,5000.00,,CONTRIBUTION TO COMMITTEE,,C00617662,,H6LA03148,HIGGINS,CLAY,CAPTAIN,,,H,LA,03,  ,,,,,,,
SB23,C00467431,SB23.I101799,,,CCM,FRIENDS OF SCOTT DESJARLAIS,,,,,,95 WHITE BRIDGE RD,SUITE 207,NASHVILLE,TN,372051482,P2024,,2024-04-04,5000.00,,CONTRIBUTION TO COMMITTEE,,C00464073,,H0TN04195,DESJARLAIS,SCOTT,,HON.,,H,TN,04,  ,,,,,,,
SB23,C00467431,SB23.I101784,,,CCM,KUSTOFF FOR CONGRESS,,,,,,1661 AARON BRENNER DRIVE,SUITE 300,MEMPHIS,TN,38120,G2024,,2024-04-04,5000.00,,CONTRIBUTION TO COMMITTEE,,C00614826,,H2TN07103,KUSTOFF,DAVID,,,,H,TN,08,  ,,,,,,,
SB23,C00467431,SB23.I101798,,,CCM,KUSTOFF FOR CONGRESS,,,,,,1661 AARON BRENNER DRIVE,SUITE 300,MEMPHIS,TN,38120,P2024,,2024-04-04,5000.00,,CONTRIBUTION TO COMMITTEE,,C00614826,,H2TN07103,KUSTOFF,DAVID,,,,H,TN,08,  ,,,,,,,
SB23,C00467431,SB23.I101785,,,CCM,DAN NEWHOUSE FOR CONGRESS,,,,,,P.O. BOX 10949,,YAKIMA,WA,989091949,G2024,,2024-04-09,5000.00,,CONTRIBUTION TO COMMITTEE,,C00559393,,H4WA04104,NEWHOUSE,DAN,,,,H,WA,04,  ,,,,,,,
SB23,C00467431,SB23.I101786,,,CCM,MEUSER FOR CONGRESS,,,,,,P.O. BOX 183,,HUDSON,WI,540164018,G2024,,2024-04-09,5000.00,,CONTRIBUTION TO COMMITTEE,,C00654723,,H8PA10147,MEUSER,DANIEL,,,,H,PA,09,  ,,,,,,,
SB23,C00467431,SB23.I101787,,,CCM,VICTORIA SPARTZ FOR CONGRESS,,,,,,P.O. BOX 505,,NOBLESVILLE,IN,46061,G2024,,2024-04-09,5000.00,,CONTRIBUTION TO COMMITTEE,,C00737767,,H0IN05326,SPARTZ,VICTORIA,,,,H,IN,05,  ,,,,,,,
SB23,C00467431,SB23.I101791,,,CCM,BRANDON GILL FOR TEXAS,,,,,,P.O. BOX 827,,ARLINGTON,VA,22216,G2024,,2024-04-23,5000.00,,CONTRIBUTION TO COMMITTEE,,C00857359,,H4TX26149,GILL,BRANDON,,,,H,TX,26,  ,,,,,,,
SB23,C00467431,SB23.I101805,,,CCM,BRANDON GILL FOR TEXAS,,,,,,P.O. BOX 827,,ARLINGTON,VA,22216,O2024,PRIMARY DEBT,2024-04-23,5000.00,,CONTRIBUTION TO COMMITTEE,,C00857359,,H4TX26149,GILL,BRANDON,,,,H,TX,26,  ,,,,,,,
SB23,C00467431,SB23.I101792,,,CCM,DAVE TAYLOR FOR CONGRESS,,,,,,9856 ARCHER LN,,DUBLIN,OH,43017,G2024,,2024-04-23,5000.00,,CONTRIBUTION TO COMMITTEE,,C00860213,,H4OH02248,TAYLOR,DAVID,,,,H,OH,02,  ,,,,,,,
SB23,C00467431,SB23.I101804,,,CCM,DAVE TAYLOR FOR CONGRESS,,,,,,9856 ARCHER LN,,DUBLIN,OH,43017,O2024,PRIMARY DEBT,2024-04-23,5000.00,,CONTRIBUTION TO COMMITTEE,,C00860213,,H4OH02248,TAYLOR,DAVID,,,,H,OH,02,  ,,,,,,,
SB23,C00467431,SB23.I101806,,,CCM,GREG LOPEZ FOR CONGRESS,,,,,,36792 VIEW RIDGE DRIVE,,ELIZABETH,CO,80107,S2024,SPECIAL GENERAL,2024-04-23,5000.00,,CONTRIBUTION TO COMMITTEE,,C00875252,,H4CO04348,LOPEZ,GREG,,,,H,CO,04,  ,,,,,,,
SB23,C00467431,SB23.I101789,,,CCM,HAL ROGERS FOR CONGRESS,,,,,,P.O. BOX 1214,,SOMERSET,KY,42502,G2024,,2024-04-23,5000.00,,CONTRIBUTION TO COMMITTEE,,C00116632,,H0KY05015,ROGERS,HAROLD,DALLAS,,,H,KY,05,  ,,,,,,,
SB23,C00467431,SB23.I101788,,,CCM,LISA MCCLAIN FOR CONGRESS,,,,,,P.O. BOX 327,,ROMEO,MI,48065,G2024,,2024-04-23,5000.00,,CONTRIBUTION TO COMMITTEE,,C00726042,,H0MI10287,MCCLAIN,LISA,,,,H,MI,10,  ,,,,,,,
