form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00878306,500399288,,,PAC,ActBlue,,,,,,PO Box 382110,,Cambridge,MA,022382110,G2024,,2024-10-20,7.12,0.00,Credit Card Processing,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00878306,500399289,,,PAC,ActBlue,,,,,,PO Box 382110,,Cambridge,MA,022382110,G2024,,2024-10-27,21.31,0.00,Credit Card Processing,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00878306,500399290,,,PAC,ActBlue,,,,,,PO Box 382110,,Cambridge,MA,022382110,G2024,,2024-10-31,13.52,0.00,Credit Card Processing,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00878306,500399291,,,PAC,ActBlue,,,,,,PO Box 382110,,Cambridge,MA,022382110,G2024,,2024-11-03,24.11,0.00,Credit Card Processing,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00878306,500399297,,,ORG,Blue Summit Solutions,,,,,,9374 E 60th Ave,,Denver,CO,802382347,G2024,,2024-11-22,2197.17,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00878306,500399301,,,ORG,First Interstate Bank,,,,,,PO Box 30918,,Billings,MT,591160918,G2024,,2024-10-23,24.50,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00878306,500399302,,,ORG,First Interstate Bank,,,,,,PO Box 30918,,Billings,MT,591160918,G2024,,2024-10-23,24.50,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00878306,500399294,,,ORG,First Interstate Bank,,,,,,PO Box 30918,,Billings,MT,591160918,G2024,,2024-11-15,24.50,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00878306,500399295,,,ORG,First Interstate Bank,,,,,,PO Box 30918,,Billings,MT,591160918,G2024,,2024-11-15,24.50,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00878306,500399296,,,ORG,First Interstate Bank,,,,,,PO Box 30918,,Billings,MT,591160918,G2024,,2024-11-19,24.50,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
