form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00540187,SB23.I24041,,,CCM,BICE FOR CONGRESS,,,,,,PO BOX 21315,,OKLAHOMA CITY,OK,73156,G2024,,2024-03-12,5000.00,,POLITICAL CONTRIBUTION,,C00703843,,H0OK05205,BICE,STEPHANIE,,,,H,OK,05,  ,,,,,,,
SB23,C00540187,SB23.I24044,,,CCM,BRIAN JACK FOR CONGRESS,,,,,,225 MARKET PLACE CONNECTOR,NUM 1055,PEACHTREE CITY,GA,30269,P2024,,2024-03-26,5000.00,,POLITICAL CONTRIBUTION,,C00872473,,,JACK,BRIAN,,,,H,GA,03,  ,,,,,,,
SB23,C00540187,SB23.I24040,,,CCM,FRIENDS OF DAVE JOYCE,,,,,,320 KENARDEN DRIVE,,CLEVELAND,OH,44143,P2024,,2024-03-12,5000.00,,POLITICAL CONTRIBUTION,,C00527457,,,JOYCE,DAVID ,P,,,H,OH,14,  ,,,,,,,
SB23,C00540187,SB23.I24042,,,CCM,"JOHN JAMES FOR CONGRESS, INC.",,,,,,P.O. BOX 628,,ST. CLAIR SHORES,MI,48080,G2024,,2024-03-18,5000.00,,POLITICAL CONTRIBUTION,,C00803502,,H2MI10150,JAMES,JOHN,,,,H,MI,10,  ,,,,,,,
SB23,C00540187,SB23.I24037,,,CCM,LANGWORTHY FOR CONGRESS,,,,,,PO BOX 120,,CLARENCE,NY,14031,G2024,,2024-03-01,5000.00,,POLITICAL CONTRIBUTION,,C00817932,,H2NY23228,LANGWORTHY,NICK,,,,H,NY,23,  ,,,,,,,
SB23,C00540187,SB23.I24034,,,CCM,LUCAS FOR CONGRESS,,,,,,P.O. BOX 1726,,OKLAHOMA CITY,OK,73101,P2024,,2024-03-01,5000.00,,POLITICAL CONTRIBUTION,,C00287912,,,LUCAS,FRANK ,D.,,,H,OK,03,  ,,,,,,,
SB23,C00540187,SB23.I24038,,,CCM,MARC FOR US INC.,,,,,,PO BOX 5158,,POUGHKEEPSIE,NY,12602,G2024,,2024-03-01,5000.00,,POLITICAL CONTRIBUTION,,C00789586,,H2NY19127,MOLINARO,MARCUS,J.,,,H,NY,19,  ,,,,,,,
SB23,C00540187,SB23.I24045,,,CCM,MCDOWELL FOR CONGRESS,,,,,,PO BOX 97275,,RALEIGH,NC,27624,R2024,RUNOFF,2024-03-26,5000.00,,POLITICAL CONTRIBUTION,,C00860064,,H4NC06177,MCDOWELL,ADDISON,,,,H,NC,06,  ,,,,,,,
SB23,C00540187,SB23.I24039,,,CCM,THE PAT HARRIGAN COMMITTEE,,,,,,PO BOX 97275,,RALEIGH,NC,27624,G2024,,2024-03-11,5000.00,,POLITICAL CONTRIBUTION,,C00802298,,H2NC13243,HARRIGAN,PAT,,,,H,NC,14,  ,,,,,,,
SB23,C00540187,SB23.I24035,,,PAC,IN THE ARENA PAC,,,,,,PO BOX 7244,,LITTLE ROCK,AR,72217,O2024,ANNUAL,2024-03-01,5000.00,,POLITICAL CONTRIBUTION,,C00623512,,,,,,,,,,,  ,,,,,,,
SB23,C00540187,SB23.I24036,,,PAC,MVL PAC,,,,,,PO BOX 87,,SOUTH SALEM,NY,10590,O2024,ANNUAL,2024-03-01,5000.00,,POLITICAL CONTRIBUTION,,C00817338,,,,,,,,,,,  ,,,,,,,
