form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00210666,SB23.75115,,,CCM,Adrian Smith for Congress,,,,,,"1126 Avenue A, Suite 6",,Scottsbluff,NE,69361,P2024,,2023-06-08,1000.00,,,011,C00412890,Adrian Smith for Congress,,Smith,Adrian,,,,H,NE,03,,,,,,,,
SB23,C00210666,SB23.75058,,,CCM,Anna Eshoo for Congress,,,,,,"555 Capitol Mall, Suite 400",,Sacramento,CA,95814,P2024,,2023-04-06,1000.00,,,011,C00258475,Anna Eshoo for Congress,,Eshoo,Anna,,,,H,CA,16,,,,,,,,
SB23,C00210666,SB23.75060,,,CCM,Armstrong for Congress,,,,,,"1515 Burnt Boat Drive, Box 112",,Bismarck,ND,58503,P2024,,2023-03-09,1000.00,,,011,C00670547,Armstrong for Congress,,Armstrong,Kelly,,,,H,ND,00,,,,,,,,
SB23,C00210666,SB23.75061,,,CCM,Bilirakis for Congress,,,,,,P.O. Box 606,,Tarpon Springs,FL,34688,P2024,,2023-05-11,2500.00,,,011,C00408534,Bilirakis for Congress,,Bilirakis,Gus,,,,H,FL,12,,,,,,,,
SB23,C00210666,SB23.75063,,,CCM,Blumenauer for Congress,,,,,,"1631 NE Braodway, #343",,Portland,OR,97232,P2024,,2023-06-08,1000.00,,,011,C00307314,Blumenauer for Congress,,BLUMENAUER,EARL,,,,H,OR,03,,,,,,,,
SB23,C00210666,SB23.75064,,,CCM,Bonamici for Congress,,,,,,P.O. Box 1632,,Beaverton,OR,97075,P2024,,2023-04-25,1000.00,,,011,C00500421,Bonamici for Congress,,Bonamici,Suzanne,,,,H,OR,01,,,,,,,,
SB23,C00210666,SB23.75065,,,CCM,Bonamici for Congress,,,,,,P.O. Box 1632,,Beaverton,OR,97075,P2024,,2023-06-08,2500.00,,,011,C00500421,Bonamici for Congress,,Bonamici,Suzanne,,,,H,OR,01,,,,,,,,
SB23,C00210666,SB23.75067,,,CCM,Brian Fitzpatrick For All Of Us,,,,,,P.O. Box 939,,Langhorne,PA,19047,P2024,,2023-05-11,2000.00,,,011,C00607416,Brian Fitzpatrick For All Of Us,,Fitzpatrick,Brian,,,,H,PA,01,,,,,,,,
SB23,C00210666,SB23.75069,,,CCM,Bucshon for Congress,,,,,,P.O. Box 250,,Newburgh,IN,47629,P2024,,2023-03-09,1000.00,,,011,C00468256,Bucshon for Congress,,Bucshon,Larry,,,,H,IN,08,,,,,,,,
SB23,C00210666,SB23.75071,,,CCM,Buddy Carter for Congress,,,,,,P.O. Box 10570,,Savannah,GA,31412,P2024,,2023-04-06,1000.00,,,011,C00543967,Buddy Carter for Congress,,Carter,Earl,Leroy,,,H,GA,01,,,,,,,,
SB23,C00210666,SB23.75072,,,CCM,Cathy McMorris Rodgers for Congress,,,,,,Box 137,,Spokane,WA,99210,P2024,,2023-02-02,2500.00,,,011,C00390476,Cathy McMorris Rodgers for Congress,,MCMORRIS RODGERS,CATHY,,,,H,WA,05,,,,,,,,
SB23,C00210666,SB23.75074,,,CCM,DCCC,,,,,,"430 South Capitol Street, SE",,Washington,DC,20003,O2023,Other,2023-04-20,15000.00,,,011,C00000935,,,,,,,,,,,,,,,,,,
SB23,C00210666,SB23.75076,,,CCM,Diana for Congress,,,,,,P.O.Box 7208,,Kingsport,TN,37664,P2024,,2023-06-08,2500.00,,,011,C00741090,Diana for Congress,,Harshbarger,Diana,,,,H,TN,01,,,,,,,,
SB23,C00210666,SB23.75078,,,CCM,Dr. John Joyce For Congress,,,,,,"1002 Logan Blvd, Ste 114",,Altoona,PA,16602,P2024,,2023-06-22,1000.00,,,011,C00674259,Dr. John Joyce For Congress,,JOYCE,JOHN,,,,H,PA,13,,,,,,,,
SB23,C00210666,SB23.75080,,,CCM,Drew Ferguson for Congress Inc.,,,,,,P.O. Box 71067,,Newnan,GA,30271,P2024,,2023-04-06,1000.00,,,011,C00607838,Drew Ferguson for Congress Inc.,,Ferguson,Anderson,Drew,,,H,GA,03,,,,,,,,
SB23,C00210666,SB23.75081,,,CCM,Friends of Dave Joyce,,,,,,9856 Archer Ln,,Dublin,OH,43017,P2024,,2023-04-06,1000.00,,,011,C00527457,Friends of Dave Joyce,,Joyce,David,,,,H,OH,14,,,,,,,,
SB23,C00210666,SB23.75083,,,CCM,Greg Pence for Congress,,,,,,P.O. Box 275,,Taylorsville,IN,47280,P2024,,2023-06-22,1000.00,,,011,C00658401,Greg Pence for Congress,,Pence,Gregory,,,,H,IN,06,,,,,,,,
SB23,C00210666,SB23.75085,,,CCM,Guthrie for Congress,,,,,,P.O. Box 22401,,Louisville,KY,42102,P2024,,2023-02-23,2500.00,,,011,C00445023,Guthrie for Congress,,Guthrie,S. Brett,,,,H,KY,02,,,,,,,,
SB23,C00210666,SB23.75086,,,CCM,Hern for Congress,,,,,,"9521-B Riverside Pkwy, #350",,Tulsa,OK,74137,P2024,,2023-04-25,1000.00,,,011,C00636092,Hern for Congress,,Hern,Kevin,,,,H,OK,01,,,,,,,,
SB23,C00210666,SB23.75088,,,CCM,Jason Smith for Congress,,,,,,P.O. Box 1324,,Cape Giradeau,MO,63702,P2024,,2023-04-25,3500.00,,,011,C00541862,Jason Smith for Congress,,SMITH,JASON T,,,,H,MO,08,,,,,,,,
SB23,C00210666,SB23.75089,,,CCM,Jeff Merkley for Oregon,,,,,,P.O. Box 14172,,Portland,OR,97293,P2026,,2023-04-25,1000.00,,,011,C00437277,Jeff Merkley for Oregon,,Merkley,Jeffrey,,,,S,OR,,,,,,,,,
SB23,C00210666,SB23.75090,,,CCM,Lisa Blunt Rochester for Congress,,,,,,P.O. Box 9767,,Wilmington,DE,19809,P2024,,2023-06-08,2500.00,,,011,C00590778,Lisa Blunt Rochester for Congress,,Blunt Rochester,Lisa,,,,H,DE,00,,,,,,,,
SB23,C00210666,SB23.75091,,,CCM,Lisa Murkowski for US Senate,,,,,,P.O. Box 100847,,Anchorage,AK,99510,P2028,,2023-06-22,1000.00,,,011,C00384529,Lisa Murkowski for US Senate,,Murkowski,Lisa,,,,S,AK,,,,,,,,,
SB23,C00210666,SB23.75092,,,CCM,Matsui for Congress,,,,,,P.O. Box 1738,,Sacramento,CA,95812,P2024,,2023-03-23,5000.00,,,011,C00409219,Matsui for Congress,,MATSUI,DORIS,,,,H,CA,07,,,,,,,,
SB23,C00210666,SB23.75093,,,CCM,Mike Thompson for Congress,,,,,,5445 Madison Avenue,,Sacramento,CA,95841,P2024,,2023-02-23,2500.00,,,011,C00326363,Mike Thompson for Congress,,THOMPSON,MIKE,,,,H,CA,05,,,,,,,,
SB23,C00210666,SB23.75095,,,CCM,Mikie Sherrill for Congress,,,,,,P.O.Box 43032,,Montclair,NJ,07043,P2024,,2023-05-04,2500.00,,,011,C00640003,Mikie Sherrill for Congress,,Sherrill,Mikie,,,,H,NJ,11,,,,,,,,
SB23,C00210666,SB23.75097,,,CCM,Mullin for America,,,,,,P.O.Box 1632,,Oklahoma City,OK,73101,P2026,,2023-04-25,2000.00,,,011,C00498345,Mullin for America,,Mullin,Markwayne,,,,S,OK,,,,,,,,,
SB23,C00210666,SB23.75099,,,CCM,New Democrat Coalition Action Fund,,,,,,"600 Pennsylvania Avenue, SE",,Washington,DC,20003,O2023,Other,2023-03-09,5000.00,,,011,C00409730,,,,,,,,,,,,,,,,,,
SB23,C00210666,SB23.75101,,,CCM,NRCC,,,,,,"320 First Street, SE",,Washington,DC,20003,O2023,Other,2023-06-08,5000.00,,,011,C00075820,,,,,,,,,,,,,,,,,,
SB23,C00210666,SB23.75102,,,CCM,Pallone For Congress,,,,,,P.O. Box 3176,,Long Branch,NJ,07740,P2024,,2023-05-11,5000.00,,,011,C00226928,Pallone For Congress,,Pallone,Frank Jr.,,,,H,NJ,06,,,,,,,,
SB23,C00210666,SB23.75103,,,CCM,PAUL TONKO FOR CONGRESS,,,,,,"911 Central Avenue, #221",,Albany,NY,12206,P2024,,2023-03-09,1000.00,,,011,C00450049,PAUL TONKO FOR CONGRESS,,TONKO,PAUL DAVID,,,,H,NY,20,,,,,,,,
SB23,C00210666,SB23.75104,,,CCM,People for Derek Kilmer,,,,,,P.O. Box 1381,,Tacoma,WA,98402,P2024,,2023-06-08,1000.00,,,011,C00514893,People for Derek Kilmer,,KILMER,DEREK,,,,H,WA,06,,,,,,,,
SB23,C00210666,SB23.75108,,,CCM,Republican Governance Group/Tuesday Group PAC,,,,,,610 S. Boulevard,,Tampa,FL,33606,O2023,Other,2023-02-23,5000.00,,,011,C00433060,,,,,,,,,,,,,,,,,,
SB23,C00210666,SB23.75106,,,CCM,Sara Jacobs for Congress,,,,,,P.O.Box 120085,,San Diego,CA,92112,P2024,,2023-05-11,1000.00,,,011,C00719559,Sara Jacobs for Congress,,Jacobs,Sara,,,,H,CA,51,,,,,,,,
SB23,C00210666,SB23.75107,,,CCM,Tina Smith for Minnesota,,,,,,P.O. Box 14362,,Saint Paul,MN,55114,P2026,,2023-06-08,2500.00,,,011,C00663781,Tina Smith for Minnesota,,Smith,Tina,,,,S,MN,,,,,,,,,
SB23,C00210666,SB23.75110,,,CCM,Value in Electing Women PAC,,,,,,228 South Washington Street,Suite 115,Alexandria,VA,22314,O2023,Other,2023-06-08,5000.00,,,011,C00327189,,,,,,,,,,,,,,,,,,
