form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00776419,500074913,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-07-05,150.00,2023-07-05,300.00,Fundraising Email,003,,S,H0NY17174,JONES,MONDAIRE,,,,H,17,NY,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500074914,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-07-06,75.00,2023-07-06,300.00,Fundraising Email,003,,S,H0NY17174,JONES,MONDAIRE,,,,H,17,NY,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500074915,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-07-11,150.00,2023-07-11,225.00,Fundraising Email,003,,S,H8OR02161,MCLEOD-SKINNER,JAMIE,,,,H,05,OR,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500074916,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-07-12,75.00,2023-07-12,225.00,Fundraising Email,003,,S,H8OR02161,MCLEOD-SKINNER,JAMIE,,,,H,05,OR,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500074917,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-07-20,150.00,2023-07-20,330.00,Fundraising Email,003,,S,H8MO01143,BUSH,CORI,,,,H,01,MO,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500074918,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-07-21,75.00,2023-07-21,330.00,Fundraising Email,003,,S,H8MO01143,BUSH,CORI,,,,H,01,MO,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500074919,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-07-22,75.00,2023-07-22,495.00,Fundraising Email,003,,S,H2CO03351,FRISCH,ADAM,,,,H,03,CO,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500074920,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,O2023,Special Primary,2023-07-29,150.00,2023-07-29,225.00,Fundraising Email,003,,S,H4RI01216,REGUNBERG,AARON,,,,H,01,RI,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500079275,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,O2023,Special Primary,2023-09-01,75.00,2023-09-01,225.00,Fundraising Email,003,,S,H4RI01216,REGUNBERG,AARON,,,,H,01,RI,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500079276,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-09-21,75.00,2023-09-21,330.00,Fundraising Email,003,,S,H8MO01143,BUSH,CORI,,,,H,01,MO,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500079277,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-09-23,25.00,2023-09-23,55.00,Fundraising Email,003,,S,H8MN05239,OMAR,ILHAN,,,,H,05,MN,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500079278,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-09-23,25.00,2023-09-23,205.00,Fundraising Email,003,,S,H0NY16143,BOWMAN,JAMAAL,,,,H,16,NY,Phelan,Michael,,,,2024-01-31,
SE,C00776419,500079279,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2023-09-25,37.50,2023-09-25,150.00,Fundraising Email,003,,S,S4NJ00466,KIM,ANDY,,,,S,,NJ,Phelan,Michael,,,,2024-01-31,
