form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002766,19679229,,,CCM,Friends of Chris Murphy,,,,,,PO Box 230987,,Hartford,CT,06123,O2024,2024 CT Convention,2023-08-03,500.00,0.00,Contribution,011,C00492645,Friends of Chris Murphy,S2CT00132,Murphy,Chris,,,,S,CT,,,,,,,,,Contribution
SB23,C00002766,19679524,,,CCM,Debbie Wasserman Schultz for Congress,,,,,,1071 Twin Branch Lane,,Weston,FL,33326,P2024,,2023-08-04,5000.00,0.00,Contribution,011,C00385773,Debbie Wasserman Schultz for Congress,H4FL20023,Wasserman-Schultz,Debbie,,,,H,FL,25,,,,,,,,Contribution
SB23,C00002766,19721419,,,CCM,Klobuchar For Minnesota,,,,,,PO Box 4146,,St Paul,MN,55104,G2024,,2023-08-15,1000.00,0.00,Contribution,011,C00431353,Klobuchar For Minnesota,S6MN00267,Klobuchar,Amy,,,,S,MN,,,,,,,,,Contribution
SB23,C00002766,19721420,,,CCM,Warnock For Georgia,,,,,,PO Box 52227,,Atlanta,GA,30355,P2028,,2023-08-15,1000.00,0.00,Contribution,011,C00736876,Warnock For Georgia,S0GA00559,Warnock,Raphael,,,,S,GA,,,,,,,,,Contribution
SB23,C00002766,19721421,,,CCM,Welch for Vermont,,,,,,P.O. Box 909,,Richmond,VT,05477,P2028,,2023-08-15,1000.00,0.00,Contribution,011,C00795252,Welch for Vermont,S2VT00235,Welch,Peter,,,,S,VT,,,,,,,,,Contribution
SB23,C00002766,19721422,,,CCM,People For Ben,,,,,,PO Box 25371,,Albuquerque,NM,87125,P2026,,2023-08-15,1000.00,0.00,Contribution,011,C00443689,People For Ben,H8NM03196,Lujan,Ben Ray,,,,S,NM,,,,,,,,,Contribution
SB23,C00002766,19721423,,,CCM,Bennet for Colorado,,,,,,PO Box 3078,,Denver,CO,80201,P2028,,2023-08-15,1000.00,0.00,Contribution,011,C00458398,Bennet for Colorado,,Bennet,Michael,,,,S,CO,,,,,,,,,Contribution
SB23,C00002766,19722648,,,PTY,Los Angeles County Democratic Party - Federal.,,,,,,777 S. Figueroa Street,#4050,Los Angeles,CA,90017,,,2023-08-17,2900.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,19722780,,,CCM,McClellan For Congress,,,,,,660 Pennsylvania Avenue,Suite 202,Washington,DC,20003,P2024,,2023-08-18,1000.00,0.00,Contribution,011,C00829812,McClellan For Congress,H4VA04066,McClellan,Jennifer,,,,H,VA,04,,,,,,,,Contribution
SB23,C00002766,19723253,,,CCM,Andre Carson For Congress,,,,,,P.O. Box 1863,,Indianapolis,IN,46206,P2024,,2023-08-23,5000.00,0.00,Contribution,011,C00442921,Andre Carson For Congress,H8IN07184,Carson,Andre,,Rep.,,H,IN,07,,,,,,,,Contribution
SB23,C00002766,19724094,,,CCM,Friends Of Sherrod Brown,,,,,,"323 7th Street, SE",,Washington,DC,20003,G2024,,2023-08-30,5000.00,0.00,Contribution,011,C00264697,Friends Of Sherrod Brown,S6OH00163,Brown,Sherrod,,Sen.,,S,OH,,,,,,,,,Contribution
SB23,C00002766,19724102,,,PAC,Velvet Hammer PAC,,,,,,PO Box 14362,,Saint Paul,MN,55114,,,2023-08-30,5000.00,0.00,Contribution,011,C00692111,,,,,,,,,,,,,,,,,,Contribution
