form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00039578,48554978,,,CCM,Capito For West Virginia,,,,,,PO Box 11519,,Charleston,WV,25339,P2026,,2023-04-03,2500.00,0.00,PAC Contribution,011,C00539825,Capito For West Virginia,S4WV00159,Capito,Shelley,,Sen.,,S,WV,,,,,,,,,PAC Contribution
SB23,C00039578,48554979,,,CCM,Cole For Congress,,,,,,P.O. Box 722256,,Norman,OK,73070,P2024,,2023-04-03,2500.00,0.00,PAC Contribution,011,C00379735,Cole For Congress,H2OK04055,Cole,Thomas,,Rep.,,H,OK,04,,,,,,,,PAC Contribution
SB23,C00039578,48554980,,,COM,DAINES SENATE MAJORITY FUND,,,,,,228 S. WASHINGTON ST. STE. 115,,Alexandria,VA,22314,,,2023-04-03,2500.00,0.00,PAC Contribution,011,,,,,,,,,,,,,,,,,,,PAC Contribution
SB23,C00039578,48554981,,,CCM,Davidson For Congress,,,,,,PO Box 518,,Troy,OH,45373,P2024,,2023-04-03,2000.00,0.00,PAC Contribution,011,C00600718,Davidson For Congress,H6OH08315,Davidson,Warren,,Rep.,,H,OH,08,,,,,,,,PAC Contribution
SB23,C00039578,48554984,,,CCM,Debbie Wasserman Schultz For Congress,,,,,,1071,Twin Branch Ln,Weston,FL,33326,P2024,,2023-04-03,5000.00,0.00,PAC Contribution,011,C00385773,Debbie Wasserman Schultz For Congress,H4FL20023,Wasserman Schultz,Debbie,,Rep.,,H,FL,23,,,,,,,,PAC Contribution
SB23,C00039578,48554985,,,CCM,Friends Of Michael Guest,,,,,,Post Office Box 470,,Brandon,MS,39043,P2024,,2023-04-03,2500.00,0.00,PAC Contribution,011,C00665752,Friends Of Michael Guest,H8MS03125,Guest,Michael,,Rep.,,H,MS,03,,,,,,,,PAC Contribution
SB23,C00039578,48554986,,,CCM,Fry For Congress,,,,,,PO Box 14641,,Surfside Beach,SC,29587,P2024,,2023-04-03,1000.00,0.00,PAC Contribution,011,C00786657,Fry For Congress,H2SC07280,Fry,Russell,,Rep.,,H,SC,07,,,,,,,,PAC Contribution
SB23,C00039578,48554989,,,CCM,Grace For New York,,,,,,PO Box 656555,,Fresh Meadows,NY,11365,P2024,,2023-04-03,2500.00,0.00,PAC Contribution,011,C00516666,Grace For New York,H2NY06116,Meng,Grace,,Rep.,,H,NY,06,,,,,,,,PAC Contribution
SB23,C00039578,48554993,,,PAC,I Got Your Back PAC,,,,,,"499 S. CAPITOL STREET, SW SUITE 40",,Washington,DC,20003,,,2023-04-03,2500.00,0.00,PAC Contribution,011,C00633156,,,,,,,,,,,,,,,,,,PAC Contribution
SB23,C00039578,48554994,,,CCM,Julia Letlow For Congress,,,,,,905 Julia St,,Rayville,LA,71269,P2024,,2023-04-03,2500.00,0.00,PAC Contribution,011,C00766428,Julia Letlow For Congress,H2LA05126,Letlow,Julia,,Rep.,,H,LA,05,,,,,,,,PAC Contribution
SB23,C00039578,48554996,,,CCM,Moulton For Congress,,,,,,PO Box 2013,,Salem,MA,01970,P2024,,2023-04-03,2500.00,0.00,PAC Contribution,011,C00547240,Moulton For Congress,H4MA06090,Moulton,Seth,,Rep.,,H,MA,06,,,,,,,,PAC Contribution
SB23,C00039578,48554997,,,CCM,Lucas For Congress,,,,,,PO Box 1726,,Oklahoma City,OK,73101,P2024,,2023-04-03,5000.00,0.00,PAC Contribution,011,C00287912,Lucas For Congress,H4OK06056,Lucas,Frank,D.,Rep.,,H,OK,03,,,,,,,,PAC Contribution
SB23,C00039578,48554998,,,CCM,Scalise For Congress,,,,,,317 15th Street NE,,Washington,DC,20002,P2024,,2023-04-03,5000.00,0.00,PAC Contribution,011,C00394957,Scalise For Congress,H0LA01087,Scalise,Steve,,Rep.,,H,LA,01,,,,,,,,PAC Contribution
SB23,C00039578,48555000,,,CCM,Womack For Congress Committee,,,,,,PO Box 508,,Rogers,AR,72757,P2024,,2023-04-03,2500.00,0.00,PAC Contribution,011,C00477745,Womack For Congress Committee,H0AR03055,Womack,Stephen,A.,Rep.,,H,AR,03,,,,,,,,PAC Contribution
SB23,C00039578,48555009,,,CCM,Himes For Congress,,,,,,"857 Post Road, #312",,Fairfield,CT,06824,C2024,Convention2024,2023-04-04,2500.00,0.00,PAC Contribution,011,C00434191,Himes For Congress,H8CT04172,Himes,Jim,A.,Rep.,,H,CT,04,,,,,,,,PAC Contribution
