form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00291799,SB23.4877,,,CCM,Blake Moore For Congress,,,,,,358 S. 700 East,Suite B505,Salt Lake City,UT,84102,G2024,,2024-07-25,1500.00,,Contribution,,,Blake Moore For Congress,,,,,,,H,UT,01,,,,,,,,
SB23,C00291799,SB23.4882,,,CCM,Blake Moore For Congress,,,,,,358 S. 700 East,Suite B505,Salt Lake City,UT,84102,G2024,,2024-09-10,2500.00,,Contribution,,,Blake Moore For Congress,,,,,,,H,UT,01,,,,,,,,
SB23,C00291799,SB23.4858,,,CCM,Celeste For Congress,,,,,,PO Box 2410,,Cedar City,UT,84721,G2024,,2024-07-15,1500.00,,Contribution,,,Celeste For Congress,,,,,,,H,UT,02,,,,,,,,
SB23,C00291799,SB23.4864,,,CCM,Cole for Congress,,,,,,PO Box 722256,,Norman,OK,73070,G2024,,2024-07-16,1500.00,,Contribution,,,Cole for Congress,,,,,,,H,OK,04,,,,,,,,
SB23,C00291799,SB23.4881,,,CCM,David Rouzer for Congress,,,,,,PO Box 3142,,Wilmington,NC,28406,G2024,,2024-07-30,3500.00,,Contribution,,,David Rouzer for Congress,,,,,,,H,NC,07,,,,,,,,
SB23,C00291799,SB23.4883,,,CCM,Elise for Congress,,,,,,PO Box 500,,Glen Falls,NY,12801,G2024,,2024-09-26,1500.00,,Contribution,,,Elise for Congress,,,,,,,H,NY,21,,,,,,,,
SB23,C00291799,SB23.4867,,,CCM,Guy for Congress,,,,,,PO Box 23177,,Pittsburgh,PA,16222,G2024,,2024-07-16,1500.00,,Contribution,,,Guy for Congress,,,,,,,H,PA,14,,,,,,,,
SB23,C00291799,SB23.4871,,,CCM,John Curtis for UT,,,,,,PO Box 296,,Provo,UT,84603,G2024,,2024-07-23,2500.00,,Contribution,,,John Curtis for UT,,,,,,,S,UT,,,,,,,,,
SB23,C00291799,SB23.4854,,,CCM,Mario Diaz-Balart for Congress,,,,,,8724 SW 72nd St.,#420,Miami,FL,331733512,G2024,,2024-07-10,1500.00,,Contribution,,,,,,,,,,H,FL,26,,,,,,,,
SB23,C00291799,SB23.4870,,,CCM,Ron Estes for Congress,,,,,,220 W Windsor Ave,,Alexandria,VA,22301,G2024,,2024-07-18,1500.00,,Contribution,,,Ron Estes for Congress,,Estes,Ron,,,,H,VA,04,,,,,,,,
SB23,C00291799,SB23.4874,,,CCM,Smucker for Congress,,,,,,824 S. Milledge Ave.,Suite 101,Athens,GA,30605,G2024,,2024-07-23,1500.00,,Contribution,,,Smucker for Congress,,,,,,,H,PA,11,,,,,,,,
SB23,C00291799,SB23.4861,,,CCM,Texans For Jody Arrington,,,,,,PO Box 6687,,Lubbock,TX,794936687,G2024,,2024-07-16,1500.00,,Contribution,,,,,,,,,,H,TX,19,,,,,,,,
SB23,C00291799,SB23.4880,,,CCM,Wallberg for Congress,,,,,,PO Box 1362,,Jackson,MI,49204,G2024,,2024-07-29,2500.00,,Contribution,,,Wallberg for Congress,,Wallberg,Tim,,,,H,MI,07,,,,,,,,
