form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00550491,SB23-EX3762,,,CCM,Robert Aderholt For Congress,,,,,,Po Box 1158,,Haleyville,AL,35565,P2024,,2023-04-26,1000.00,0.00,Contribution,011,C00313247,Robert Aderholt For Congress,H6AL04098,Aderholt,Robert B. Rep.,,,,H,AL,04,,,,,,,,Contribution
SB23,C00550491,SB23-EX3765,,,CCM,Robert Aderholt For Congress,,,,,,Po Box 1158,,Haleyville,AL,35565,P2024,,2023-05-08,500.00,0.00,Contribution,011,C00313247,Robert Aderholt For Congress,H6AL04098,Aderholt,Robert B. Rep.,,,,H,AL,04,,,,,,,,Contribution
SB23,C00550491,SB23-EX3770,,,CCM,Robert Aderholt For Congress,,,,,,Po Box 1158,,Haleyville,AL,35565,P2024,,2023-05-22,1500.00,0.00,Contribution,011,C00313247,Robert Aderholt For Congress,H6AL04098,Aderholt,Robert B. Rep.,,,,H,AL,04,,,,,,,,Contribution
SB23,C00550491,SB23-EX3750,,,CCM,Steve Cohen For Congress,,,,,,349 Kenilworth,,Memphis,TN,38112,P2024,,2023-01-13,1000.00,0.00,Contribution,011,C00422980,Steve Cohen For Congress,H6TN09068,Cohen,Stephen Ira,,,,H,TN,09,,,,,,,,Contribution
SB23,C00550491,SB23-EX3763,,,CCM,Steve Daines For Montana,,,,,,519 Oxford Drive,,Bozeman,MT,59715,P2026,,2023-04-26,2500.00,0.00,Contribution,011,C00491357,Steve Daines For Montana,S2MT00096,Daines,Steven,,,,S,MT,,,,,,,,,Contribution
SB23,C00550491,SB23-EX3768,,,CCM,Virginia Foxx For Congress,,,,,,11468 Nc Hwy 105,,Banner Elk,NC,28604,P2024,,2023-05-09,2500.00,0.00,Contribution,011,C00386748,Virginia Foxx For Congress,H4NC05146,Foxx,Virginia Ann,,,,H,NC,05,,,,,,,,Contribution
SB23,C00550491,SB23-EX3769,,,CCM,Kay Granger Campaign Fund,,,,,,715 Jones Street Suite 101,,Fort Worth,TX,76102,P2024,,2023-05-18,1500.00,0.00,Contribution,011,C00310532,Kay Granger Campaign Fund,H6TX12060,Granger,Kay,,,,H,TX,12,,,,,,,,Contribution
SB23,C00550491,SB23-EX3755,,,CCM,Nevadans For Steven Horsford,,,,,,PO BOX 336664,,North Las Vegas,NV,89033,P2024,,2023-03-06,1500.00,0.00,Contribution,011,C00668228,Nevadans For Steven Horsford,H2NV04011,Horsford,Steven Alexzander,,,,H,NV,04,,,,,,,,Contribution
SB23,C00550491,SB23-EX3758,,,CCM,Friends Of Dan Kildee,,,,,,6450 Flagstone Ct.,,Flushing,MI,48433,P2024,,2023-03-22,1500.00,0.00,Contribution,011,C00499947,Friends Of Dan Kildee,H2MI05119,Kildee,Daniel T.,,,,H,MI,05,,,,,,,,Contribution
SB23,C00550491,SB23-EX3752,,,CCM,Jason Smith For Congress,,,,,,Po Box 1324,,Cape Girardeau,MO,63702,P2024,,2023-02-01,2000.00,0.00,Contribution,011,C00541862,Jason Smith For Congress,H4MO08162,Smith,Jason,,,,H,MO,08,,,,,,,,Contribution
