form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00007880,5580252,,,CCM,McClellan For Congress,,,,,,PO Box 818,,Richmond,VA,23218,S2023,Special-General2023,2023-01-11,5000.00,0.00,,011,C00829812,McClellan For Congress,H4VA04066,McClellan,Jennifer,,Sen.,,H,VA,04,,,,,,,,
SB23,C00007880,5593048,,,CCM,Jd Vance For Senate Inc.,,,,,,PO Box 6564,,Cincinnati,OH,45206,O2022,2022 General Debt Re,2023-01-18,5000.00,0.00,,011,C00783142,Jd Vance For Senate Inc.,S2OH00436,Vance,J.D.,,Sen.,,S,OH,,,,,,,,,
SB23,C00007880,5595191,,,CCM,Schiff For Senate,,,,,,"777 S. Figueroa Street, Suite 4050",,Los Angeles,CA,90017,P2024,,2023-01-23,5000.00,0.00,,011,C00343871,Schiff For Senate,H0CA27085,Schiff,Adam,,Rep.,,H,CA,30,,,,,,,,
SB23,C00007880,5595226,,,PTY,Democratic Senatorial Campaign Committee,,,,,,"120 Maryland Avenue, NE",,Washington,DC,20002,,,2023-01-25,30000.00,0.00,,011,C00042366,,,,,,,,,,,,,,,,,,
SB23,C00007880,5595227,,,PTY,Democratic Congressional Campaign Committee,,,,,,"430 South Capitol St., SE",,Washington,DC,20003,,,2023-01-25,30000.00,0.00,,011,C00000935,,,,,,,,,,,,,,,,,,
SB23,C00007880,5595228,,,PTY,National Republican Senatorial Committee,,,,,,"425 Second Street, NE",,Washington,DC,20002,,,2023-01-25,30000.00,0.00,,011,C00027466,,,,,,,,,,,,,,,,,,
SB23,C00007880,5595229,,,PTY,National Republican Congressional Committee,,,,,,"320 First Street, SE",,Washington,DC,20003,,,2023-01-25,30000.00,0.00,,011,C00075820,,,,,,,,,,,,,,,,,,
SB23,C00007880,5595719,,,CCM,Hoyer For Congress,,,,,,4201 Northview Drive,Suite 220,Bowie,MD,20716,P2024,,2023-01-24,5000.00,0.00,,011,C00140715,Hoyer For Congress,H2MD05155,Hoyer,Steny,,Rep.,,H,MD,05,,,,,,,,
SB23,C00007880,5595720,,,CCM,Dutch Ruppersberger For Congress Committee,,,,,,P.O. Box 231,,Lutherville,MD,21094,P2024,,2023-01-24,1000.00,0.00,,011,C00376673,Dutch Ruppersberger For Congress Committee,H2MD02160,Ruppersberger,Dutch,,Rep.,III,H,MD,02,,,,,,,,
SB23,C00007880,5597173,,,CCM,Elissa Slotkin For Congress,,,,,,PO Box 4145,,East Lansing,MI,48826,P2024,,2023-01-26,5000.00,0.00,,011,C00650150,Elissa Slotkin For Congress,H8MI08102,Slotkin,Elissa,,Rep.,,H,MI,07,,,,,,,,
