form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00271338,500531480,,,PAC,CHC BOLD PAC,,,,,,PO Box 33079,,Washington,DC,200330079,,,2024-09-20,5000.00,0.00,2024 Contribution,,C00365536,CHC BOLD PAC,,,,,,,,,,,,,,,,,
SB23,C00271338,500534031,,,PAC,Women Vote,,,,,,1800 M St NW,Ste 375N,Washington,DC,200365862,,,2024-09-30,500000.00,0.00,Contribution,,C00473918,Women Vote,,,,,,,,,,,,,,,,,
SB23,C00271338,500534032,,,CCM,Whitney Fox for Congress,,,,,,PO Box 49344,,Saint Petersburg,FL,337439344,G2024,,2024-09-30,5000.00,0.00,Contribution,,C00854307,,,Fox,Whitney,,,,H,FL,13,,,,,,,,
SB23,C00271338,500533262,,,CCM,Brittany Pettersen for Colorado,,,,,,PO Box 150887,,Denver,CO,802150887,G2024,,2024-09-27,5000.00,0.00,Contribution,,C00637215,,,Pettersen,Brittany Louise,,,,H,CO,07,,,,,,,,
SB23,C00271338,500534123,,,CCM,Virgin Islands for Plaskett,,,,,,PO Box 1006,,Frederiksted,VI,008411006,G2024,,2024-09-30,5000.00,0.00,Contribution,,C00528182,,,Plaskett,Stacey,,,,H,VI,00,,,,,,,,
SB23,C00271338,500534033,,,CCM,Amish for Arizona,,,,,,PO Box 7070,,Phoenix,AZ,850117070,G2024,,2024-09-30,5000.00,0.00,Contribution,,C00836502,,,Shah,Amish,,Dr.,,H,AZ,01,,,,,,,,
SB23,C00271338,500534124,,,CCM,Maggie for Congress,,,,,,131 Daniel Webster Hwy,# 949,Nashua,NH,030605224,G2024,,2024-09-30,5000.00,0.00,Contribution,,C00878454,,,Goodlander,Maggie,,,,H,NH,02,,,,,,,,
SB23,C00271338,500534034,,,CCM,Marlinga for Congress,,,,,,155 S Main St,Unit 46232,Mount Clemens,MI,480467762,G2024,,2024-09-30,5000.00,0.00,Contribution,,C00807727,,,Marlinga,Carl,,,,H,MI,10,,,,,,,,
SB23,C00271338,500532247,,,CCM,Suhas for Virginia,,,,,,PO Box 302,,Ashburn,VA,201460302,G2024,,2024-09-24,5000.00,0.00,Contribution,,C00856963,,,Subramanyam,Suhas,,,,H,VA,10,,,,,,,,
SB23,C00271338,500531197,,,PAC,HMP,,,,,,1032 15th St NW,Ste 247,Washington,DC,200051502,,,2024-09-19,1000000.00,0.00,Contribution,,C00495028,HMP,,,,,,,,,,,,,,,,,
SB23,C00271338,500529428,,,CCM,Shelia Jackson Lee for Congress,,,,,,4412 Almeda Rd,,Houston,TX,770044902,P2024,,2024-09-16,-5000.00,0.00,Void of 2/2024 Disbursement,,C00287904,,,Jackson Lee,Sheila,,,,H,TX,18,,,,,,,,
