form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00577288,SB21B.5084,,,ORG,CM&Co LLC,,,,,,PO Box 97275,,Raleigh,NC,27624,,,2023-03-15,646.80,,PAC Accounting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00577288,SB21B.5101,,,ORG,CM&Co LLC,,,,,,PO Box 97275,,Raleigh,NC,27624,,,2023-04-24,669.23,,PAC Accounting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00577288,SB21B.5048,,,ORG,First Citizens Card Services,,,,,,PO Box 63001,,Charlotte,NC,28263,,,2023-01-30,2415.95,,PAC Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB21B,C00577288,SB21B.5048.3,SB21B.5048,SB21B,ORG,Enterprise Rent-A-Car,,,,,,600 Corporate Park Drive,,St Louis,MO,63105,,,2023-01-30,260.37,,PAC Transportation,,,,,,,,,,,,,,,,,,,X,
SB21B,C00577288,SB21B.5048.10,SB21B.5048,SB21B,ORG,Delta Airlines,,,,,,1030 Delta Blvd,,Atlanta,GA,30320,,,2023-01-30,533.20,,PAC Airfare,,,,,,,,,,,,,,,,,,,X,
SB21B,C00577288,SB21B.5048.16,SB21B.5048,SB21B,ORG,Delta Airlines,,,,,,1030 Delta Blvd,,Atlanta,GA,30320,,,2023-01-30,1329.20,,PAC Airfare,,,,,,,,,,,,,,,,,,,X,
SB21B,C00577288,SB21B.5078,,,ORG,First Citizens Card Services,,,,,,PO Box 63001,,Charlotte,NC,28263,,,2023-02-27,206.10,,PAC Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB21B,C00577288,SB21B.5086,,,ORG,First Citizens Card Services,,,,,,PO Box 63001,,Charlotte,NC,28263,,,2023-03-30,697.91,,PAC Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB21B,C00577288,SB21B.5086.0,SB21B.5086,SB21B,ORG,American Airlines,,,,,,1 Skyview Dr,,Fort Worth,TX,76155,,,2023-03-30,550.00,,PAC Airfare,,,,,,,,,,,,,,,,,,,X,
SB21B,C00577288,SB21B.5086.1,SB21B.5086,SB21B,ORG,Davis and Son Tobacconist,,,,,,3807 Oleander Drive,,Wilmington,NC,28403,,,2023-03-30,107.91,,PAC Event Expenses,,,,,,,,,,,,,,,,,,,X,
SB21B,C00577288,SB21B.5102,,,ORG,First Citizens Card Services,,,,,,PO Box 63001,,Charlotte,NC,28263,,,2023-04-28,220.63,,PAC Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB21B,C00577288,SB21B.5102.0,SB21B.5102,SB21B,ORG,Davis and Son Tobacconist,,,,,,3807 Oleander Drive,,Wilmington,NC,28403,,,2023-04-28,220.63,,PAC Event Supplies,,,,,,,,,,,,,,,,,,,X,
SB21B,C00577288,SB21B.5106,,,ORG,First Citizens Card Services,,,,,,PO Box 63001,,Charlotte,NC,28263,,,2023-05-30,224.88,,PAC Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB21B,C00577288,SB21B.5046,,,ORG,"The Ford Firm, PLLC",,,,,,PO Box 377,,Wake Forest,NC,27588,,,2023-01-10,216.75,,PAC Accounting Services,,,,,,,,,,,,,,,,,,,,
