form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00274944,SB23.62797,,,CCM,BLAKE MOORE FOR CONGRESS,,,,,,3213 DUKE STREET,SUITE 700,ALEXANDRIA,VA,22314,P2024,,2024-02-14,1000.00,,,,C00738872,,,,,,,,H,UT,01,,,,,,,,
SB23,C00274944,SB23.62798,,,PAC,CHC BOLD PAC,,,,,,ATTN:EMILY LEE,PO BOX 15096,WASHINGTON,DC,20003,O2024,OTHER,2024-02-14,5000.00,,,,C00365536,,,,,,,,,,,,,,,,,,
SB23,C00274944,SB23.62799,,,CCM,DAVIS FOR CONGRESS,,,,,,"660 PENNSYLVANIA AVENUE, SE",SUITE 202,WASHINGTON,DC,20003,G2024,,2024-02-14,1000.00,,,,C00172619,,,,,,,,H,IL,07,,,,,,,,
SB23,C00274944,SB23.62800,,,CCM,DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE,,,,,,120 MARYLAND AVENUE NE,Attn:Kevin Boland,WASHINGTON,DC,20002,O2024,OTHER,2024-02-14,5000.00,,,,C00042366,,,,,,,,,,,,,,,,,,
SB23,C00274944,SB23.62801,,,CCM,DR. KIM SCHRIER FOR CONGRESS,,,,,,"499 South Capitol Street, SW",Suite 420,Washington,DC,20003,G2024,,2024-02-14,2500.00,,,,C00652628,,,,,,,,H,WA,08,,,,,,,,
SB23,C00274944,SB23.62802,,,CCM,DR JOHN JOYCE FOR CONGRESS,,,,,,5827 COLFAX,C/O 814 CONSULTING,ALEXANDRIA,VA,22311,G2024,,2024-02-14,1000.00,,,,C00674259,,,,,,,,H,PA,13,,,,,,,,
SB23,C00274944,SB23.62803,,,CCM,GUTHRIE FOR CONGRESS,,,,,,814 CONSULTING,5827 COLFAX AVE,ALEXANDRIA,VA,22311,P2024,,2024-02-14,1000.00,,,,C00445023,,,,,,,,H,KY,02,,,,,,,,
SB23,C00274944,SB23.62804,,,PAC,HEARTLAND VALUES PAC,,,,,,P.O. BOX 505,,SIOUX FALLS,SD,57101,O2024,OTHER,2024-02-14,5000.00,,,,C00409003,,,,,,,,,,,,,,,,,,
SB23,C00274944,SB23.62806,,,CCM,MULLIN FOR AMERICA,,,,,,"439 NEW JERSEY AVE, SE",,WASHINGTON,DC,20003,P2024,,2024-02-14,2500.00,,,,C00498345,,,,,,,,H,OK,02,,,,,,,,
SB23,C00274944,SB23.62807,,,PAC,NATIONAL REPUBLICAN SENATORIAL COMMITTEE,,,,,,425 SECOND STREET NE,.,WASHINGTON,DC,20002,O2024,OTHER,2024-02-14,5000.00,,,,C00027466,,,,,,,,,,,,,,,,,,
SB23,C00274944,SB23.62808,,,CCM,TEXANS FOR JODEY ARRINGTON,,,,,,"439 NEW JERSEY AVENUE, SE",,WASHINGTON,DC,20003,P2024,,2024-02-14,1000.00,,,,C00588657,,,,,,,,H,TX,19,,,,,,,,
SB23,C00274944,SB23.62809,,,PAC,TUESDAY GROUP/RG2 PAC,,,,,,"124 16TH STREET, SE",ENDICOTT GROUP,WASHINGTON,DC,20003,O2024,OTHER,2024-02-14,5000.00,,,,C00433060,,,,,,,,,,,,,,,,,,
