form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00656132,B-1114,,,CCM,Dr Kim Schrier for Congress,,,,,,3020 Issaquah Pine Lake Rd SE,Box 331,Sammamish,WA,98075,P2024,,2023-09-01,1000.00,1000.00,Contribution,011,C00652628,Dr Kim Schrier for Congress,H8WA08189,Schrier,Kim,,DR.,,H,WA,08,,,,,,,,
SB23,C00656132,B-1112,,,CCM,Landsman for Congress,,,,,,P.o. Box 413,,Cincinnati,OH,45201,P2024,,2023-09-01,1000.00,1000.00,Contribution,011,C00800276,Landsman for Congress,H2OH01194,Landsman,Greg,,,,H,OH,01,,,,,,,,
SB23,C00656132,B-1113,,,CCM,Sharice for Congress,,,,,,13851 W. 63rd St.,Num 303,Shawnee,KS,66216,P2024,,2023-09-01,1000.00,1000.00,Contribution,011,C00670034,Sharice for Congress,H8KS03155,Davids,Sharice,,,,H,KS,03,,,,,,,,
SB23,C00656132,B-1157,,,CCM,Andrea Salinas for Oregon,,,,,,PO Box 0985,,Tigard,OR,97223,P2024,,2023-09-27,1000.00,1000.00,Contribution,011,C00793703,Andrea Salinas for Oregon,H2OR06066,Salinas,Andrea,,,,H,OR,06,,,,,,,,
SB23,C00656132,B-1155,,,CCM,Caraveo for Congress,,,,,,PO Box 953,,Eastlake,CO,80614,P2024,,2023-09-27,1000.00,1000.00,Contribution,011,C00787788,Caraveo for Congress,H2CO08020,Caraveo,Yadira,,,,H,CO,08,,,,,,,,
SB23,C00656132,B-1169,,,CCM,Cartwright for Congress,,,,,,PO Box 414,,Scranton,PA,18501,P2024,,2023-09-27,1000.00,1000.00,Contribution,011,C00509968,Cartwright for Congress,H2PA17079,Cartwright,Matt,,,,H,PA,08,,,,,,,,
SB23,C00656132,B-1181,,,CCM,Chris Pappas for Congress,,,,,,PO Box 313,,Manchester,NH,03105,P2024,,2023-09-27,1000.00,1000.00,Contribution,011,C00660464,Chris Pappas for Congress,H8NH01210,Pappas,Chris,,,,H,NH,01,,,,,,,,
SB23,C00656132,B-1148,,,CCM,Cisneros for Congress,,,,,,P.o. Box 2502,,Covina,CA,91722,P2024,,2023-09-27,2000.00,2000.00,Contribution,011,C00650648,Cisneros for Congress,H8CA39174,Cisneros,Gilbert,,,,H,CA,39,,,,,,,,
SB23,C00656132,B-1165,,,CCM,Friends of Dan Kildee,,,,,,P.o. Box 248,,Flint,MI,48501,P2024,,2023-09-27,1000.00,1000.00,Contribution,011,C00499947,Friends of Dan Kildee,H2MI05119,Kildee,Daniel,T.,,,H,MI,05,,,,,,,,
SB23,C00656132,B-1154,,,CCM,Gabe Vasquez for Congress,,,,,,Drawer L,,Mesilla,NM,88046,P2024,,2023-09-27,1000.00,1000.00,Contribution,011,C00789404,Gabe Vasquez for Congress,H2NM02191,Vasquez,Gabriel,,,,H,NM,02,,,,,,,,
