form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00001636,SB23.84744,,,ORG,Adelante Strategies Inc,,,,,,415 New Jersey Avenue SE #1,c/o The Conard Group,Washington,DC,20003,,,2024-06-06,15000.00,,BOLD Night (Honoring Latinos in Gov) at 2024 DNC,,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.84795,,,PAC,ALL IN PAC,,,,,,"660 Pennsylvania Ave. SE, Suite 20",,Washington,DC,20003,,,2024-06-13,2500.00,,Rep. Allred Leadership PAC,,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.84844,,,CCM,Colin Van Ostern for Congress,,,,,,P.O. Box 4087,,Concord,NH,03302,P2024,,2024-06-21,2500.00,,"House, NH, 2 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.84732,,,PAC,Dirigo PAC,,,,,,1020 North Fairfax Street Suite 20,,Alexandria,VA,22314,,,2024-06-06,2500.00,,Senator Collins Leadership PAC,,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.84740,,,CCM,Friends of Hilary Franz,,,,,,412 First Street SE Ste 100,,Washington,DC,20003,P2024,,2024-06-06,1000.00,,"House, WA, 6 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.84741,,,CCM,Huffman for Congress,,,,,,"228 2nd Street, SE",,Washington,DC,20003,G2024,,2024-06-06,1500.00,,"House, CA, 2 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.84742,,,PAC,Puget PAC,,,,,,P.O. Box 636,,Annandale,VA,22003,,,2024-06-06,2500.00,,Rep Larsen Leadership PAC,,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.84734,,,PAC,Republican Party of Texas/ RPT,,,,,,P.O. Box 2206,,Austin,TX,78768,,,2024-06-06,2500.00,,Republican Party of Texas/ RPT Victory Fund,,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.84799,,,CCM,Salazar for Congress,,,,,,8616 Buckboard Drive,,Alexandria,VA,22308,P2024,,2024-06-13,1000.00,,"House, FL, 27 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.84736,,,PAC,Storm PAC,,,,,,P.O. Box 1172,,Moline,IL,61265,,,2024-06-06,2500.00,,Rep Sorsensen Leadership PAC,,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.84798,,,PAC,Summitt PAC,,,,,,6129 Long Meadow Road,,McLean,VA,22101,,,2024-06-13,2500.00,,Rep. Craig Leadership PAC,,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.84797,,,CCM,The Markey Committee,,,,,,328 Massachusetts Ave NE,,Washington,DC,20002,P2026,,2024-06-13,2500.00,,"Senate, MA",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.84738,,,PAC,Wolverine PAC,,,,,,P.O. Box 636,,Annandale,VA,22003,,,2024-06-06,1000.00,,Rep Dingell Leadership PAC,,,,,,,,,,,,,,,,,,,,
