form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00177469,EB355762,,,CCM,Armstrong for Congress,,,,,,"1515 Burnt Boat Dr., Box 112",,Bismarck,ND,58503,P2024,,2023-06-20,1000.00,,,011,C00670547,Armstrong for Congress,,Armstrong,Kelly,,,,H,ND,,,,,,,,,
SB23,C00177469,EB355753,,,COM,Building Relationships in Diverse Geographic Environments PAC (BRIDGE PAC),,,,,,"499 S. Capitol St. SW, Ste. 420",,Washington,DC,20003,,,2023-06-15,5000.00,,,011,C00399196,Building Relationships in Diverse Geographic Environments PAC (BRIDGE PAC),,PAC,Leadership,,,,,,,,,,,,,,
SB23,C00177469,EB355746,,,COM,Diana DeGette for Congress,,,,,,P.O. Box 61337,,Denver,CO,80206,P2024,,2023-06-14,1000.00,,,011,C00311639,Diana DeGette for Congress,,DeGette,Diana,,,,H,CO,01,,,,,,,,
SB23,C00177469,EB355754,,,COM,Dr. Raul Ruiz for Congress,,,,,,P.O. Box 1566,,Indio,CA,92202,P2024,,2023-06-15,2500.00,,,011,C00502575,Dr. Raul Ruiz for Congress,,Ruiz,Raul,,,,H,CA,25,,,,,,,,
SB23,C00177469,EB355763,,,COM,Emmer for Congress,,,,,,P.O. Box 279,,Elk River,MN,55330,P2024,,2023-06-20,1000.00,,,011,C00545749,Emmer for Congress,,Jr.,Thomas Earl Emmer,,,,H,MN,06,,,,,,,,
SB23,C00177469,EB355739,,,COM,Forever Youth Organization Utilizing a New Generation PAC,,,,,,9460 Tegner Road,,Hilmar,CA,95324,,,2023-06-14,5000.00,,,011,C00683508,Forever Youth Organization Utilizing a New Generation PAC,,PAC,Leadership,,,,,,,,,,,,,,
SB23,C00177469,EB355764,,,COM,Friends of Bennie Thompson,,,,,,P.O. Box 100,,Bolton,MS,39041,P2024,,2023-06-20,1000.00,,,011,C00279851,Friends of Bennie Thompson,,Thompson,Bennie,,,,H,MS,02,,,,,,,,
SB23,C00177469,EB355740,,,CCM,Friends of Glenn Thompson,,,,,,400 N. Michael Street,,St. Mary's,PA,15857,P2024,,2023-06-14,1000.00,,,011,C00444620,Friends of Glenn Thompson,,Thompson,Glenn,,,,H,PA,15,,,,,,,,
SB23,C00177469,EB355765,,,COM,Friends of Jim Clyburn,,,,,,P.O. Box 12567,,Columbia,SC,29211,P2024,,2023-06-20,1000.00,,,011,C00255562,Friends of Jim Clyburn,,Clyburn,James,,,,H,SC,06,,,,,,,,
SB23,C00177469,EB355766,,,COM,Garret Graves for Congress,,,,,,P.O. Box 64845,,Baton Rouge,LA,70896,P2024,,2023-06-20,1000.00,,,011,C00558486,Garret Graves for Congress,,Graves,Garret,,,,H,LA,06,,,,,,,,
SB23,C00177469,EB355755,,,COM,Generation Go Leadership PAC,,,,,,600 Pennsylvania Ave. SE,#15180,Washington,DC,20003,,,2023-06-15,2500.00,,,011,C00683250,Generation Go Leadership PAC,,PAC,Leadership,,,,,,,,,,,,,,
SB23,C00177469,EB355767,,,CCM,Graves for Congress,,,,,,P.O. Box 201,,Platte City,MO,64079,P2024,,2023-06-20,1500.00,,,011,C00359034,Graves for Congress,,Graves,Sam,,,,H,MO,06,,,,,,,,
SB23,C00177469,EB355768,,,COM,Hoyer for Congress,,,,,,"1032 15th Street NW, Suite 247",,Washington,DC,20005,P2024,,2023-06-20,1500.00,,,011,C00140715,Hoyer for Congress,,Hoyer,Steny,,,,H,MD,05,,,,,,,,
SB23,C00177469,EB355747,,,COM,Hudson for Congress,,,,,,P.O. Box 1875,,Southern Pines,NC,28388,P2024,,2023-06-14,1000.00,,,011,C00504522,Hudson for Congress,,Hudson,Richard,,,,H,NC,09,,,,,,,,
SB23,C00177469,EB355748,,,COM,Huffman for Congress,,,,,,P.O. Box 664,,Petaluma,CA,94953,P2024,,2023-06-14,1000.00,,,011,C00536680,Huffman for Congress,,Huffman,Jared,,,,H,CA,02,,,,,,,,
SB23,C00177469,EB355756,,,COM,Johnson for Congress,,,,,,P.O. Box 906,,Marietta,OH,45750,P2024,,2023-06-15,1000.00,,,011,C00476820,Johnson for Congress,,Johnson,Bill,,,,H,OH,06,,,,,,,,
SB23,C00177469,EB355749,,,CCM,LaHood for Congress,,,,,,P.O. Box 10735,,Peoria,IL,61612,P2024,,2023-06-14,1000.00,,,011,C00575050,LaHood for Congress,,LaHood,Darin McKay,,,,H,IL,18,,,,,,,,
SB23,C00177469,EB355741,,,COM,Lobo PAC,,,,,,P.O. Box 25852,,Albuquerque,NM,87125,,,2023-06-14,5000.00,,,011,C00497073,Lobo PAC,,PAC,Leadership,,,,,,,,,,,,,,
SB23,C00177469,EB355757,,,COM,Martin Heinrich for Senate,,,,,,P. O. Box 25763,,Albuquerque,NM,87125,P2024,,2023-06-15,500.00,,,011,C00434563,Martin Heinrich for Senate,,Heinrich,Martin,,,,S,NM,,,,,,,,,
