form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00380675,500688596,,,CCM,Adam Gray for Congress,,,,,,400 Capitol Mall,Ste 1545,Sacramento,CA,958144434,G2024,,2024-10-16,1000.00,0.00,general contribution,,,,H2CA13115,Gray,Adam,,,,H,CA,13,,,,,,,,
SB23,C00380675,500688595,,,CCM,Amish for Arizona,,,,,,PO Box 7070,,Phoenix,AZ,850117070,G2024,,2024-10-16,1000.00,0.00,general contribution,,C00836502,,,Shah,Amish,,Dr.,,H,AZ,01,,,,,,,,
SB23,C00380675,500688584,,,CCM,Andrea Salinas for Oregon,,,,,,PO Box 230985,,Portland,OR,972810985,G2024,,2024-10-14,1000.00,0.00,general contribution,,C00793703,,,Salinas,Andrea,,,,H,OR,06,,,,,,,,
SB23,C00380675,500688585,,,CCM,Brittany Petterson for Colorado,,,,,,PO Box 150887,,Denver,CO,802150887,G2024,,2024-10-16,1000.00,0.00,general contribution,,C00637215,,,Petterson,Brittany,Louise,,,H,CO,07,,,,,,,,
SB23,C00380675,500688666,,,CCM,Caraveo for Congress,,,,,,PO Box 953,,Eastlake,CO,806140953,G2024,,2024-10-07,641.17,0.00,In-kind contribution: catering expenses for reception,,C00787788,,,Caraveo,Yadira,,Dr.,,H,CO,08,,,,,,,X,These expenses are memoed in this report as a debt and will be paid in next reporting period.
SB23,C00380675,500688588,,,CCM,Committee to Elect Jared Golden,,,,,,PO Box 7108,,Lewiston,ME,042437108,G2024,,2024-10-16,1000.00,0.00,general contribution,,C00653816,,,Golden,Jared,,,,H,ME,02,,,,,,,,
SB23,C00380675,500688594,,,CCM,Committee to Elect Shomari Figures,,,,,,PO Box 40910,,Mobile,AL,366400910,G2024,,2024-10-16,1000.00,0.00,general contribution,,C00856237,,,Figures,Shomari,C,,,H,AL,02,,,,,,,,
SB23,C00380675,500688599,,,CCM,Derek Tran for Congress,,,,,,10441 Stanford Ave,Unit 395,Garden Grove,CA,928425222,G2024,,2024-10-16,1000.00,0.00,general contribution,,C00851790,,,Tran,Derek,,,,H,CA,45,,,,,,,,
SB23,C00380675,500688598,,,CCM,George Whitesides for Congress,,,,,,PO Box 221776,,Newhall,CA,913221776,G2024,,2024-10-16,1000.00,0.00,general contribution,,C00834028,,,Whitesides,George,,,,H,CA,27,,,,,,,,
SB23,C00380675,500688586,,,CCM,Josh Harder for Congress,,,,,,PO Box 4220,,Manteca,CA,953370004,G2024,,2024-10-16,1000.00,0.00,general contribution,,C00639146,,,Harder,Josh,,,,H,CA,09,,,,,,,,
SB23,C00380675,500688587,,,CCM,Nikki for Congress,,,,,,PO Box 5171,,Springfield,IL,627055171,G2024,,2024-10-16,1000.00,0.00,general contribution,,C00787812,,,Budzinski,Nikki,,,,H,IL,13,,,,,,,,
SB23,C00380675,500688597,,,CCM,Rudy Salas for Congress,,,,,,PO Box 42257,,Bakersfield,CA,933842257,G2024,,2024-10-16,1000.00,0.00,general contribution,,C00791756,,,Salas,Rudy,,,,H,CA,22,,,,,,,,
SB23,C00380675,500688590,,,CCM,Titus for Congress,,,,,,PO Box 72454,,Las Vegas,NV,891702454,G2024,,2024-10-16,1000.00,0.00,general contribution,,C00499467,,,Titus,Dina,,,,H,NV,01,,,,,,,,
SB23,C00380675,500688592,,,CCM,Val Hoyle for Congress,,,,,,PO Box 657,,Springfield,OR,974770116,G2024,,2024-10-16,1000.00,0.00,general contribution,,C00796144,,,Hoyle,Valerie,,,,H,OR,04,,,,,,,,
SB23,C00380675,500688593,,,CCM,Vicente Gonzalez for Congress,,,,,,PO Box 6270,,Brownsville,TX,785236270,G2024,,2024-10-16,1000.00,0.00,general contribution,,C00592659,,,Gonzalez,Vicente,,,,H,TX,34,,,,,,,,
