form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00507699,SB23.6957,,,CAN,,ARRINGTON,JODEY COOK,,,,3022 21ST ST,,LUBBOCK,TX,79493,G2024,,2024-09-27,2500.00,,NIADA PAC Contribution,,C00588657,TEXANS FOR JODEY ARRINGTON,,,,,,,H,TX,19,,,,,,,,
SB23,C00507699,SB23.6981,,,CAN,,Carter,Buddy,,,,200 E ST JULIAN ST SUITE 603,,Savannah,GA,31401,G2024,,2024-09-25,1500.00,,NIADA PAC Contribution,,C00543967,BUDDY CARTER FOR CONGRESS,,,,,,,H,GA,01,,,,,,,,
SB23,C00507699,SB23.6969,,,CAN,,Cruz,Ted,,,,"Lee Park Tower II,3626 N. Hall St.",,Dallas,TX,75219,G2024,,2024-09-25,5000.00,,NIADA PAC Contribution,,C00492785,Ted Cruz for Senate,,,,,,,S,TX,,,,,,,,,
SB23,C00507699,SB23.6977,,,CAN,,Fischbach,Michelle,,,,28 W 3rd St,,Litchfield,MN,55355,G2024,,2024-09-25,1500.00,,NIADA PAC Contribution,,,,H0MN07091,Fischbach,Michelle,,,,H,MN,07,,,,,,,,
SB23,C00507699,SB23.6973,,,CAN,,Gonzalez,Vincente,,,,"835 E. Levee St., Sixth Floor",,Brownsville,TX,78520,G2024,,2024-09-25,2500.00,,NIADA PAC Contribution,,C00592659,Vincente Gonzalez for US Senate,,,,,,,H,TX,34,,,,,,,,
SB23,C00507699,SB23.6980,,,CAN,,Griffith,Morgan,,,,2202 Rayburn HOB,,Washington,DC,20515,G2024,,2024-09-25,2500.00,,NIADA PAC Contribution,,C00477240,MORGAN GRIFFITH FOR CONGRESS,,,,,,,H,VA,09,,,,,,,,
SB23,C00507699,SB23.7064,,,CAN,,Johnson,Dusty,,,,1714 Longworth HOB,,Washington,DC,20515,G2024,,2024-09-30,5000.00,,NIADA PAC 2024 Contribution,,C00628917,Friends of Dusty Johnson,,,,,,,H,SD,,,,,,,,,
SB23,C00507699,SB23.6988,,,CAN,,Panetta,Jimmy,,,,304 Cannon House,,Washington,DC,20515,G2024,,2024-09-25,1500.00,,NIADA PAC Contribution,,C00592154,Jimmy Panetta for Congress,,,,,,,H,CA,19,,,,,,,,
SB23,C00507699,SB23.6962,,,CAN,,Peters,Scott,,,,"330 Encinitas Blvd., Ste. 101",,Encinitas,CA,92024,G2024,,2024-09-25,1500.00,,NIADA PAC Contribution,,C00503110,Scott Peters for Congress,,,,,,,H,CA,50,,,,,,,,
SB23,C00507699,SB23.6958,,,CAN,,Tuberville,Thomas,,,,"2101 Clinton Ave. SW, Suite 300",,Huntsville,AL,35805,G2024,,2024-09-25,5000.00,,NIADA PAC Contribution,,C00701672,,,,,,,,S,AL,00,,,,,,,,
SB23,C00507699,SB23.6965,,,CAN,,Womack,Steve,,,,866 North 12th Street,,Arkadelphia,AR,71923,G2024,,2024-09-25,2500.00,,NIADA PAC Contribution,,C00477745,Womack for Congress Committee,,,,,,,H,AR,03,,,,,,,,
