form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00790659,B-20428,,,PAC,Center Street PAC,,,,,,1858 Folkstone Rd,,Tallahassee,FL,32312,,,2023-04-04,24.55,,Squarespace expense,001,C00790659,Center Street PAC,,,,,,,,,,,,,,,,,
SB21B,C00790659,B-20429,,,PAC,Center Street PAC,,,,,,1858 Folkstone Rd,,Tallahassee,FL,32312,,,2023-04-04,1500.00,,Compliance Software,001,C00790659,Center Street PAC,,,,,,,,,,,,,,,,,
SB21B,C00790659,B-20430,,,PAC,Center Street PAC,,,,,,1858 Folkstone Rd,,Tallahassee,FL,32312,,,2023-04-10,294.63,,Website provider,001,C00790659,Center Street PAC,,,,,,,,,,,,,,,,,
SB21B,C00790659,B-20431,,,PAC,Center Street PAC,,,,,,1858 Folkstone Rd,,Tallahassee,FL,32312,,,2023-04-11,10100.00,,Contractor Payment - Nathan Gotsch,001,C00790659,Center Street PAC,,,,,,,,,,,,,,,,,
SB21B,C00790659,B-20432,,,PAC,Center Street PAC,,,,,,1858 Folkstone Rd,,Tallahassee,FL,32312,,,2023-04-14,100.00,,Bank Fee,001,C00790659,Center Street PAC,,,,,,,,,,,,,,,,,
SB21B,C00790659,B-20433,,,PAC,Center Street PAC,,,,,,1858 Folkstone Rd,,Tallahassee,FL,32312,,,2023-04-14,6.75,,Sales Tax,001,C00790659,Center Street PAC,,,,,,,,,,,,,,,,,
SB21B,C00790659,B-20434,,,PAC,Center Street PAC,,,,,,1858 Folkstone Rd,,Tallahassee,FL,32312,,,2023-04-18,2066.66,,IPost Email,001,C00790659,Center Street PAC,,,,,,,,,,,,,,,,,
SB21B,C00790659,B-20435,,,PAC,Center Street PAC,,,,,,1858 Folkstone Rd,,Tallahassee,FL,32312,,,2023-04-18,613.81,,Hubspot,001,C00790659,Center Street PAC,,,,,,,,,,,,,,,,,
SB21B,C00790659,B-20436,,,PAC,Center Street PAC,,,,,,1858 Folkstone Rd,,Tallahassee,FL,32312,,,2023-04-24,333.00,,Hubspot,001,C00790659,Center Street PAC,,,,,,,,,,,,,,,,,
SB21B,C00790659,B-20437,,,PAC,Center Street PAC,,,,,,1858 Folkstone Rd,,Tallahassee,FL,32312,,,2023-04-24,12.81,,,001,C00790659,Center Street PAC,,,,,,,,,,,,,,,,,
SB21B,C00790659,B-20438,,,PAC,Center Street PAC,,,,,,1858 Folkstone Rd,,Tallahassee,FL,32312,,,2023-05-09,24.55,,,001,C00790659,Center Street PAC,,,,,,,,,,,,,,,,,
SB21B,C00790659,B-20439,,,PAC,Center Street PAC,,,,,,1858 Folkstone Rd,,Tallahassee,FL,32312,,,2023-05-23,333.00,,IStock Subscription,001,C00790659,Center Street PAC,,,,,,,,,,,,,,,,,
SB21B,C00790659,B-20440,,,PAC,Center Street PAC,,,,,,1858 Folkstone Rd,,Tallahassee,FL,32312,,,2023-05-23,12.81,,,001,C00790659,Center Street PAC,,,,,,,,,,,,,,,,,
