form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00768408,500377808,,,CCM,CHRIS DELUZIO FOR CONGRESS,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,G2024,,2024-09-24,1000.00,0.00,Contribution,,C00787648,,,DELUZIO,CHRISTOPHER,,,,H,PA,17,,,,,,,,
SB23,C00768408,500377804,,,CCM,CHRIS PAPPAS FOR CONGRESS,,,,,,PO Box 313,,Manchester,NH,031050313,G2024,,2024-09-24,1000.00,0.00,Contribution,,C00660464,,,PAPPAS,CHRIS,,,,H,NH,01,,,,,,,,
SB23,C00768408,500377805,,,CCM,COMMITTEE TO ELECT JARED GOLDEN,,,,,,PO Box 7108,,Lewiston,ME,042437108,G2024,,2024-09-24,1000.00,0.00,Contribution,,C00653816,,,GOLDEN,JARED,,,,H,ME,02,,,,,,,,
SB23,C00768408,500377807,,,CCM,EMILIA SYKES FOR CONGRESS,,,,,,PO Box 1347,,Akron,OH,443091347,G2024,,2024-09-30,1300.00,0.00,Contribution,,C00801274,,,SYKES,EMILIA,,,,H,OH,13,,,,,,,,
SB23,C00768408,500377809,,,CCM,GABE VASQUEZ FOR CONGRESS,,,,,,PO Box L,,Mesilla,NM,880464612,G2024,,2024-09-24,1000.00,0.00,Contribution,,C00789404,,,VASQUEZ,GABRIEL,,,,H,NM,02,,,,,,,,
SB23,C00768408,500377810,,,CCM,GALLEGO FOR ARIZONA,,,,,,PO Box 1710,,Phoenix,AZ,850011710,G2024,,2024-09-24,1000.00,0.00,Contribution,,C00558627,,,GALLEGO,RUBEN,,,,H,AZ,03,,,,,,,,
SB23,C00768408,500377813,,,CCM,HERB CONAWAY FOR CONGRESS,,,,,,PO Box 493,,Willingboro,NJ,080460493,G2024,,2024-09-30,1000.00,0.00,Contribution,,C00859496,,,CONAWAY,HERB,MD,,,H,NJ,03,,,,,,,,
SB23,C00768408,500377811,,,CCM,HERTEL FOR MICHIGAN,,,,,,PO Box 16037,,Lansing,MI,489016037,G2024,,2024-09-30,3000.00,0.00,Contribution,,C00844480,,,HERTEL,CURTIS,JR.,,,H,MI,07,,,,,,,,
SB23,C00768408,500377806,,,CCM,JOSH HARDER FOR CONGRESS,,,,,,PO Box 4426,,Modesto,CA,953524426,G2024,,2024-09-24,1000.00,0.00,Contribution,,C00639146,,,HARDER,JOSH,,,,H,CA,09,,,,,,,,
SB23,C00768408,500377801,,,CCM,LANDSMAN FOR CONGRESS,,,,,,PO Box 413,,Cincinnati,OH,452010413,G2024,,2024-09-24,1000.00,0.00,Contribution,,C00800276,,,LANDSMAN,GREG,,,,H,OH,01,,,,,,,,
SB23,C00768408,500377814,,,CCM,MANNION FOR NEW YORK,,,,,,PO Box 11131,,Syracuse,NY,132181131,G2024,,2024-09-30,2000.00,0.00,Contribution,,C00845461,,,MANNION,JOHN,W,,,H,NY,22,,,,,,,,
SB23,C00768408,500377803,,,CCM,NEVADANS FOR STEVEN HORSFORD,,,,,,PO Box 336664,,North Las Vegas,NV,890336664,G2024,,2024-09-24,1000.00,0.00,Contribution,,C00668228,,,HORSFORD,STEVEN ALEXZANDER,,,,H,NV,04,,,,,,,,
SB23,C00768408,500377802,,,CCM,PAT RYAN FOR CONGRESS,,,,,,PO Box 2113,,Kingston,NY,124022113,G2024,,2024-09-24,1000.00,0.00,Contribution,,C00815290,,,RYAN,PATRICK,,,,H,NY,18,,,,,,,,
SB23,C00768408,500377812,,,CCM,WHITNEY FOX FOR CONGRESS,,,,,,PO Box 49344,,Saint Petersburg,FL,337439344,G2024,,2024-09-30,3000.00,0.00,Contribution,,C00854307,,,FOX,WHITNEY,,,,H,FL,13,,,,,,,,
