form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00128678,SB23.4367,,,CCM,AARON BEAN FOR CONGRESS,,,,,,2640A MITCHAM DRIVE,,TALLAHASSEE,FL,32308,G2024,,2023-04-20,1000.00,,campaign contribution,,C00816983,,,,,,,,H,FL,04,,,,,,,,
SB23,C00128678,SB23.4357,,,CCM,ANGUS KING FOR U.S. SENATE CAMPAIGN,,,,,,PO BOX 368,"114 MAINE STREET, SUITE 1",BRUNSWICK,ME,04011,G2024,,2023-05-01,1000.00,,campaign contribution,,C00516047,,,,,,,,S,ME,00,,,,,,,,
SB23,C00128678,SB23.4360,,,CCM,BUDDY CARTER FOR CONGRESS,,,,,,PO BOX 10570,,SAVANNAH,GA,31412,G2024,,2023-05-11,1500.00,,Campaign contribution,,C00543967,,,,,,,,H,GA,01,,,,,,,,
SB23,C00128678,SB23.4364,,,CCM,FRIENDS OF GLENN THOMPSON,,,,,,400 N. MICHAEL STREET,,ST. MARYS,PA,15857,G2024,,2023-06-26,1000.00,,Campaign contribution,,C00444620,,,,,,,,H,PA,15,,,,,,,,
SB23,C00128678,SB23.4353,,,CCM,FRIENDS OF MICHAEL GUEST,,,,,,POST OFFICE BOX 470,,BRANDON,MS,39043,G2024,,2023-04-19,1000.00,,campaign contribution,,C00665752,,,,,,,,H,MS,03,,,,,,,,
SB23,C00128678,SB23.4363,,,CCM,KELLY FOR CONGRESS,,,,,,5221-A CLIFF GOOKIN BLVD,,TUPELO,MS,38801,G2024,,2023-06-26,1000.00,,Campaign contribution,,C00573980,,,,,,,,H,MS,01,,,,,,,,
SB23,C00128678,SB23.4361,,,CCM,MIKE JOHNSON FOR LOUISIANA,,,,,,3337 N. HULLEN ST.,SUITE 301,METAIRIE,LA,70002,G2024,,2023-05-31,2000.00,,Campaign contribution,,C00608695,,,,,,,,H,LA,04,,,,,,,,
SB23,C00128678,SB23.4365,,,CCM,ROB WITTMAN FOR CONGRESS,,,,,,PO BOX 427,,ALEXANDRIA,VA,22313,G2024,,2023-06-27,1000.00,,Campaign contribution,,C00441014,,,,,,,,H,VA,01,,,,,,,,
SB23,C00128678,SB23.4354,,,CCM,SANFORD BISHOP FOR CONGRESS,,,,,,P O BOX 909,,COLUMBUS,GA,31902,G2024,,2023-04-20,1000.00,,campaign contribution,,C00266940,,,,,,,,H,GA,02,,,,,,,,
SB23,C00128678,SB23.4355,,,CCM,WICKER FOR SENATE,,,,,,PO BOX 64,,JACKSON,MS,39205,G2024,,2023-05-01,1000.00,,Campaign contribution,,C00443218,,,,,,,,S,MS,00,,,,,,,,
