form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00499020,SB21B.I5367,,,IND,,CARNOVALE,MATT,,,,1405 STAPLES STREET NORTHEAST,,WASHINGTON,DC,20002,,,2023-04-03,333.90,,REIMBURSEMENT (BELOW ITEMIZATION THRESHOLD),,,,,,,,,,,,,  ,,,,,,,
SB21B,C00499020,SB21B.I5369,SB21B.I5367,SB21B,ORG,DUNKIN',,,,,,130 ROYALL STREET,,CANTON,MA,02021,,,2023-04-01,45.17,,FOOD/BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00499020,SB21B.I5370,SB21B.I5367,SB21B,ORG,HETZ,,,,,,8501 WILLIAMS ROAD,,ESTERO,FL,33928,,,2023-04-01,113.48,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00499020,SB21B.I5371,SB21B.I5367,SB21B,ORG,LOU MARLATI'S,,,,,,15795 WEST BLUEMOUND ROAD,,BROOKFIELD,WI,53005,,,2023-03-31,42.50,,FOOD/BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00499020,SB21B.I5372,SB21B.I5367,SB21B,ORG,MANCHU WOK,,,,,,3852 IRVING MALL,,IRVING,TX,75062,,,2023-04-01,15.73,,FOOD/BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00499020,SB21B.I5373,SB21B.I5367,SB21B,ORG,MARRIOTT,,,,,,7750 WISCONSIN AVENUE,,BETHESDA,MD,20814,,,2023-04-01,41.34,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00499020,SB21B.I5374,SB21B.I5367,SB21B,ORG,MCDONALD'S,,,,,,110 NORTH CARPENTER STREET,STE 300,CHICAGO,IL,60607,,,2023-03-31,12.43,,FOOD/BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00499020,SB21B.I5375,SB21B.I5367,SB21B,ORG,PHILADELPHIA PARKING AUTHORITY,,,,,,9TH & FILBERT STREETS,,PHILADELPHIA,PA,19107,,,2023-04-01,56.00,,,,,,,,,,,,,,,  ,,,,,,X,TRAVEL
SB21B,C00499020,SB21B.I5368,SB21B.I5367,SB21B,ORG,WALMART,,,,,,702 SOUTHWEST 8TH STREET,,BENTONVILLE,AR,72716,,,2023-03-31,7.25,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00499020,SB21B.I5385,,,ORG,1892 LLC,,,,,,PO BOX 1832,,GALLATIN,TN,37066,,,2023-03-29,34900.00,,VOTER TELEPHONE CONTACT (NON-FEDERAL),,,,,,,,,,,,,  ,,,,,,,
SB21B,C00499020,SB21B.I5390,,,ORG,CANVASS AMERICA,,,,,,520 9TH STREET SOUTHEAST,,WASHINGTON,DC,20003,,,2023-03-28,16975.00,,CANVASSING (NON-FEDERAL IE),,,,,,,,,,,,,  ,,,,,,,
SB21B,C00499020,SB21B.I5391,,,ORG,CANVASS AMERICA,,,,,,520 9TH STREET SOUTHEAST,,WASHINGTON,DC,20003,,,2023-04-06,3115.00,,CANVASSING (NON-FEDERAL IE),,,,,,,,,,,,,  ,,,,,,,
SB21B,C00499020,SB21B.I5392,,,ORG,CANVASS AMERICA,,,,,,520 9TH STREET SOUTHEAST,,WASHINGTON,DC,20003,,,2023-05-26,24426.78,,CANVASSING (NON-FEDERAL IE),,,,,,,,,,,,,  ,,,,,,,
