form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00766204,SB21B.4345,,,ORG,Leech Tishman Fuscaldo & Lampl,,,,,,525 William Penn Place,Floor 28,Pittsburgh,PA,15219,,,2023-01-09,318.50,,Payment on Account,009,,,,,,,,,,,,,,,,,,,
SB21B,C00766204,SB21B.4348,,,ORG,Leech Tishman Fuscaldo & Lampl,,,,,,525 William Penn Place,Floor 28,Pittsburgh,PA,15219,,,2023-01-09,276.00,,Payment on Account,009,,,,,,,,,,,,,,,,,,,
SB21B,C00766204,SB21B.4350,,,ORG,Leech Tishman Fuscaldo & Lampl,,,,,,525 William Penn Place,Floor 28,Pittsburgh,PA,15219,,,2023-01-09,694.50,,Payment on Account,009,,,,,,,,,,,,,,,,,,,
SB21B,C00766204,SB21B.4352,,,ORG,Leech Tishman Fuscaldo & Lampl,,,,,,525 William Penn Place,Floor 28,Pittsburgh,PA,15219,,,2023-01-09,101.00,,Payment on Account,009,,,,,,,,,,,,,,,,,,,
SB21B,C00766204,SB21B.4353,,,ORG,Leech Tishman Fuscaldo & Lampl,,,,,,525 William Penn Place,Floor 28,Pittsburgh,PA,15219,,,2023-01-09,3157.00,,Payment on Account,009,,,,,,,,,,,,,,,,,,,
SB21B,C00766204,SB21B.4354,,,ORG,Leech Tishman Fuscaldo & Lampl,,,,,,525 William Penn Place,Floor 28,Pittsburgh,PA,15219,,,2023-01-09,330.00,,Payment on Account,009,,,,,,,,,,,,,,,,,,,
SB21B,C00766204,SB21B.4356,,,ORG,Leech Tishman Fuscaldo & Lampl,,,,,,525 William Penn Place,Floor 28,Pittsburgh,PA,15219,,,2023-01-09,2600.00,,Payment on Account,009,,,,,,,,,,,,,,,,,,,
SB21B,C00766204,SB21B.4355,,,ORG,Leech Tishman Fuscaldo & Lampl,,,,,,525 William Penn Place,Floor 28,Pittsburgh,PA,15219,,,2023-01-28,300.00,,Payment on Account,009,,,,,,,,,,,,,,,,,,,
SB21B,C00766204,SB21B.4347,,,ORG,Leech Tishman Fuscaldo & Lampl,,,,,,525 William Penn Place,Floor 28,Pittsburgh,PA,15219,,,2023-02-09,123.00,,Payment on Account,009,,,,,,,,,,,,,,,,,,,
SB21B,C00766204,SB21B.4329,,,ORG,NationBuilder,,,,,,P.O. Box 811428,,Los Angeles,CA,90081,,,2023-05-30,43.87,,Website Hosting,001,C00766204,AMERICA'S MAIN STREET PARTY,,,,,,,,,,,,,,,,,
SB21B,C00766204,SB21B.4332,,,ORG,NationBuilder,,,,,,P.O. Box 811428,,Los Angeles,CA,90081,,,2023-06-30,43.87,,Website Hosting,001,C00766204,AMERICA'S MAIN STREET PARTY,,,,,,,,,,,,,,,,,
SB21B,C00766204,SB21B.4322,,,ORG,Regus Management Group,,,,,,15305 North Dallas Parkway,Suite 400,Addison,TX,75001,,,2023-03-20,99.60,,Rent,001,C00766204,AMERICA'S MAIN STREET PARTY,,,,,,,,,,,,,,,,,
SB21B,C00766204,SB21B.4324,,,ORG,Regus Management Group,,,,,,15305 North Dallas Parkway,Suite 400,Addison,TX,75001,,,2023-04-19,99.60,,Rent,001,C00766204,AMERICA'S MAIN STREET PARTY,,,,,,,,,,,,,,,,,
SB21B,C00766204,SB21B.4326,,,ORG,Regus Management Group,,,,,,15305 North Dallas Parkway,Suite 400,Addison,TX,75001,,,2023-05-22,99.60,,Rent,001,C00766204,AMERICA'S MAIN STREET PARTY,,,,,,,,,,,,,,,,,
SB21B,C00766204,SB21B.4330,,,ORG,Regus Management Group,,,,,,15305 North Dallas Parkway,Suite 400,Addison,TX,75001,,,2023-06-20,99.60,,Rent,001,C00766204,AMERICA'S MAIN STREET PARTY,,,,,,,,,,,,,,,,,
SB21B,C00766204,SB21B.4327,,,ORG,Zac Maybury- Website Development,,,,,,P.O. Box 19332,,Sacramento,PA,95819,,,2023-05-24,900.00,,Website Development,001,C00766204,AMERICA'S MAIN STREET PARTY,,,,,,,,,,,,,,,,,
