form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00495028,500478020,,,CCM,Mike Levin for Congress,,,,,,PO Box 2112,,Capistrano Beach,CA,926240112,P2024,,2023-11-08,2500.00,0.00,Contribution,,C00634253,,,Levin,Mike,,,,H,CA,49,,,,,,,,
SB23,C00495028,500478030,,,CCM,Angie Craig for Congress,,,,,,PO Box 22116,,Eagan,MN,551220116,P2024,,2023-11-08,2500.00,0.00,Contribution,,C00575209,,,Craig,Angela,,,,H,MN,02,,,,,,,,
SB23,C00495028,500478040,,,CCM,Kaptur for Congress,,,,,,PO Box 899,,Toledo,OH,436970899,P2024,,2023-11-08,2500.00,0.00,Contribution,,C00154625,,,Kaptur,Marcy,,,,H,OH,09,,,,,,,,
SB23,C00495028,500478021,,,CCM,Caraveo for Congress,,,,,,PO Box 953,,Eastlake,CO,806140953,P2024,,2023-11-08,2500.00,0.00,Contribution,,C00787788,,,Caraveo,Yadira,,,,H,CO,08,,,,,,,,
SB23,C00495028,500478031,,,CCM,Don Davis for NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,P2024,,2023-11-08,2500.00,0.00,Contribution,,C00795211,,,Davis,Don,,,,H,NC,01,,,,,,,,
SB23,C00495028,500478041,,,CCM,Andrea Salinas for Oregon,,,,,,PO Box 230985,,Tigard,OR,972810985,P2024,,2023-11-08,2500.00,0.00,Contribution,,C00793703,,,Salinas,Andrea,,,,H,OR,06,,,,,,,,
SB23,C00495028,500478051,,,CCM,Vicente Gonzalez for Congress,,,,,,PO Box 6270,,Brownsville,TX,785236270,P2024,,2023-11-08,5000.00,0.00,Contribution,,C00592659,,,Gonzalez,Vicente,,,,H,TX,34,,,,,,,,
SB23,C00495028,500478022,,,CCM,Friends of Jahana Hayes,,,,,,PO Box 1487,,Waterbury,CT,067211487,C2024,Convention,2023-11-08,2500.00,0.00,Contribution,,C00677898,,,Hayes,Jahana,,,,H,CT,05,,,,,,,,
SB23,C00495028,500478023,,,CCM,Nikki for Congress,,,,,,PO Box 5171,,Springfield,IL,627055171,P2024,,2023-11-08,2500.00,0.00,Contribution,,C00787812,,,Budzinski,Nikki,,,,H,IL,13,,,,,,,,
SB23,C00495028,500478033,,,CCM,Chris Pappas for Congress,,,,,,PO Box 313,,Manchester,NH,031050313,P2024,,2023-11-08,2500.00,0.00,Contribution,,C00660464,,,Pappas,Chris,,,,H,NH,01,,,,,,,,
