form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00342766,SB23.19849,,,CCM,AUGUST PFLUGER FOR CONGRESS,,,,,,PO BOX 3530,,SAN ANGELO,TX,76902,G2024,,2024-03-28,2500.00,,contribution,,C00719294,,,,,,,,H,TX,11,,,,,,,,
SB23,C00342766,SB23.19845,,,CCM,BICE FOR CONGRESS,,,,,,PO BOX 21315,,OKLAHOMA CITY,OK,73156,G2024,,2024-03-28,2500.00,,contribution,,C00703843,,,,,,,,H,OK,05,,,,,,,,
SB23,C00342766,SB23.19814,,,PAC,COMMON VALUES PAC,,,,,,"901 N WASHINGTON ST, SUITE 700",,ALEXANDRIA,VA,22314,G2024,,2024-03-01,5000.00,,contribution,,C00442368,,,,,,,,,,,,,,,,,,
SB23,C00342766,SB23.19826,,,CCM,CRAIG GOLDMAN FOR CONGRESS,,,,,,PO BOX 100039,,FORT WORTH,TX,76185,P2024,,2024-03-01,1000.00,,contribution,,C00855528,,,,,,,,H,TX,12,,,,,,,,
SB23,C00342766,SB23.19822,,,CCM,DR JOHN JOYCE FOR CONGRESS,,,,,,1002 LOGAN BLVD,STE 114 #237,ALTOONA,PA,16602,G2024,,2024-03-01,2500.00,,contribution,,C00674259,,,,,,,,H,PA,13,,,,,,,,
SB23,C00342766,SB23.19820,,,CCM,EMMER FOR CONGRESS,,,,,,PO BOX 279,,ELK RIVER,MN,55330,G2024,,2024-03-01,2500.00,,contribution,,C00545749,,,,,,,,H,MN,06,,,,,,,,
SB23,C00342766,SB23.19828,,,CCM,FRIENDS OF JOHN THUNE,,,,,,PO BOX 841,,SIOUX FALLS,SD,57101,G2028,,2024-03-01,2500.00,,contribution,,C00409581,,,,,,,,S,SD,00,,,,,,,,
SB23,C00342766,SB23.19841,,,CCM,HUDSON FOR CONGRESS,,,,,,PO BOX 1875,,SOUTHERN PINES,NC,28388,G2024,,2024-03-28,2500.00,,contribution,,C00504522,,,,,,,,H,NC,09,,,,,,,,
SB23,C00342766,SB23.19818,,,CCM,JASON SMITH FOR CONGRESS,,,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,63702,G2024,,2024-03-01,2500.00,,contribution,,C00541862,,,,,,,,H,MO,08,,,,,,,,
SB23,C00342766,SB23.19837,,,CCM,JOHNSON LEADERSHIP FUND,,,,,,C/O 228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,G2024,,2024-03-28,5000.00,,contribution,,C00771246,,,,,,,,,,,,,,,,,,
SB23,C00342766,SB23.19824,,,CCM,LANCE GOODEN FOR CONGRESS COMMITTEE,,,,,,PO BOX 2125,,TERRELL,TX,75160,P2024,,2024-03-01,2000.00,,contribution,,C00662601,,,,,,,,H,TX,05,,,,,,,,
SB23,C00342766,SB23.19839,,,PAC,NATIONAL REPUBLICAN CONGRESSIONAL VICTORY SUPER PAC,,,,,,1900 WEST OAKLAND PARK BLVD,# 9961,FORT LAUDERDALE,FL,33310,G2024,,2024-03-28,15000.00,,contribution,,C00593087,,,,,,,,,,,,,,,,,,
SB23,C00342766,SB23.19833,,,PAC,NATIONAL REPUBLICAN SENATORIAL VICTORY SUPER PAC,,,,,,1900 WEST OAKLAND PARK BLVD,# 9961,FORT LAUDERDALE,FL,33310,G2024,,2024-03-28,15000.00,,contribution,,C00593079,,,,,,,,,,,,,,,,,,
SB23,C00342766,SB23.19847,,,CAN,,RESCHENTHALER,GUY MR.,,,,P.O. BOX 23177,,PITTSBURGH,PA,15222,G2024,,2024-03-28,1000.00,,contribution,,,,H8PA18199,,,,,,H,PA,14,,,,,,,,
SB23,C00342766,SB23.19835,,,CAN,,SHEEHY,TIM,,,,PO BOX 6456,,HELENA,MT,59604,G2024,,2024-03-28,5000.00,,contribution,,,,S4MT00183,,,,,,S,MT,00,,,,,,,,
SB23,C00342766,SB23.19816,,,PAC,STEER PAC,,,,,,901 N WASHINGTON ST,STE 800,ALEXANDRIA,VA,82601,G2026,,2024-03-01,2500.00,,contribution,,C00762682,,,,,,,,,,,,,,,,,,
