form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00081414,SB23.6288,,,CAN,,Arrington,Jodey,Cook,,,4407 13th St,,Lubbock,TX,79416,P2024,,2023-12-21,1000.00,,Campaign Contribution,,,,H6TX19099,,,,,,H,TX,19,,,,,,,,
SB23,C00081414,SB23.6337,,,CAN,,Beatty,Joyce,,,,1421 Taylor Corners Circle,,Blacklick,OH,43004,P2024,,2023-12-21,2000.00,,Campaign Contribution,,,,H2OH03125,,,,,,H,OH,03,,,,,,,,
SB23,C00081414,SB23.6273,,,CAN,,Calvert,Kenneth S,,,,63 W Grand Boulevard,,Corona,CA,92882,P2024,,2023-12-21,2000.00,,Campaign Contribution,,,,H2CA37023,,,,,,H,CA,42,,,,,,,,
SB23,C00081414,SB23.6360,,,CAN,,Cammack,Kat,,,,5200 NW 43rd St,Suite 102-180,Gainsville,FL,32606,P2024,,2023-12-21,2000.00,,Campaign Contribution,,,,H0FL03175,,,,,,H,FL,03,,,,,,,,
SB23,C00081414,SB23.6312,,,CAN,,Carl,Jerry,L,,Jr.,PO Box 852138,,Mobile,AL,36685,P2024,,2023-12-21,2000.00,,Campaign Contribution,,,,H0AL01055,,,,,,H,AL,01,,,,,,,,
SB23,C00081414,SB23.6350,,,CAN,,Carson,Andre,,,,P.O. Box 1863,,Indianapolis,IN,46206,P2024,,2023-12-21,2000.00,,Campaign Contribution,,,,H8IN07184,,,,,,H,IN,07,,,,,,,,
SB23,C00081414,SB23.6329,,,CAN,,Cassidy,William,,,,PO BOX 80505,,Baton Rouge,LA,70898,P2026,,2023-12-21,5000.00,,Campaign Contribution,,,,S4LA00107,,,,,,S,LA,00,,,,,,,,
SB23,C00081414,SB23.6330,,,CAN,,Cassidy,William,,,,PO BOX 80505,,Baton Rouge,LA,70898,G2026,,2023-12-21,5000.00,,Campaign Contribution,,,,S4LA00107,,,,,,S,LA,00,,,,,,,,
SB23,C00081414,SB23.6284,,,CAN,,Castro,Joaquin,,,,PO Box 544,,San Antonio,TX,78292,P2024,,2023-12-21,2000.00,,Campaign Contribution,,,,H2TX35011,,,,,,H,TX,20,,,,,,,,
SB23,C00081414,SB23.6301,,,CAN,,Ciscomani,Juan,,,,PO Box 35103,,Tucson,AZ,85740,P2024,,2023-12-21,1000.00,,Campaign Contribution,,,,H2AZ02360,,,,,,H,AZ,06,,,,,,,,
