form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB30B,C00007898,500369771,,,ORG,ALSOBROOKS FOR SENATE,,,,,,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,G2024,,2024-09-11,5000.00,0.00,Senate - MD - General Election,011,,,,,,,,,,,,,,,,,,,Senate - MD - General Election
SB30B,C00007898,500369750,,,ORG,Angie Craig for Congress,,,,,,PO Box 22116,,Eagan,MN,551220116,G2024,,2024-09-11,2500.00,0.00,House Rep - MN-02 - General Election,011,,,,,,,,,,,,,,,,,,,House Rep - MN-02 - General Election
SB30B,C00007898,500368812,,,ORG,Bob Ferguson for Governor,,,,,,PO Box 22169,,Seattle,WA,981220169,G2024,,2024-09-04,5000.00,0.00,Contribution toward General Election - WA,011,,,,,,,,,,,,,,,,,,,Contribution toward General Election - WA
SB30B,C00007898,500376806,,,ORG,Bob Ferguson for Governor,,,,,,PO Box 22169,,Seattle,WA,981220169,G2024,,2024-09-30,-5000.00,0.00,voided check#1427,011,,,,,,,,,,,,,,,,,,,voided check#1427
SB30B,C00007898,500369766,,,ORG,Chris DeLuzio for Congress,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,G2024,,2024-09-11,2500.00,0.00,House Rep - PA-17 - General Election,011,,,,,,,,,,,,,,,,,,,House Rep - PA-17 - General Election
SB30B,C00007898,500369753,,,ORG,Chris Pappas for Congress,,,,,,PO Box 313,,Manchester,NH,031050313,G2024,,2024-09-11,2500.00,0.00,House Rep - NH-01 - General Election,011,,,,,,,,,,,,,,,,,,,House Rep - NH-01 - General Election
SB30B,C00007898,500369737,,,ORG,DAVE MIN FOR CONGRESS,,,,,,PO Box 5959,,Irvine,CA,926165959,G2024,,2024-09-11,2500.00,0.00,House Rep - CA-47 - General Election,011,,,,,,,,,,,,,,,,,,,House Rep - CA-47 - General Election
SB30B,C00007898,500369770,,,ORG,DEBBIE FOR FLORIDA,,,,,,PO Box 432250,,South Miami,FL,332432250,G2024,,2024-09-11,5000.00,0.00,Senate - FL - General Election,011,,,,,,,,,,,,,,,,,,,Senate - FL - General Election
SB30B,C00007898,500369735,,,ORG,DEREK TRAN FOR CONGRESS,,,,,,10441 Stanford Ave,Unit 395,Garden Grove,CA,928425222,G2024,,2024-09-11,2500.00,0.00,House Rep - CA-45 - General Election,011,,,,,,,,,,,,,,,,,,,House Rep - CA-45 - General Election
SB30B,C00007898,500369754,,,ORG,DINA TITUS VICTORY FUND,,,,,,PO Box 15320,,Washington,DC,200030320,G2024,,2024-09-11,2500.00,0.00,House Rep - NV-01 - General Election,011,,,,,,,,,,,,,,,,,,,House Rep - NV-01 - General Election
SB30B,C00007898,500369751,,,ORG,Don Davis for NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,G2024,,2024-09-11,2500.00,0.00,House Rep - NC-01 - General Election,011,,,,,,,,,,,,,,,,,,,House Rep - NC-01 - General Election
SB30B,C00007898,500369768,,,ORG,Dr. Kim Schrier for Congress,,,,,,499 S Capitol St SW,Ste 420,Washington,DC,200034027,G2024,,2024-09-11,2500.00,0.00,House Rep - WA-08 - General Election,011,,,,,,,,,,,,,,,,,,,House Rep - WA-08 - General Election
SB30B,C00007898,500369772,,,ORG,ELISSA SLOTKIN FOR MICHIGAN,,,,,,PO Box 4145,,East Lansing,MI,488264145,G2024,,2024-09-11,5000.00,0.00,Senate - MI - General Election,011,,,,,,,,,,,,,,,,,,,Senate - MI - General Election
SB30B,C00007898,500369777,,,ORG,ELLIOTT FOR WEST VIRGINIA,,,,,,1310 Market St,Ste 102,Wheeling,WV,260033347,G2024,,2024-09-11,5000.00,0.00,Senate - WV - General Election,011,,,,,,,,,,,,,,,,,,,Senate - WV - General Election
SB30B,C00007898,500369763,,,ORG,Emilia Sykes for Congress,,,,,,PO Box 1347,,Akron,OH,443091347,G2024,,2024-09-11,2500.00,0.00,House Rep - OH-13 - General Election,011,,,,,,,,,,,,,,,,,,,House Rep - OH-13 - General Election
SB30B,C00007898,500369742,,,ORG,Eric Sorensen for Illinois,,,,,,PO Box 1172,,Moline,IL,612661172,G2024,,2024-09-11,2500.00,0.00,House Rep - IL-17 - General Election,011,,,,,,,,,,,,,,,,,,,House Rep - IL-17 - General Election
SB30B,C00007898,500369741,,,ORG,Friends of Jahana Hayes,,,,,,PO Box 1487,,Waterbury,CT,067211487,G2024,,2024-09-11,2500.00,0.00,House Rep - CT-05 - General Election,011,,,,,,,,,,,,,,,,,,,House Rep - CT-05 - General Election
SB30B,C00007898,500369776,,,ORG,Friends of Sherrod Brown,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,G2024,,2024-09-11,5000.00,0.00,Senate - OH - General Election,011,,,,,,,,,,,,,,,,,,,Senate - OH - General Election
SB30B,C00007898,500368815,,,ORG,Gabe Vasquez for Congress,,,,,,PO Box L,,Mesilla,NM,880464612,G2024,,2024-09-04,2500.00,0.00,House Rep - NM-02 - General Election,011,,,,,,,,,,,,,,,,,,,House Rep - NM-02 - General Election
SB30B,C00007898,500369236,,,ORG,Harris For President,,,,,,PO Box 58174,,Philadelphia,PA,191028174,G2024,,2024-09-06,5000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB30B,C00007898,500369746,,,ORG,HERTEL FOR MICHIGAN,,,,,,PO Box 16037,,Lansing,MI,489016037,G2024,,2024-09-11,2500.00,0.00,House Rep - MI-07 - General Election,011,,,,,,,,,,,,,,,,,,,House Rep - MI-07 - General Election
SB30B,C00007898,500369748,,,ORG,KRISTEN FOR MICHIGAN,,,,,,PO Box 854,,Bay City,MI,487070854,G2024,,2024-09-11,2500.00,0.00,House Rep - MI-08 - General Election,011,,,,,,,,,,,,,,,,,,,House Rep - MI-08 - General Election
SB30B,C00007898,500369761,,,ORG,Landsman for Congress,,,,,,PO Box 68033,,Cincinnati,OH,452068033,G2024,,2024-09-11,2500.00,0.00,House Rep - OH-01 - General Election,011,,,,,,,,,,,,,,,,,,,House Rep - OH-01 - General Election
SB30B,C00007898,500369759,,,ORG,MANNION FOR NEW YORK,,,,,,PO Box 11131,,Syracuse,NY,132181131,G2024,,2024-09-11,2500.00,0.00,House Rep - NY-22 - General Election,011,,,,,,,,,,,,,,,,,,,House Rep - NY-22 - General Election
SB30B,C00007898,500369762,,,ORG,MARCY KAPTUR VICTORY FUND,,,,,,545 E Town St,,Columbus,OH,432154801,G2024,,2024-09-11,2500.00,0.00,House Rep - OH-09 - General Election,011,,,,,,,,,,,,,,,,,,,House Rep - OH-09 - General Election
SB30B,C00007898,500368814,,,ORG,MARTIN HEINRICH FOR SENATE,,,,,,,,Albuquerque,NM,871250763,G2024,,2024-09-04,5000.00,0.00,Senate - NM - General Election,011,,,,,,,,,,,,,,,,,,,Senate - NM - General Election
SB30B,C00007898,500369739,,,ORG,MIKE LEVIN FOR CONGRESS,,,,,,PO Box 2112,,Capistrano Beach,CA,926240112,G2024,,2024-09-11,2500.00,0.00,House Rep - CA-49 - General Election,011,,,,,,,,,,,,,,,,,,,House Rep - CA-49 - General Election
SB30B,C00007898,500369774,,,ORG,MONTANANS FOR TESTER,,,,,,PO Box 1135,,Helena,MT,596241135,G2024,,2024-09-11,5000.00,0.00,Senate - MT - General Election,011,,,,,,,,,,,,,,,,,,,Senate - MT - General Election
SB30B,C00007898,500369743,,,ORG,Mrvan for Congress,,,,,,PO Box 55,,Crown Point,IN,463080055,G2024,,2024-09-11,2500.00,0.00,House Rep - IN-01 - General Election,011,,,,,,,,,,,,,,,,,,,House Rep - IN-01 - General Election
SB30B,C00007898,500369756,,,ORG,Nevadans for Steven Horsford,,,,,,PO Box 336664,,North Las Vegas,NV,890336664,G2024,,2024-09-11,2500.00,0.00,House Rep - NV-04 - General Election,011,,,,,,,,,,,,,,,,,,,House Rep - NV-04 - General Election
SB30B,C00007898,500374262,,,ORG,New Hampshire Democratic Party,,,,,,105 N State St,,Concord,NH,033014334,G2024,,2024-09-25,5000.00,0.00,Contribution toward General Election - NH,011,,,,,,,,,,,,,,,,,,,Contribution toward General Election - NH
