form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00571174,500551427,,,CCM,Gillen For NY,,,,,,PO Box 33079,,Washington,DC,200330079,G2024,,2024-10-17,1000.00,0.00,Contribution,,C00840165,,,Gillen,Laura,,,,H,NY,04,,,,,,,,
SB23,C00571174,500551430,,,CCM,Mary Peltola For Alaska,,,,,,810 N St,,Anchorage,AK,995013229,G2024,,2024-10-17,2000.00,0.00,Contribution,,C00812388,,,Peltola,Mary,,,,H,AK,00,,,,,,,,
SB23,C00571174,500556179,,,CCM,Friends Of Janelle Stelson,,,,,,PO Box 41,,Lemoyne,PA,170430041,G2024,,2024-10-23,151.43,0.00,In-Kind Travel Expenses,,C00852368,,,Stelson,Janelle,,,,H,PA,10,,,,,,,X,
SB23,C00571174,500551500,,,CCM,Angie Craig For Congress,,,,,,PO Box 22116,,Eagan,MN,551220116,G2024,,2024-10-30,1000.00,0.00,Contribution,,C00575209,,,Craig,Angela,Dawn,,,H,MN,02,,,,,,,,
SB23,C00571174,500551501,,,CCM,Cisneros For Congress,,,,,,PO Box 40,,Placentia,CA,928710040,G2024,,2024-10-30,1000.00,0.00,Contribution,,C00650648,,,Cisneros,Gilbert,,,,H,CA,39,,,,,,,,
SB23,C00571174,500551502,,,CCM,Elissa Slotkin For Michigan,,,,,,PO Box 4145,,East Lansing,MI,488264145,G2024,,2024-10-30,1000.00,0.00,Contribution,,C00834218,,,Slotkin,Elissa,,,,S,MI,,,,,,,,,
SB23,C00571174,500551505,,,CCM,Josh Riley For Congress,,,,,,1220 L St NW,,Washington,DC,200054018,G2024,,2024-10-30,2000.00,0.00,Contribution,,C00793760,,,Riley,Josh,,,,H,NY,19,,,,,,,,
SB23,C00571174,500551503,,,CCM,Sharice For Congress,,,,,,13851 W 63Rd St,# 303,Shawnee,KS,662163800,G2024,,2024-10-30,1000.00,0.00,Contribution,,C00670034,,,Davids,Sharice,,,,H,KS,03,,,,,,,,
SB23,C00571174,500551499,,,CCM,Susan Wild For Congress,,,,,,1636 N Cedar Crest Blvd,# 183,Allentown,PA,181042318,G2024,,2024-10-30,1000.00,0.00,Contribution,,C00658567,,,Wild,Susan,,,,H,PA,07,,,,,,,,
SB23,C00571174,500551497,,,COM,Val Hoyle For Congress,,,,,,PO Box 657,,Springfield,OR,974770116,G2024,,2024-10-30,1000.00,0.00,Contribution,,C00796144,Val Hoyle For Congress,,,,,,,,,,,,,,,,,
SB23,C00571174,500551504,,,CCM,Vicente Gonzalez For Congress,,,,,,PO Box 6270,,Brownsville,TX,785236270,G2024,,2024-10-30,1000.00,0.00,Contribution,,C00592659,,,Gonzalez,Vicente,,,,H,TX,34,,,,,,,,
SB23,C00571174,500551517,,,CCM,Marie For Congress,,,,,,PO Box 1164,,Washougal,WA,986710926,G2024,,2024-11-05,1000.00,0.00,Contribution,,C00806174,,,Gluesenkamp Perez,Marie,,,,H,WA,03,,,,,,,,
SB23,C00571174,500551519,,,CCM,Mondaire For Congress,,,,,,PO Box 873,,Sleepy Hollow,NY,105910873,G2024,,2024-11-05,500.00,0.00,Contribution,,C00711150,,,Jones,Mondaire,,,,H,NY,17,,,,,,,,
SB23,C00571174,500551518,,,PTY,New Hampshire Democratic Party,,,,,,105 N State St,,Concord,NH,033014334,G2024,,2024-11-05,1000.00,0.00,Contribution,,C00178038,New Hampshire Democratic Party,,,,,,,,,,,,,,,,,
