form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00640300,XEALC1146,,,ORG,Political Data Inc. (PDI),,,,,,PO Box 59570,,Norwalk,CA,90652,G2024,,2023-03-31,868.78,2023-03-31,1022.38,Voter lists,24A,C00499392,O,,Valadao,David,,,,H,21,CA,Owens,Stacy,,,,2023-12-06,
SE,C00640300,XEALC1147,,,ORG,Political Data Inc. (PDI),,,,,,PO Box 59570,,Norwalk,CA,90652,G2024,,2023-03-31,1153.57,2023-03-31,1747.73,Voter lists,24A,C00701102,O,,Garcia,Mike,,,,H,25,CA,Owens,Stacy,,,,2023-12-06,
SE,C00640300,XEALC1148,,,ORG,Political Data Inc. (PDI),,,,,,PO Box 59570,,Norwalk,CA,90652,G2024,,2023-03-31,1011.59,2023-03-31,1451.45,Voter lists,24A,C00257337,O,,Calvert,Ken,,,,H,41,CA,Owens,Stacy,,,,2023-12-06,
SE,C00640300,XEALC1144,,,ORG,VistaPrint.com,,,,,,275 Wyman Street,,Waltham,MA,02451,G2024,,2023-03-31,144.19,2023-03-31,1022.38,Postcards,24A,C00499392,O,,Valadao,David,,,,H,21,CA,Owens,Stacy,,,,2023-12-06,
SE,C00640300,XEALC1145,,,ORG,VistaPrint.com,,,,,,275 Wyman Street,,Waltham,MA,02451,G2024,,2023-03-31,144.19,2023-03-31,1747.73,Postcards,24A,C00701102,O,,Garcia,Mike,,,,H,25,CA,Owens,Stacy,,,,2023-12-06,
SE,C00640300,XEALC1163,,,ORG,VistaPrint.com,,,,,,275 Wyman Street,,Waltham,MA,02451,G2024,,2023-03-31,141.31,2023-03-31,1451.45,Postcards,24A,C00257337,O,,Calvert,Ken,,,,H,41,CA,Owens,Stacy,,,,2023-12-06,
SE,C00640300,XEALC1164,,,ORG,VistaPrint.com,,,,,,275 Wyman Street,,Waltham,MA,02451,G2024,,2023-04-30,0.00,2023-04-30,1451.45,Postcards,24A,C00257337,O,,Calvert,Ken,,,,H,41,CA,Owens,Stacy,,,,2023-12-06,
SE,C00640300,XEALC1165,,,ORG,VistaPrint.com,,,,,,275 Wyman Street,,Waltham,MA,02451,G2024,,2023-04-30,55.51,2023-04-30,1747.73,Postcards,24A,C00701102,O,,Garcia,Mike,,,,H,25,CA,Owens,Stacy,,,,2023-12-06,
SE,C00640300,XEALC1166,,,ORG,VistaPrint.com,,,,,,275 Wyman Street,,Waltham,MA,02451,G2024,,2023-04-30,9.41,2023-04-30,1022.38,Postcards,24A,C00499392,O,,Valadao,David,,,,H,21,CA,Owens,Stacy,,,,2023-12-06,
SE,C00640300,XEALC1150,,,ORG,"L2, Inc.",,,,,,"5 Schalks Crossing Road, Suite 220",,Plainsboro,NJ,08536,G2024,,2023-05-05,479.65,2023-05-10,627.70,Data,24A,,O,,Santos,George,,,,H,03,NY,Owens,Stacy,,,,2023-12-06,
SE,C00640300,XEALC1151,,,ORG,"L2, Inc.",,,,,,"5 Schalks Crossing Road, Suite 220",,Plainsboro,NJ,08536,G2024,,2023-05-05,479.65,2023-05-10,565.49,Data,24A,,O,,D'Esposito,Anthony,,,,H,04,NY,Owens,Stacy,,,,2023-12-06,
SE,C00640300,XEALC1152,,,ORG,"L2, Inc.",,,,,,"5 Schalks Crossing Road, Suite 220",,Plainsboro,NJ,08536,G2024,,2023-05-05,479.65,2023-05-10,640.52,Data,24A,,O,,Lawler,Michael,,,,H,17,NY,Owens,Stacy,,,,2023-12-06,
SE,C00640300,XEALC1154,,,ORG,"L2, Inc.",,,,,,"5 Schalks Crossing Road, Suite 220",,Plainsboro,NJ,08536,G2024,,2023-05-05,561.05,2023-05-10,561.05,Data,24A,,O,,Duarte,John,,,,H,13,CA,Owens,Stacy,,,,2023-12-06,
SE,C00640300,XEALC1167,,,ORG,VistaPrint.com,,,,,,275 Wyman Street,,Waltham,MA,02451,G2024,,2023-05-31,160.87,2023-05-31,640.52,Postcards,24A,,O,,Lawler,Michael,,,,H,17,NY,Owens,Stacy,,,,2023-12-06,
SE,C00640300,XEALC1168,,,ORG,VistaPrint.com,,,,,,275 Wyman Street,,Waltham,MA,02451,G2024,,2023-05-31,134.17,2023-05-31,627.70,Postcards,24A,,O,,Santos,George,,,,H,03,NY,Owens,Stacy,,,,2023-12-06,
SE,C00640300,XEALC1169,,,ORG,VistaPrint.com,,,,,,275 Wyman Street,,Waltham,MA,02451,G2024,,2023-05-31,85.84,2023-05-31,565.49,Postcards,24A,,O,,D'Esposito,Anthony,,,,H,04,NY,Owens,Stacy,,,,2023-12-06,
SE,C00640300,XEALC1159,,,IND,,Evans,Jenny,,,,512 Cayuga Street,,Santa Cruz,CA,95062,G2024,,2023-06-07,57.60,2023-06-27,1747.73,Postage,24A,C00701102,O,,Garcia,Mike,,,,H,25,CA,Owens,Stacy,,,,2023-12-06,
SE,C00640300,XEGALC11591158,XEALC1159,SE,ORG,United State Postal Service (USPS),,,,,,475 L'Enfant Plaza SW RM 4012,,Washington,DC,20260,G2024,,2023-06-07,57.60,2023-06-07,0.00,Postage,24A,,O,,Garcia,Mike,,,,H,25,CA,Owens,Stacy,,,,2023-12-06,X
SE,C00640300,XEALC1156,,,ORG,"L2, Inc.",,,,,,"5 Schalks Crossing Road, Suite 220",,Plainsboro,NJ,08536,G2024,G2024,2023-06-15,719.10,2023-06-13,719.10,Voter data,24A,,O,,Williams,Brandon,,,,H,22,NY,Owens,Stacy,,,,2023-12-06,
SE,C00640300,XEALC1157,,,ORG,"L2, Inc.",,,,,,"5 Schalks Crossing Road, Suite 220",,Plainsboro,NJ,08536,G2024,G2024,2023-06-15,618.39,2023-06-13,626.71,Voter data,24A,,O,,Molinaro,Marc,,,,H,19,NY,Owens,Stacy,,,,2023-12-06,
