form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00858100,500101440,,,CCM,Mary Peltola for Alaska,,,,,,810 N St,Ste 301,Anchorage,AK,995013271,G2024,,2024-09-30,2500.00,0.00,Contribution,,C00812388,,,Peltola,Mary,,,,H,AK,00,,,,,,,,
SB23,C00858100,500101270,,,CCM,Dave Min for Congress,,,,,,PO Box 5959,,Irvine,CA,926165959,G2024,,2024-09-30,4000.00,0.00,Contribution,,C00831537,,,Min,Dave,,,,H,CA,47,,,,,,,,
SB23,C00858100,500101470,,,CCM,Caraveo for Congress,,,,,,PO Box 953,,Eastlake,CO,806140953,G2024,,2024-09-30,2000.00,0.00,Contribution,,C00787788,,,Caraveo,Yadira,,,,H,CO,08,,,,,,,,
SB23,C00858100,500101280,,,CCM,Kaptur for Congress,,,,,,545 E Town St,,Columbus,OH,432154801,G2024,,2024-09-30,4000.00,0.00,Contribution,,C00154625,,,Kaptur,Marcy,,,,H,OH,09,,,,,,,,
SB23,C00858100,500101261,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,G2024,,2024-09-30,1500.00,0.00,Contribution,,C00839597,,,Allred,Colin,,,,S,TX,00,,,,,,,,
SB23,C00858100,500101262,,,CCM,Debbie for Florida,,,,,,PO Box 432250,,South Miami,FL,332432250,G2024,,2024-09-30,4000.00,0.00,Contribution,,C00848648,,,Muscarsel-Powell,Debbie,,,,S,FL,00,,,,,,,,
SB23,C00858100,500101272,,,CCM,Don Davis for NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,G2024,,2024-09-30,3000.00,0.00,Contribution,,C00795211,,,Davis,Don,,,,H,NC,01,,,,,,,,
SB23,C00858100,500101292,,,CCM,Montanans for Tester,,,,,,PO Box 1135,,Helena,MT,596241135,G2024,,2024-09-30,5000.00,0.00,Contribution,,C00412304,,,Tester,Jon,R.,,,S,MT,00,,,,,,,,
SB23,C00858100,500101443,,,CCM,Marie for Congress,,,,,,PO Box 1164,,Washougal,WA,986710926,G2024,,2024-09-30,2500.00,0.00,Contribution,,C00806174,,,Perez,Marie,Gluesenkamp,,,H,WA,03,,,,,,,,
SB23,C00858100,500101453,,,CCM,Friends of Sherrod Brown,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,G2024,,2024-09-30,2500.00,0.00,Contribution,,C00264697,,,Brown,Sherrod,,,,S,OH,00,,,,,,,,
