form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00843110,500633178,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-02-04,53.73,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500634403,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-02-11,201.29,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500636658,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-02-18,5.34,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500638489,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-02-25,0.40,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500639875,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-02-29,0.99,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500639936,,,ORG,Ashwin Ramaswami For State Senate,,,,,,PO Box 4433,,Alpharetta,GA,300234433,P2024,,2024-02-29,3300.00,0.00,Contribution to Non-Federal Committee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,GA - Ashwin Ramaswami (SD-48)
SB29,C00843110,500639937,,,ORG,Ashwin Ramaswami For State Senate,,,,,,PO Box 4433,,Alpharetta,GA,300234433,G2024,,2024-02-29,1700.00,0.00,Contribution to Non-Federal Committee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,GA - Ashwin Ramaswami (SD-48)
SB29,C00843110,500639938,,,ORG,Friends Of Bryce Berry LLC,,,,,,820 W Marietta St NW,Apt 1251,Atlanta,GA,303188039,P2024,,2024-02-29,3300.00,0.00,Contribution to Non-Federal Committee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,GA - Bryce Barry (HD-56)
SB29,C00843110,500638704,,,ORG,Friends Of Christine Cockley,,,,,,545 E Town St,,Columbus,OH,432154801,P2024,,2024-02-28,10000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,OH - Christine Cockley (HD-6)
SB29,C00843110,500636656,,,ORG,Leaders We Deserve,,,,,,611 Pennsylvania Ave SE,# 192,Washington,DC,200034303,,,2024-02-21,140221.70,0.00,Allocation of administrative expenses from non-contribution account for October-December 2023,,,,,,,,,,,,,,,,,,,X,*
SB29,C00843110,500638688,,,ORG,Mo Jenkins Campaign,,,,,,1717 W 34Th St,Ste Pm 600,Houston,TX,770186264,P2024,,2024-02-23,5000.00,0.00,Contribution to Non-Federal Committee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,TX - Mo Jenkins (HD-139)
SB29,C00843110,500638689,,,ORG,Mo Jenkins Campaign,,,,,,1717 W 34Th St,Ste Pm 600,Houston,TX,770186264,P2024,,2024-02-26,13767.00,0.00,Non-Federal In-Kind; Direct Mail - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,TX - Mo Jenkins (HD-139)
SB29,C00843110,500638691,,,ORG,Mo Jenkins Campaign,,,,,,1717 W 34Th St,Ste Pm 600,Houston,TX,770186264,P2024,,2024-02-28,15274.19,0.00,Contribution to Non-Federal Committee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,TX - Mo Jenkins (HD-139)
SB29,C00843110,500638693,,,ORG,Mo Jenkins Campaign,,,,,,1717 W 34Th St,Ste Pm 600,Houston,TX,770186264,P2024,,2024-02-28,15678.00,0.00,Non-Federal In-Kind; Digital Ad Buy - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,TX - Mo Jenkins (HD-139)
SB29,C00843110,500638705,,,ORG,Mo Jenkins Campaign,,,,,,1717 W 34Th St,Ste Pm 600,Houston,TX,770186264,P2024,,2024-02-29,5950.00,0.00,Non-Federal In-Kind; Digital Ad Production - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,TX - Mo Jenkins (HD-139)
