form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00484402,500963043,,,ORG,Intuit Quickbooks,,,,,,2700 Coast Ave,,Mountain View,CA,940431140,,,2024-10-11,69.55,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00484402,500976494,,,ORG,Intuit Quickbooks,,,,,,2700 Coast Ave,,Mountain View,CA,940431140,,,2024-11-13,69.55,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00484402,500954750,,,ORG,Katz Compliance,,,,,,PO Box 33079,,Washington,DC,200330079,,,2024-10-01,1000.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00484402,500976495,,,ORG,Katz Compliance,,,,,,PO Box 33079,,Washington,DC,200330079,,,2024-11-01,1000.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00484402,500976522,,,ORG,Mastercard,,,,,,PO Box 4512,,Carol Stream,IL,601974512,,,2024-11-05,1024.28,0.00,"Credit Card Payment, See Memos Below if Itemized",,,,,,,,,,,,,,,,,,,,
SB21B,C00484402,500976599,500976522,SB21B,ORG,American Airlines,,,,,,PO Box 619612,,Dallas,TX,752619612,,,2024-11-05,511.97,0.00,Travel Expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00484402,500976600,500976522,SB21B,ORG,Amtrak,,,,,,60 Massachusetts Ave NE,,Washington,DC,200024285,,,2024-11-05,332.00,0.00,Travel Expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00484402,500976601,500976522,SB21B,ORG,Exxonmobil,,,,,,2300 S Dakota Ave NE,,Washington,DC,200181624,,,2024-11-05,29.60,0.00,Travel Expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00484402,500976602,500976522,SB21B,ORG,Exxonmobil,,,,,,2300 S Dakota Ave NE,,Washington,DC,200181624,,,2024-11-05,16.43,0.00,Travel Expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00484402,500976603,500976522,SB21B,ORG,Exxonmobil,,,,,,2300 S Dakota Ave NE,,Washington,DC,200181624,,,2024-11-05,29.51,0.00,Travel Expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00484402,500976608,500976522,SB21B,ORG,Shell Oil,,,,,,910 Louisiana St,,Houston,TX,770024916,,,2024-11-05,11.61,0.00,Travel Expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00484402,500976609,500976522,SB21B,ORG,Shell Oil,,,,,,910 Louisiana St,,Houston,TX,770024916,,,2024-11-05,40.61,0.00,Travel Expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00484402,500976535,,,ORG,Mastercard,,,,,,PO Box 4512,,Carol Stream,IL,601974512,,,2024-11-22,1690.28,0.00,"Credit Card Payment, See Memos Below if Itemized",,,,,,,,,,,,,,,,,,,,
SB21B,C00484402,500976604,500976535,SB21B,ORG,Exxonmobil,,,,,,2300 S Dakota Ave NE,,Washington,DC,200181624,,,2024-11-22,27.24,0.00,Travel Expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00484402,500976605,500976535,SB21B,ORG,Exxonmobil,,,,,,2300 S Dakota Ave NE,,Washington,DC,200181624,,,2024-11-22,26.33,0.00,Travel Expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00484402,500977464,500976535,SB21B,ORG,Mastercard,,,,,,PO Box 4512,,Carol Stream,IL,601974512,,,2024-11-22,18.45,0.00,Interest Charges,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00484402,500976611,500976535,SB21B,ORG,United Airlines,,,,,,PO Box 66100,,Chicago,IL,606660100,,,2024-11-22,462.31,0.00,Travel Expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00484402,500976498,,,ORG,MP Air,,,,,,121 Wright Brothers Dr,,Moon Twp,PA,151086802,,,2024-10-27,333.88,0.00,Travel Expense,,,,,,,,,,,,,,,,,,,,
SB21B,C00484402,500976496,,,ORG,"NGP VAN, Inc",,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2024-10-28,300.00,0.00,Software,,,,,,,,,,,,,,,,,,,,
