form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00039578,51119614,,,CCM,Bernie Moreno For Senate,,,,,,PO Box 340797,,Columbus,OH,43234,O2024,2024  Primary  Debt,2024-12-12,5000.00,0.00,PAC Contribution - Debt Retirement,011,C00837484,Bernie Moreno For Senate,S4OH00192,Moreno,Bernie,,Sen.,,S,OH,,,,,,,,,PAC Contribution - Debt Retirement
SB23,C00039578,51119615,,,CCM,Brad Knott For Congress,,,,,,PO Box 97275,,Raleigh,NC,276247275,O2024,2024  Primary  Debt,2024-12-12,2500.00,0.00,PAC Contribution - Debt Retirement,011,C00855361,Brad Knott For Congress,H4NC13116,Knott,Brad,,Rep.,,H,NC,13,,,,,,,,PAC Contribution - Debt Retirement
SB23,C00039578,51119616,,,CCM,Cleaver For Congress,,,,,,P.O.Box 411872,,Kansas City,MO,64141,P2026,,2024-12-12,2500.00,0.00,PAC Contribution,011,C00395848,Cleaver For Congress,H4MO05234,Cleaver,Emanuel,,Rep.,II,H,MO,05,,,,,,,,PAC Contribution
SB23,C00039578,51119617,,,PAC,Common Good PAC,,,,,,PO BOX 15320,,Washington,DC,20003,,,2024-12-12,5000.00,0.00,PAC Contribution,011,C00669929,,,,,,,,,,,,,,,,,,PAC Contribution
SB23,C00039578,51119619,,,CCM,Dave Taylor For Congress,,,,,,9856 Archer Ln,,Dublin,OH,43017,O2024,2024  Primary  Debt,2024-12-12,2500.00,0.00,PAC Contribution - Debt Retirement,011,C00860213,Dave Taylor For Congress,H4OH02248,Taylor,David,,Rep.,,H,OH,02,,,,,,,,PAC Contribution - Debt Retirement
SB23,C00039578,51119622,,,PAC,First in Freedom PAC,,,,,,824 S MILLEDGE AVE STE 101,,Athens,GA,30605,,,2024-12-12,5000.00,0.00,PAC Contribution,011,C00540146,,,,,,,,,,,,,,,,,,PAC Contribution
SB23,C00039578,51119623,,,CCM,Friends Of Dave McCormick,,,,,,PO Box 23537,,Pittsburgh,PA,15222,O2024,2024  General  Debt,2024-12-12,5000.00,0.00,PAC Contribution - Debt Retirement,011,C00851980,Friends Of Dave McCormick,S2PA00661,McCormick,Dave,,Sen.,,S,PA,,,,,,,,,PAC Contribution - Debt Retirement
SB23,C00039578,51119625,,,PAC,Let's All Keep Electing Republicans PAC,,,,,,PO BOX 183,,HUDSON,WI,54016,,,2024-12-12,2500.00,0.00,PAC Contribution,011,C00698092,,,,,,,,,,,,,,,,,,PAC Contribution
SB23,C00039578,51119626,,,PAC,MARSHA PAC,,,,,,PO BOX 3241,,Brentwood,TN,37024,,,2024-12-12,2500.00,0.00,PAC Contribution,011,C00409276,,,,,,,,,,,,,,,,,,PAC Contribution
SB23,C00039578,51119627,,,CCM,Mike Crapo For Us Senate,,,,,,PO Box 1948,,Boise,ID,83701,P2028,,2024-12-12,2500.00,0.00,PAC Contribution,011,C00330886,Mike Crapo For Us Senate,S8ID00027,Crapo,Michael,,Sen.,,S,ID,,,,,,,,,PAC Contribution
