form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00544254,500411624,,,CCM,ALSOBROOKS FOR SENATE,,,,,,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,G2024,,2024-05-15,5000.00,0.00,Contribution,,C00840017,,,ALSOBROOKS,ANGELA,,,,S,MD,00,,,,,,,,
SB23,C00544254,500409561,,,CCM,ANDY KIM FOR NEW JERSEY,,,,,,PO Box 211,,Marlton,NJ,080530211,P2024,,2024-05-15,3300.00,0.00,Contribution,,C00648220,,,KIM,ANDY,,,,S,NJ,00,,,,,,,X,* Earmarked by Patrice Bugelas-Brandt and transmitted by contributor's original check.
SB23,C00544254,500409558,,,PAC,BIDEN VICTORY FUND,,,,,,430 S Capitol St SE,,Washington,DC,200034024,O2024,2024 Contribution,2024-05-15,15000.00,0.00,Contribution,,C00744946,BIDEN VICTORY FUND,,,,,,,,,,,,,,,,X,* Earmarked by Patrice Bugelas-Brandt and transmitted by contributor's original check.
SB23,C00544254,500409566,,,CCM,BOB CASEY FOR SENATE INC,,,,,,PO Box 58746,,Philadelphia,PA,191028746,G2024,,2024-05-15,3300.00,0.00,Contribution,,C00431056,,,CASEY,ROBERT,P,,JR,S,PA,00,,,,,,,X,* Earmarked by Patrice Bugelas-Brandt and transmitted by contributor's original check.
SB23,C00544254,500409564,,,CCM,ELISSA SLOTKIN FOR MICHIGAN,,,,,,PO Box 4145,,East Lansing,MI,488264145,P2024,,2024-05-15,3300.00,0.00,Contribution,,C00834218,,,SLOTKIN,ELISSA,,,,S,MI,00,,,,,,,X,* Earmarked by Patrice Bugelas-Brandt and transmitted by contributor's original check.
SB23,C00544254,500409559,,,CCM,ERIC SORENSEN FOR ILLINOIS,,,,,,PO Box 1172,,Moline,IL,612661172,G2024,,2024-05-15,3300.00,0.00,Contribution,,C00793935,,,SORENSEN,ERIC,,,,H,IL,17,,,,,,,X,* Earmarked by Patrice Bugelas-Brandt and transmitted by contributor's original check.
SB23,C00544254,500409569,,,CCM,FRIENDS OF SHERROD BROWN,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,G2024,,2024-05-15,3300.00,0.00,Contribution,,C00264697,,,BROWN,SHERROD,,,,S,OH,00,,,,,,,X,* Earmarked by Patrice Bugelas-Brandt and transmitted by contributor's original check.
SB23,C00544254,500409562,,,CCM,GALLEGO FOR ARIZONA,,,,,,PO Box 1710,,Phoenix,AZ,850011710,P2024,,2024-05-15,3300.00,0.00,Contribution,,C00558627,,,GALLEGO,RUBEN,,,,S,AZ,00,,,,,,,X,* Earmarked by Patrice Bugelas-Brandt and transmitted by contributor's original check.
SB23,C00544254,500409563,,,CCM,KLOBUCHAR FOR MINNESOTA,,,,,,PO Box 4146,,Saint Paul,MN,551040146,P2024,,2024-05-15,3300.00,0.00,Contribution,,C00431353,,,KLOBUCHAR,AMY,,,,S,MN,00,,,,,,,X,* Earmarked by Patrice Bugelas-Brandt and transmitted by contributor's original check.
SB23,C00544254,500411625,,,CCM,MARTIN HEINRICH FOR SENATE,,,,,,PO Box 25763,,Albuquerque,NM,871250763,G2024,,2024-05-23,5000.00,0.00,Contribution,,C00434563,,,HEINRICH,MARTIN,,,,S,NM,00,,,,,,,,
SB23,C00544254,500409568,,,CCM,MONTANANS FOR TESTER,,,,,,PO Box 1135,,Helena,MT,596241135,P2024,,2024-05-15,3300.00,0.00,Contribution,,C00412304,,,TESTER,JON,,,,S,MT,00,,,,,,,X,* Earmarked by Patrice Bugelas-Brandt and transmitted by contributor's original check.
SB23,C00544254,500409560,,,CCM,NIKKI FOR CONGRESS,,,,,,PO Box 5171,,Springfield,IL,627055171,G2024,,2024-05-15,3300.00,0.00,Contribution,,C00787812,,,BUDZINSKI,NIKKI,,,,H,IL,13,,,,,,,X,* Earmarked by Patrice Bugelas-Brandt and transmitted by contributor's original check.
SB23,C00544254,500409565,,,CCM,ROSEN FOR NEVADA,,,,,,PO Box 46110,,Las Vegas,NV,891146110,P2024,,2024-05-15,3300.00,0.00,Contribution,,C00606939,,,ROSEN,JACKY,,,,S,NV,00,,,,,,,X,* Earmarked by Patrice Bugelas-Brandt and transmitted by contributor's original check.
SB23,C00544254,500409567,,,CCM,TAMMY BALDWIN FOR SENATE,,,,,,PO Box 696,,Madison,WI,537010696,P2024,,2024-05-15,3300.00,0.00,Contribution,,C00326801,,,BALDWIN,TAMMY,,,,S,WI,00,,,,,,,X,* Earmarked by Patrice Bugelas-Brandt and transmitted by contributor's original check.
